zip,City,Metro,price_aug,price_dec,change_aug_dec,total_emp,info_emp,info_pct
94019,Half Moon Bay,"San Francisco-Oakland-Berkeley, CA",1514975.1654283858,1529735.3083662603,0.9742828314747147,7314,171,2.3379819524200167
94702,Berkeley,"San Francisco-Oakland-Berkeley, CA",1069454.4498912862,1091273.1321140474,2.0401693802834857,8967,410,4.572320731571318
95650,Loomis,"Sacramento-Roseville-Folsom, CA",891736.7238919324,900446.6518406518,0.9767376082377082,6304,86,1.364213197969543
94305,Stanford,"San Jose-Sunnyvale-Santa Clara, CA",2963789.9906943603,3114925.173061004,5.099389053919959,8148,121,1.4850270004909178
95422,Clearlake,"Clearlake, CA",206032.2425672816,197504.72897992376,-4.138921889651855,5196,69,1.327944572748268
94041,Mountain View,"San Jose-Sunnyvale-Santa Clara, CA",2004948.9054285658,2150279.74829879,7.248605811186944,8904,1134,12.735849056603774
95203,Stockton,"Stockton, CA",339439.2491488482,339627.9223074816,0.055583777982808,6688,16,0.23923444976076555
94502,Alameda,"San Francisco-Oakland-Berkeley, CA",1136784.1809309684,1134333.8316038963,-0.21555096984770886,6524,148,2.2685469037400368
95742,Rancho Cordova,"Sacramento-Roseville-Folsom, CA",626181.9186848325,618864.6534122583,-1.1685526289137653,8017,163,2.0331794935761507
95437,Fort Bragg,"Ukiah, CA",548901.041890102,558528.1188961847,1.7538820791690592,5707,48,0.8410723672682671
94960,San Anselmo,"San Francisco-Oakland-Berkeley, CA",1543458.417650368,1571991.4609794866,1.848643475122241,8065,358,4.438933663980161
94805,Richmond,"San Francisco-Oakland-Berkeley, CA",672357.749868795,669758.525981818,-0.3865834650503074,8887,457,5.142342747833915
94612,Oakland,"San Francisco-Oakland-Berkeley, CA",565780.6032713752,544139.4885565903,-3.8250011735387814,10503,553,5.265162334571075
95388,Winton,"Merced, CA",353747.50398021284,356277.0888304664,0.715082035008516,5119,0,0.0
94542,Hayward,"San Francisco-Oakland-Berkeley, CA",1214494.6238248677,1210609.2557416607,-0.3199164497715565,7715,156,2.0220349967595594
94556,Moraga,"San Francisco-Oakland-Berkeley, CA",1548407.2148680447,1573830.9574953115,1.6419287112036225,7148,167,2.3363178511471743
95066,Scotts Valley,"Santa Cruz-Watsonville, CA",1200163.5819366658,1215772.3178944017,1.300550707641753,8315,116,1.3950691521346963
94705,Berkeley,"San Francisco-Oakland-Berkeley, CA",1861544.2666980883,1883314.5458412499,1.1694741582361945,7419,478,6.442916835152985
95252,Valley Springs,,466472.70105465635,460065.89999489504,-1.3734568057843617,5941,95,1.5990573977444875
94105,San Francisco,"San Francisco-Oakland-Berkeley, CA",1013096.1855152199,1028521.0061362995,1.5225425622578068,11360,1523,13.40669014084507
95540,Fortuna,"Eureka-Arcata, CA",414749.4222002102,411949.8711626167,-0.6749981766682478,6356,102,1.6047828823159218
95490,Willits,"Ukiah, CA",353253.102165493,346846.1832640018,-1.813690767955289,6512,21,0.32248157248157244
95817,Sacramento,"Sacramento-Roseville-Folsom, CA",457339.1786195605,462576.2910309716,1.1451265616951753,7230,146,2.0193637621023512
95360,Newman,"Modesto, CA",435378.0862509487,429987.36596529634,-1.2381698702550703,6506,0,0.0
95030,Los Gatos,"San Jose-Sunnyvale-Santa Clara, CA",3178032.432163814,3330247.7731030155,4.789609426218573,5871,317,5.399420882302844
95130,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",1983735.555420434,2073502.5163054962,4.525147550023967,6965,425,6.101938262742283
94904,Kentfield,"San Francisco-Oakland-Berkeley, CA",2087882.88140219,2104031.793669554,0.773458722766983,6320,227,3.591772151898734
95640,Ione,,455188.83559901896,455047.7259737961,-0.031000238623419354,4544,84,1.8485915492957745
95832,Sacramento,"Sacramento-Roseville-Folsom, CA",405949.98827364057,406857.1447944518,0.22346509348824256,5336,5,0.0937031484257871
95326,Hughson,"Modesto, CA",537891.3856924254,539736.7973935404,0.3430825906868491,4748,48,1.0109519797809603
95948,Gridley,"Chico, CA",336563.2496255766,341702.0015706524,1.5268309747997217,4356,87,1.997245179063361
94517,Clayton,"San Francisco-Oakland-Berkeley, CA",997740.5529512252,1004011.0114204228,0.6284658321895585,5454,115,2.1085441877521087
94108,San Francisco,"San Francisco-Oakland-Berkeley, CA",917732.5802488622,932305.2813184798,1.5879027707249922,5849,319,5.453923747649171
95320,Escalon,"Stockton, CA",577616.1010317203,582988.8923315901,0.9301664704763346,5221,77,1.4748132541658685
95605,West Sacramento,"Sacramento-Roseville-Folsom, CA",407446.6705526391,405320.2604699481,-0.521886724416437,6664,89,1.3355342136854742
95315,Delhi,"Merced, CA",403879.99906803033,406323.45125364955,0.6049946001925278,5735,0,0.0
94920,Tiburon,"San Francisco-Oakland-Berkeley, CA",3002061.4019125346,3089567.100427259,2.914853722144958,5420,127,2.3431734317343174
94708,Berkeley,"San Francisco-Oakland-Berkeley, CA",1507453.163643117,1519114.8807023792,0.773603939447034,6048,256,4.232804232804233
95453,Lakeport,"Clearlake, CA",356477.3474283615,349163.73642328026,-2.051634152307805,4227,105,2.48403122782115
94707,Berkeley,"San Francisco-Oakland-Berkeley, CA",1588646.0905333348,1642480.4776014164,3.3886960342443895,6149,320,5.2040982273540415
95953,Live Oak,"Yuba City, CA",379322.46268544765,382509.2547646486,0.8401274358074621,4368,39,0.8928571428571428
94507,Alamo,"San Francisco-Oakland-Berkeley, CA",2370471.8336548884,2412179.6498906873,1.7594731835092974,6606,172,2.6036936118679987
94709,Berkeley,"San Francisco-Oakland-Berkeley, CA",1206253.0314249676,1236225.721019698,2.4847763125886817,6999,358,5.115016430918703
94065,Redwood City,"San Francisco-Oakland-Berkeley, CA",1732491.8427386594,1749557.9795318143,0.9850630388064321,5706,661,11.584297230984928
95814,Sacramento,"Sacramento-Roseville-Folsom, CA",544477.8891569962,543992.9180807712,-0.08907084858409976,6050,23,0.38016528925619836
95425,Cloverdale,"Santa Rosa-Petaluma, CA",628956.673455008,626009.2796972409,-0.4686163422952987,5836,20,0.3427004797806717
94965,Sausalito,"San Francisco-Oakland-Berkeley, CA",1457275.3004039444,1463994.2041145116,0.4610593282343244,6611,394,5.959764029647557
94925,Corte Madera,"San Francisco-Oakland-Berkeley, CA",1655668.3112985862,1711515.7620875791,3.3731062198798885,4871,409,8.3966331348799
95451,Kelseyville,"Clearlake, CA",343629.5857921029,342293.0053713531,-0.38895964608775613,5214,97,1.8603759110088225
95012,Moss Landing,"Salinas, CA",666294.7503942512,665062.1705068372,-0.18499018440182455,4247,0,0.0
95954,Magalia,"Chico, CA",267449.84756486164,265102.01758903224,-0.8778580347704287,3018,68,2.253147779986746
95368,Salida,"Modesto, CA",488430.8653347373,485178.967103793,-0.665784753122771,7235,8,0.11057360055286801
94931,Cotati,"Santa Rosa-Petaluma, CA",709618.4636899071,708590.2177691703,-0.14490123543151448,5220,69,1.3218390804597702
95119,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",1351131.069317926,1373080.2740798297,1.6245059609934116,5088,299,5.876572327044025
94571,Rio Vista,"Vallejo, CA",463614.6550434974,459897.88799446356,-0.8016931752696901,3604,109,3.0244173140954493
95338,Mariposa,,387055.0917802809,386286.9503105261,-0.19845791621593045,3595,17,0.47287899860917937
95064,Santa Cruz,"Santa Cruz-Watsonville, CA",603921.8970449753,649388.9409185319,7.528629794022937,3866,41,1.0605276771857217
95322,Gustine,"Merced, CA",416753.3867897635,413312.7352251769,-0.8255845479960783,2922,68,2.327173169062286
95386,Waterford,"Modesto, CA",419646.74819156295,421094.5577514458,0.34500673867296267,4491,30,0.6680026720106881
95073,Soquel,"Santa Cruz-Watsonville, CA",1258781.697881928,1281453.1943829465,1.8010665820107181,5496,137,2.492721979621543
95033,Lexington Hills,"San Jose-Sunnyvale-Santa Clara, CA",1352687.9070716912,1371470.1484505797,1.3885125519860988,5307,110,2.0727341247409083
94505,Discovery Bay,"San Francisco-Oakland-Berkeley, CA",779510.475585416,775305.7239269096,-0.5394092562192387,7268,102,1.403412217941662
95694,Winters,"Sacramento-Roseville-Folsom, CA",603423.1342559067,602839.9001101423,-0.09665425679835357,5350,34,0.6355140186915887
95713,Colfax,"Sacramento-Roseville-Folsom, CA",476772.4732953364,482757.1674437411,1.255251610278575,4812,69,1.4339152119700749
95065,Santa Cruz,"Santa Cruz-Watsonville, CA",1267399.6957367065,1292758.1760481233,2.000827394603134,3866,68,1.758923952405587
