country,year,cantril,source,iso3
Slovenia,2023,6.743,WHR 2026 (3-yr avg),SVN
Slovenia,2024,6.792,WHR 2026 (3-yr avg),SVN
Slovenia,2025,6.868,WHR 2026 (3-yr avg),SVN
Spain,2005,7.152785778045654,WHR 2019 (annual),ESP
Spain,2007,6.994614601135254,WHR 2019 (annual),ESP
Spain,2008,7.294472694396973,WHR 2019 (annual),ESP
Spain,2009,6.198601245880127,WHR 2019 (annual),ESP
Spain,2010,6.188262462615967,WHR 2019 (annual),ESP
Spain,2011,6.518249034881592,WHR 2019 (annual),ESP
Spain,2012,6.2906904220581055,WHR 2019 (annual),ESP
Spain,2013,6.150027275085449,WHR 2019 (annual),ESP
Spain,2014,6.456477642059326,WHR 2019 (annual),ESP
Spain,2015,6.3806633949279785,WHR 2019 (annual),ESP
Spain,2016,6.318612098693848,WHR 2019 (annual),ESP
Spain,2017,6.230173110961914,WHR 2019 (annual),ESP
Spain,2018,6.513370990753174,WHR 2019 (annual),ESP
Spain,2019,6.40089988708496,WHR 2026 (3-yr avg),ESP
Spain,2020,6.491,WHR 2026 (3-yr avg),ESP
Spain,2021,6.476,WHR 2026 (3-yr avg),ESP
Spain,2022,6.436,WHR 2026 (3-yr avg),ESP
Spain,2023,6.421,WHR 2026 (3-yr avg),ESP
Spain,2024,6.466,WHR 2026 (3-yr avg),ESP
Spain,2025,6.54,WHR 2026 (3-yr avg),ESP
Sweden,2005,7.376315593719482,WHR 2019 (annual),SWE
Sweden,2007,7.241362571716309,WHR 2019 (annual),SWE
Sweden,2008,7.515997409820557,WHR 2019 (annual),SWE
Sweden,2009,7.265977382659912,WHR 2019 (annual),SWE
Sweden,2010,7.496018886566162,WHR 2019 (annual),SWE
Sweden,2011,7.382232189178467,WHR 2019 (annual),SWE
Sweden,2012,7.560147762298584,WHR 2019 (annual),SWE
Sweden,2013,7.4340105056762695,WHR 2019 (annual),SWE
Sweden,2014,7.239147663116455,WHR 2019 (annual),SWE
Sweden,2015,7.288922309875488,WHR 2019 (annual),SWE
Sweden,2016,7.368744373321533,WHR 2019 (annual),SWE
Sweden,2017,7.286804676055908,WHR 2019 (annual),SWE
Sweden,2018,7.374792098999023,WHR 2019 (annual),SWE
Sweden,2019,7.35349988937378,WHR 2026 (3-yr avg),SWE
Sweden,2020,7.363,WHR 2026 (3-yr avg),SWE
Sweden,2021,7.384,WHR 2026 (3-yr avg),SWE
Sweden,2022,7.395,WHR 2026 (3-yr avg),SWE
Sweden,2023,7.344,WHR 2026 (3-yr avg),SWE
Sweden,2024,7.345,WHR 2026 (3-yr avg),SWE
Sweden,2025,7.255,WHR 2026 (3-yr avg),SWE
Switzerland,2006,7.473252773284912,WHR 2019 (annual),CHE
Switzerland,2009,7.5245208740234375,WHR 2019 (annual),CHE
Switzerland,2012,7.776208877563477,WHR 2019 (annual),CHE
Switzerland,2014,7.492803573608398,WHR 2019 (annual),CHE
Switzerland,2015,7.572136878967285,WHR 2019 (annual),CHE
Switzerland,2016,7.45851993560791,WHR 2019 (annual),CHE
Switzerland,2017,7.473593235015869,WHR 2019 (annual),CHE
Switzerland,2018,7.508586883544922,WHR 2019 (annual),CHE
Switzerland,2019,7.55989980697632,WHR 2026 (3-yr avg),CHE
Switzerland,2020,7.571,WHR 2026 (3-yr avg),CHE
Switzerland,2021,7.512,WHR 2026 (3-yr avg),CHE
Switzerland,2022,7.24,WHR 2026 (3-yr avg),CHE
Switzerland,2023,7.06,WHR 2026 (3-yr avg),CHE
Switzerland,2024,6.935,WHR 2026 (3-yr avg),CHE
Switzerland,2025,7.018,WHR 2026 (3-yr avg),CHE
United Kingdom,2005,6.983556747436523,WHR 2019 (annual),GBR
United Kingdom,2007,6.801930904388428,WHR 2019 (annual),GBR
United Kingdom,2008,6.98646354675293,WHR 2019 (annual),GBR
United Kingdom,2009,6.9065470695495605,WHR 2019 (annual),GBR
United Kingdom,2010,7.029364109039307,WHR 2019 (annual),GBR
United Kingdom,2011,6.869248867034912,WHR 2019 (annual),GBR
United Kingdom,2012,6.880784034729004,WHR 2019 (annual),GBR
United Kingdom,2013,6.918055057525635,WHR 2019 (annual),GBR
United Kingdom,2014,6.758147716522217,WHR 2019 (annual),GBR
United Kingdom,2015,6.515445232391357,WHR 2019 (annual),GBR
United Kingdom,2016,6.824283599853516,WHR 2019 (annual),GBR
United Kingdom,2017,7.103273391723633,WHR 2019 (annual),GBR
United Kingdom,2018,7.233445167541504,WHR 2019 (annual),GBR
United Kingdom,2019,7.16450023651123,WHR 2026 (3-yr avg),GBR
United Kingdom,2020,7.064,WHR 2026 (3-yr avg),GBR
United Kingdom,2021,6.943,WHR 2026 (3-yr avg),GBR
United Kingdom,2022,6.796,WHR 2026 (3-yr avg),GBR
United Kingdom,2023,6.749,WHR 2026 (3-yr avg),GBR
United Kingdom,2024,6.728,WHR 2026 (3-yr avg),GBR
United Kingdom,2025,6.694,WHR 2026 (3-yr avg),GBR
United States,2006,7.181793689727783,WHR 2019 (annual),USA
United States,2007,7.512687683105469,WHR 2019 (annual),USA
United States,2008,7.280385971069336,WHR 2019 (annual),USA
United States,2009,7.158032417297363,WHR 2019 (annual),USA
United States,2010,7.163616180419922,WHR 2019 (annual),USA
United States,2011,7.115138530731201,WHR 2019 (annual),USA
United States,2012,7.026226997375488,WHR 2019 (annual),USA
United States,2013,7.2492852210998535,WHR 2019 (annual),USA
United States,2014,7.151114463806152,WHR 2019 (annual),USA
United States,2015,6.863946914672852,WHR 2019 (annual),USA
United States,2016,6.803599834442139,WHR 2019 (annual),USA
United States,2017,6.991759300231934,WHR 2019 (annual),USA
United States,2018,6.882684707641602,WHR 2019 (annual),USA
United States,2019,6.93959999084473,WHR 2026 (3-yr avg),USA
United States,2020,6.951,WHR 2026 (3-yr avg),USA
United States,2021,6.977,WHR 2026 (3-yr avg),USA
United States,2022,6.894,WHR 2026 (3-yr avg),USA
United States,2023,6.725,WHR 2026 (3-yr avg),USA
United States,2024,6.724,WHR 2026 (3-yr avg),USA
United States,2025,6.816,WHR 2026 (3-yr avg),USA
