iso3,year,value,source,metric,rate_per1000,country
LTU,2005,-51096,Eurostat CNMIGRAT,net,,Lithuania
LTU,2006,-24645,Eurostat CNMIGRAT,net,,Lithuania
LTU,2007,-21774,Eurostat CNMIGRAT,net,,Lithuania
LTU,2008,-16453,Eurostat CNMIGRAT,net,,Lithuania
LTU,2009,-32013,Eurostat CNMIGRAT,net,-10.571923457332367,Lithuania
LTU,2010,-77944,Eurostat CNMIGRAT,net,-25.74010564327973,Lithuania
LTU,2011,-38178,Eurostat CNMIGRAT,net,-12.607843493394405,Lithuania
LTU,2012,-18010,Eurostat CNMIGRAT,net,-6.025146371580579,Lithuania
LTU,2013,-14125,Eurostat CNMIGRAT,net,-4.769945124525116,Lithuania
LTU,2014,-10330,Eurostat CNMIGRAT,net,-3.516891462873644,Lithuania
LTU,2015,-19360,Eurostat CNMIGRAT,net,-6.650386502188685,Lithuania
LTU,2016,-24904,Eurostat CNMIGRAT,net,-8.65526139730479,Lithuania
LTU,2017,-20646,Eurostat CNMIGRAT,net,-7.262969374584673,Lithuania
LTU,2018,-1218,Eurostat CNMIGRAT,net,-0.43203745743473326,Lithuania
LTU,2019,11085,Eurostat CNMIGRAT,net,3.9433116489730495,Lithuania
LTU,2020,20775,Eurostat CNMIGRAT,net,7.3922677057710215,Lithuania
LTU,2021,19653,Eurostat CNMIGRAT,net,6.997984603223211,Lithuania
LTU,2022,72097,Eurostat CNMIGRAT,net,25.461225813036194,Lithuania
LTU,2023,44994,Eurostat CNMIGRAT,net,15.668698645521552,Lithuania
LTU,2024,23140,Eurostat CNMIGRAT,net,8.011694165173852,Lithuania
LUX,2000,3431,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2001,3310,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2002,2649,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2003,5410,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2004,4396,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2005,6106,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2006,5353,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2007,6001,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2008,7700,Eurostat CNMIGRAT,net,,Luxembourg
LUX,2009,6583,Eurostat CNMIGRAT,net,12.699986688453874,Luxembourg
LUX,2010,7660,Eurostat CNMIGRAT,net,14.777745409928098,Luxembourg
LUX,2011,11004,Eurostat CNMIGRAT,net,21.229022257290968,Luxembourg
LUX,2012,10036,Eurostat CNMIGRAT,net,18.902110572449928,Luxembourg
LUX,2013,10348,Eurostat CNMIGRAT,net,19.044464075382805,Luxembourg
LUX,2014,11049,Eurostat CNMIGRAT,net,19.86090714140628,Luxembourg
LUX,2015,11159,Eurostat CNMIGRAT,net,19.590803435369132,Luxembourg
LUX,2016,9446,Eurostat CNMIGRAT,net,16.2298501410619,Luxembourg
LUX,2017,9427,Eurostat CNMIGRAT,net,15.808202087413806,Luxembourg
LUX,2018,9933,Eurostat CNMIGRAT,net,16.33851468048359,Luxembourg
LUX,2019,10267,Eurostat CNMIGRAT,net,16.55965071024079,Luxembourg
LUX,2020,6772,Eurostat CNMIGRAT,net,10.742062025414844,Luxembourg
LUX,2021,8466,Eurostat CNMIGRAT,net,13.226802319768025,Luxembourg
LUX,2022,13366,Eurostat CNMIGRAT,net,20.465378355328333,Luxembourg
LUX,2023,9352,Eurostat CNMIGRAT,net,14.032981708506519,Luxembourg
LUX,2024,7935,Eurostat CNMIGRAT,net,11.720619427720631,Luxembourg
LVA,2000,-16428,Eurostat CNMIGRAT,net,,Latvia
LVA,2001,-19163,Eurostat CNMIGRAT,net,,Latvia
LVA,2002,-9195,Eurostat CNMIGRAT,net,,Latvia
LVA,2003,-11584,Eurostat CNMIGRAT,net,,Latvia
LVA,2004,-15323,Eurostat CNMIGRAT,net,,Latvia
LVA,2005,-10952,Eurostat CNMIGRAT,net,,Latvia
LVA,2006,-8807,Eurostat CNMIGRAT,net,,Latvia
LVA,2007,-7946,Eurostat CNMIGRAT,net,,Latvia
LVA,2008,-22367,Eurostat CNMIGRAT,net,,Latvia
LVA,2009,-34477,Eurostat CNMIGRAT,net,-16.738772321721175,Latvia
LVA,2010,-35640,Eurostat CNMIGRAT,net,-17.303415191175063,Latvia
LVA,2011,-20077,Eurostat CNMIGRAT,net,-9.747493456599939,Latvia
LVA,2012,-11860,Eurostat CNMIGRAT,net,-5.8299607878607045,Latvia
LVA,2013,-14262,Eurostat CNMIGRAT,net,-7.086190474534282,Latvia
LVA,2014,-8652,Eurostat CNMIGRAT,net,-4.339491479008236,Latvia
LVA,2015,-10640,Eurostat CNMIGRAT,net,-5.380457510820333,Latvia
LVA,2016,-12229,Eurostat CNMIGRAT,net,-6.240759934617207,Latvia
LVA,2017,-7808,Eurostat CNMIGRAT,net,-4.020083943965961,Latvia
LVA,2018,-4905,Eurostat CNMIGRAT,net,-2.5451775501329927,Latvia
LVA,2019,-3360,Eurostat CNMIGRAT,net,-1.7556491669549206,Latvia
LVA,2020,-3150,Eurostat CNMIGRAT,net,-1.657503042702014,Latvia
LVA,2021,-286,Eurostat CNMIGRAT,net,-0.15176519907242808,Latvia
LVA,2022,22028,Eurostat CNMIGRAT,net,11.720867965710024,Latvia
LVA,2023,-3246,Eurostat CNMIGRAT,net,-1.7231951839720552,Latvia
LVA,2024,-4610,Eurostat CNMIGRAT,net,-2.470361026384099,Latvia
MEX,1997,4127,OECD B11,gross_inflows,,Mexico
MEX,1998,4369,OECD B11,gross_inflows,,Mexico
MEX,1999,5371,OECD B11,gross_inflows,,Mexico
MEX,2000,6414,OECD B11,gross_inflows,,Mexico
MEX,2001,8053,OECD B11,gross_inflows,,Mexico
MEX,2002,5828,OECD B11,gross_inflows,,Mexico
MEX,2003,6945,OECD B11,gross_inflows,,Mexico
MEX,2004,8513,OECD B11,gross_inflows,,Mexico
MEX,2005,9172,OECD B11,gross_inflows,,Mexico
MEX,2006,6874,OECD B11,gross_inflows,,Mexico
MEX,2007,7186,OECD B11,gross_inflows,,Mexico
MEX,2008,15913,OECD B11,gross_inflows,,Mexico
MEX,2009,23852,OECD B11,gross_inflows,0.20697045101995512,Mexico
MEX,2010,26180,OECD B11,gross_inflows,0.22717115578158747,Mexico
MEX,2011,21992,OECD B11,gross_inflows,0.19083071267947563,Mexico
MEX,2012,18153,OECD B11,gross_inflows,0.1553952959114045,Mexico
MEX,2013,62990,OECD B11,gross_inflows,0.5322638010937866,Mexico
MEX,2014,43481,OECD B11,gross_inflows,0.3629942668344383,Mexico
MEX,2015,34406,OECD B11,gross_inflows,0.2841772915434517,Mexico
MEX,2016,35906,OECD B11,gross_inflows,0.2937063656662576,Mexico
MEX,2017,32778,OECD B11,gross_inflows,0.26562386433905777,Mexico
MEX,2018,38675,OECD B11,gross_inflows,0.3104587612389584,Mexico
MEX,2019,40543,OECD B11,gross_inflows,0.3223762617206389,Mexico
MEX,2020,58430,OECD B11,gross_inflows,0.46080785429203597,Mexico
MEX,2021,68523,OECD B11,gross_inflows,0.5368115485702151,Mexico
MEX,2022,75636,OECD B11,gross_inflows,0.5880893159598954,Mexico
MEX,2023,69905,OECD B11,gross_inflows,0.5388093868742272,Mexico
NLD,2018,86371,CBS,net,5.012354030009011,Netherlands
NLD,2019,108035,CBS,net,6.22864138419224,Netherlands
NLD,2020,68359,CBS,net,3.9193303328268785,Netherlands
NLD,2021,107198,CBS,net,6.114055266159145,Netherlands
NLD,2022,223798,CBS,net,12.643253351706703,Netherlands
NLD,2023,137366,CBS,net,7.683901156993043,Netherlands
NLD,2024,107768,CBS,net,5.98927889733423,Netherlands
NLD,2025,94686,CBS,net,5.262237971132329,Netherlands
NOR,2000,9707,Eurostat CNMIGRAT,net,,Norway
NOR,2001,7915,Eurostat CNMIGRAT,net,,Norway
NOR,2002,17217,Eurostat CNMIGRAT,net,,Norway
NOR,2003,11225,Eurostat CNMIGRAT,net,,Norway
NOR,2004,13155,Eurostat CNMIGRAT,net,,Norway
NOR,2005,18332,Eurostat CNMIGRAT,net,,Norway
NOR,2006,23623,Eurostat CNMIGRAT,net,,Norway
NOR,2007,39532,Eurostat CNMIGRAT,net,,Norway
NOR,2008,43296,Eurostat CNMIGRAT,net,,Norway
NOR,2009,38589,Eurostat CNMIGRAT,net,7.790897314967955,Norway
NOR,2010,42163,Eurostat CNMIGRAT,net,8.512467373888773,Norway
NOR,2011,46738,Eurostat CNMIGRAT,net,9.43613357969816,Norway
NOR,2012,47142,Eurostat CNMIGRAT,net,9.393506879345981,Norway
NOR,2013,38948,Eurostat CNMIGRAT,net,7.667498158820054,Norway
NOR,2014,38139,Eurostat CNMIGRAT,net,7.424036913263796,Norway
NOR,2015,30044,Eurostat CNMIGRAT,net,5.7903788049470695,Norway
NOR,2016,26168,Eurostat CNMIGRAT,net,4.9991221734031335,Norway
NOR,2017,21443,Eurostat CNMIGRAT,net,4.0635076809258655,Norway
NOR,2018,18313,Eurostat CNMIGRAT,net,3.447531926333172,Norway
NOR,2019,25557,Eurostat CNMIGRAT,net,4.778888744283733,Norway
NOR,2020,11421,Eurostat CNMIGRAT,net,2.123069630400736,Norway
NOR,2021,19843,Eurostat CNMIGRAT,net,3.668976687769954,Norway
NOR,2022,58008,Eurostat CNMIGRAT,net,10.629769107444265,Norway
NOR,2023,53053,Eurostat CNMIGRAT,net,9.611745486675575,Norway
NOR,2024,34352,Eurostat CNMIGRAT,net,6.16480258795369,Norway
NZL,2018,49000,Stats NZ,net,9.99877566012325,New Zealand
NZL,2019,52100,Stats NZ,net,10.482264652033077,New Zealand
NZL,2020,84800,Stats NZ,net,16.717924453907422,New Zealand
NZL,2021,-6600,Stats NZ,net,-1.2980372104000315,New Zealand
NZL,2022,-17700,Stats NZ,net,-3.483086368734872,New Zealand
NZL,2023,108400,Stats NZ,net,20.846153846153847,New Zealand
NZL,2024,70400,Stats NZ,net,13.314420803782506,New Zealand
NZL,2025,13700,Stats NZ,net,2.591016548463357,New Zealand
POL,2000,-19669,Eurostat CNMIGRAT,net,,Poland
POL,2001,-16743,Eurostat CNMIGRAT,net,,Poland
POL,2002,-17945,Eurostat CNMIGRAT,net,,Poland
POL,2003,-13765,Eurostat CNMIGRAT,net,,Poland
POL,2004,-9382,Eurostat CNMIGRAT,net,,Poland
POL,2005,-12878,Eurostat CNMIGRAT,net,,Poland
POL,2006,-36134,Eurostat CNMIGRAT,net,,Poland
POL,2007,-20485,Eurostat CNMIGRAT,net,,Poland
POL,2008,-14865,Eurostat CNMIGRAT,net,,Poland
POL,2009,-1196,Eurostat CNMIGRAT,net,-0.03142138001597604,Poland
POL,2010,5027,Eurostat CNMIGRAT,net,0.13206962988320364,Poland
POL,2011,-11841,Eurostat CNMIGRAT,net,-0.31108742539228446,Poland
POL,2012,-2726,Eurostat CNMIGRAT,net,-0.0716177982471452,Poland
POL,2013,-26943,Eurostat CNMIGRAT,net,-0.7082771077204755,Poland
POL,2014,-10935,Eurostat CNMIGRAT,net,-0.28767431952264216,Poland
POL,2015,-12792,Eurostat CNMIGRAT,net,-0.3367519943710398,Poland
POL,2016,11507,Eurostat CNMIGRAT,net,0.3030543490722052,Poland
POL,2017,4593,Eurostat CNMIGRAT,net,0.1209485462816867,Poland
POL,2018,22147,Eurostat CNMIGRAT,net,0.583203312727536,Poland
POL,2019,20081,Eurostat CNMIGRAT,net,0.5289279272812997,Poland
POL,2020,-762735,Eurostat CNMIGRAT,net,-20.331062038267238,Poland
POL,2021,4410,Eurostat CNMIGRAT,net,0.11924862334765281,Poland
POL,2022,7291,Eurostat CNMIGRAT,net,0.1980079762099296,Poland
POL,2023,3819,Eurostat CNMIGRAT,net,0.10409581743332641,Poland
POL,2024,33247,Eurostat CNMIGRAT,net,0.9094009165892513,Poland
PRT,2018,23757,Eurostat/INE,net,2.310133333696363,Portugal
PRT,2019,67113,Eurostat/INE,net,6.524526934611724,Portugal
PRT,2020,57768,Eurostat/INE,net,5.610133590286412,Portugal
PRT,2021,72079,Eurostat/INE,net,6.956203010838528,Portugal
PRT,2022,136194,Eurostat/INE,net,13.052488649968202,Portugal
PRT,2023,155701,Eurostat/INE,net,14.719081005852239,Portugal
PRT,2024,143641,Eurostat/INE,net,13.431069145493915,Portugal
SVK,2000,-22301,Eurostat CNMIGRAT,net,,Slovakia
SVK,2001,1012,Eurostat CNMIGRAT,net,,Slovakia
SVK,2002,-3387,Eurostat CNMIGRAT,net,,Slovakia
SVK,2003,-2481,Eurostat CNMIGRAT,net,,Slovakia
SVK,2004,-1085,Eurostat CNMIGRAT,net,,Slovakia
SVK,2005,-712,Eurostat CNMIGRAT,net,,Slovakia
SVK,2006,-351,Eurostat CNMIGRAT,net,,Slovakia
SVK,2007,2316,Eurostat CNMIGRAT,net,,Slovakia
SVK,2008,2141,Eurostat CNMIGRAT,net,,Slovakia
SVK,2009,-295,Eurostat CNMIGRAT,net,-0.054645982946007546,Slovakia
SVK,2010,-4929,Eurostat CNMIGRAT,net,-0.9130510167487159,Slovakia
SVK,2011,2966,Eurostat CNMIGRAT,net,0.5494236793825708,Slovakia
SVK,2012,3416,Eurostat CNMIGRAT,net,0.6317059815492294,Slovakia
SVK,2013,2379,Eurostat CNMIGRAT,net,0.4394655994863111,Slovakia
SVK,2014,1713,Eurostat CNMIGRAT,net,0.316130459824949,Slovakia
SVK,2015,3127,Eurostat CNMIGRAT,net,0.5765329517067459,Slovakia
SVK,2016,3885,Eurostat CNMIGRAT,net,0.7153644823467933,Slovakia
SVK,2017,3722,Eurostat CNMIGRAT,net,0.6842877818044901,Slovakia
SVK,2018,3955,Eurostat CNMIGRAT,net,0.7261182818223861,Slovakia
SVK,2019,3632,Eurostat CNMIGRAT,net,0.6659153117801923,Slovakia
SVK,2020,4347,Eurostat CNMIGRAT,net,0.7963249247503172,Slovakia
SVK,2021,-8173,Eurostat CNMIGRAT,net,-1.5003909314191186,Slovakia
SVK,2022,995,Eurostat CNMIGRAT,net,0.1831821482276805,Slovakia
SVK,2023,1401,Eurostat CNMIGRAT,net,0.25816604443920294,Slovakia
SVK,2024,2399,Eurostat CNMIGRAT,net,0.4424510274583374,Slovakia
SVN,2000,2747,Eurostat CNMIGRAT,net,,Slovenia
SVN,2001,4963,Eurostat CNMIGRAT,net,,Slovenia
SVN,2002,2207,Eurostat CNMIGRAT,net,,Slovenia
SVN,2003,3530,Eurostat CNMIGRAT,net,,Slovenia
SVN,2004,1719,Eurostat CNMIGRAT,net,,Slovenia
SVN,2005,6436,Eurostat CNMIGRAT,net,,Slovenia
SVN,2006,6267,Eurostat CNMIGRAT,net,,Slovenia
SVN,2007,14250,Eurostat CNMIGRAT,net,,Slovenia
SVN,2008,18584,Eurostat CNMIGRAT,net,,Slovenia
SVN,2009,11508,Eurostat CNMIGRAT,net,5.605884132395902,Slovenia
SVN,2010,-521,Eurostat CNMIGRAT,net,-0.25379437200019683,Slovenia
SVN,2011,2059,Eurostat CNMIGRAT,net,1.0029992551792806,Slovenia
SVN,2012,644,Eurostat CNMIGRAT,net,0.3130530989583207,Slovenia
SVN,2013,487,Eurostat CNMIGRAT,net,0.23641316088279685,Slovenia
SVN,2014,-490,Eurostat CNMIGRAT,net,-0.2376356705690647,Slovenia
SVN,2015,507,Eurostat CNMIGRAT,net,0.24569536391747931,Slovenia
SVN,2016,1051,Eurostat CNMIGRAT,net,0.5089484862777609,Slovenia
SVN,2017,1253,Eurostat CNMIGRAT,net,0.6063720850101724,Slovenia
SVN,2018,14928,Eurostat CNMIGRAT,net,7.198053516717827,Slovenia
SVN,2019,16213,Eurostat CNMIGRAT,net,7.763415270651723,Slovenia
SVN,2020,18365,Eurostat CNMIGRAT,net,8.735176004402549,Slovenia
SVN,2021,2480,Eurostat CNMIGRAT,net,1.1764265001453929,Slovenia
SVN,2022,14657,Eurostat CNMIGRAT,net,6.939617703150834,Slovenia
SVN,2023,11528,Eurostat CNMIGRAT,net,5.436553655077835,Slovenia
SVN,2024,11532,Eurostat CNMIGRAT,net,5.420701325561718,Slovenia
SWE,2018,85621,SCB,net,8.414663318137583,Sweden
SWE,2019,68087,SCB,net,6.623966194005246,Sweden
SWE,2020,33581,SCB,net,3.243462415687459,Sweden
SWE,2021,51947,SCB,net,4.987321678551963,Sweden
SWE,2022,58955,SCB,net,5.621753760224264,Sweden
SWE,2023,21080,SCB,net,2.000639293466831,Sweden
SWE,2024,29748,SCB,net,2.814457805792004,Sweden
TUR,1995,80408,OECD B11,gross_inflows,,Turkey
TUR,1996,101511,OECD B11,gross_inflows,,Turkey
TUR,1997,128480,OECD B11,gross_inflows,,Turkey
TUR,1998,142984,OECD B11,gross_inflows,,Turkey
TUR,2010,29905,OECD B11,gross_inflows,0.40290404016758596,Turkey
TUR,2016,273869,OECD B11,gross_inflows,3.454541376833072,Turkey
TUR,2017,364561,OECD B11,gross_inflows,4.539269742874284,Turkey
TUR,2018,466890,OECD B11,gross_inflows,5.735241809803467,Turkey
TUR,2019,578488,OECD B11,gross_inflows,7.005230357580531,Turkey
TUR,2020,242496,OECD B11,gross_inflows,2.908160108067813,Turkey
TUR,2021,615095,OECD B11,gross_inflows,7.30973980656163,Turkey
TUR,2022,399643,OECD B11,gross_inflows,4.702793706084401,Turkey
TUR,2023,214779,OECD B11,gross_inflows,2.5171587570090765,Turkey
USA,2001,1373000,CBO,net_total,,United States
USA,2002,1308000,CBO,net_total,,United States
USA,2003,1155000,CBO,net_total,,United States
USA,2004,1329000,CBO,net_total,,United States
USA,2005,1884000,CBO,net_total,,United States
USA,2006,1688000,CBO,net_total,,United States
USA,2007,889000,CBO,net_total,,United States
USA,2008,174000,CBO,net_total,,United States
USA,2011,774000,Census Bureau,net_total,2.4820463629521217,United States
USA,2012,839000,Census Bureau,net_total,2.6690920813512924,United States
USA,2013,830000,Census Bureau,net_total,2.620559287845901,United States
USA,2014,927000,Census Bureau,net_total,2.9036117421933563,United States
USA,2015,1042000,Census Bureau,net_total,3.2378839029133126,United States
USA,2016,1047000,Census Bureau,net_total,3.227961210450307,United States
USA,2017,930000,Census Bureau,net_total,2.8474448449091554,United States
USA,2018,719871,Census Bureau,net_total,2.1911908406347234,United States
USA,2019,568639,Census Bureau,net_total,1.721968013158446,United States
USA,2020,350000,CBO,net_total,1.0555594628010592,United States
USA,2021,1171000,CBO,net_total,3.526048919758328,United States
USA,2022,2800000,CBO,net_total,8.382798807011568,United States
USA,2023,3300000,CBO,net_total,9.797918495159907,United States
USA,2024,2700000,CBO,net_total,7.9385850362470505,United States
USA,2025,400000,CBO,net_total,1.1760866720366,United States
