fips_5,pop_under18_2024
21069,3830.0
21113,13068.0
21171,2654.0
21183,5474.0
21201,514.0
21051,4087.0
21059,25269.0
21067,68036.0
21073,10899.0
21099,4772.0
21143,1287.0
21161,3895.0
21207,4222.0
21235,9806.0
22015,32235.0
22023,1013.0
22031,6455.0
22081,1645.0
22087,11378.0
22093,4164.0
22103,64112.0
22027,2541.0
22037,3337.0
22045,16849.0
22011,9245.0
22069,8069.0
22121,6840.0
22041,4768.0
22117,10658.0
22125,2364.0
22019,50929.0
22065,2251.0
22071,70770.0
22105,34037.0
22115,11711.0
22005,34357.0
22013,2776.0
22077,4243.0
22109,25247.0
22001,14531.0
22107,806.0
22029,4079.0
22039,7676.0
22049,3054.0
22051,95136.0
22053,7865.0
22057,21464.0
22063,38552.0
22101,11553.0
22007,3958.0
22017,52025.0
22083,4572.0
22099,12211.0
22111,4388.0
22055,61034.0
22075,5273.0
22089,11785.0
22119,7913.0
22043,4562.0
22061,9492.0
22073,38171.0
22095,9356.0
22113,14432.0
22021,2088.0
22025,1778.0
22079,31183.0
22003,5190.0
22047,6162.0
22059,3100.0
22123,2048.0
22067,5398.0
22085,4890.0
22097,21286.0
22127,2647.0
22009,9183.0
22033,102078.0
22035,1344.0
22091,2137.0
23011,23417.0
23029,5796.0
23017,10328.0
23021,2848.0
23005,55302.0
23009,8881.0
23015,5804.0
23025,9274.0
23001,23270.0
23013,6639.0
23023,6544.0
23003,12401.0
23027,6932.0
23007,5156.0
23019,26869.0
23031,37621.0
24003,133079.0
24011,8302.0
24021,69133.0
24013,39019.0
24015,23312.0
24023,4887.0
24037,27602.0
24045,23934.0
24027,78547.0
24041,6986.0
24029,2915.0
24039,4508.0
24510,118191.0
24009,21542.0
24031,243481.0
24005,183904.0
24025,58265.0
24043,33714.0
24017,40860.0
24035,11079.0
24047,9147.0
24019,6806.0
24033,210097.0
24001,11927.0
25013,95242.0
25005,117999.0
25009,170025.0
25017,319866.0
25001,31563.0
25027,177887.0
25007,3641.0
25025,125162.0
25015,22343.0
25023,109654.0
25019,2902.0
25011,11422.0
25021,148271.0
25003,19742.0
26057,7938.0
26087,17264.0
26095,978.0
26099,179635.0
26129,3654.0
26139,68100.0
26145,39319.0
26001,1359.0
26075,32677.0
26083,337.0
26093,38681.0
26165,7667.0
26007,5329.0
26019,3078.0
26067,13433.0
26115,31806.0
26143,3371.0
26149,14623.0
26037,16556.0
26071,1991.0
26097,1659.0
26103,11582.0
26135,1669.0
26021,31702.0
26041,6766.0
26053,2310.0
26061,7419.0
26125,256732.0
26127,5546.0
26131,710.0
26157,10333.0
26159,17139.0
26005,27449.0
26017,19612.0
26023,10695.0
26033,6395.0
26123,11015.0
26035,6057.0
26009,4043.0
26051,4900.0
26059,9716.0
26063,5731.0
26101,4153.0
26031,3890.0
26045,22073.0
26121,38759.0
26015,13546.0
26049,87683.0
26065,55920.0
26079,3659.0
26085,1893.0
26109,3798.0
26027,10104.0
26077,55104.0
26091,19637.0
26105,5439.0
26117,14003.0
26029,4433.0
26047,5911.0
26151,8238.0
26055,18273.0
26073,11538.0
26107,7857.0
26141,2018.0
26153,1407.0
26155,13830.0
26039,2397.0
26137,5318.0
26147,31624.0
26161,66708.0
26013,1420.0
26043,5041.0
26069,4310.0
26089,3438.0
26133,5110.0
26163,412900.0
26003,1233.0
26011,2764.0
26025,30000.0
26081,154861.0
26111,17259.0
26113,3307.0
26119,1511.0
27001,2461.0
27017,7695.0
27031,802.0
27033,2887.0
27041,8421.0
27075,1972.0
27127,3722.0
27171,41067.0
27173,2154.0
27073,1437.0
27157,4644.0
27013,13655.0
27077,705.0
27081,1244.0
27119,7315.0
27125,917.0
27137,36295.0
27159,3840.0
27169,8426.0
27003,87567.0
27025,12910.0
27051,1421.0
27063,2029.0
27093,5450.0
27105,6473.0
27135,3590.0
27005,7963.0
27043,3004.0
27047,6431.0
27133,2146.0
27143,3394.0
27009,10254.0
27029,2109.0
27061,8971.0
27091,4473.0
27109,38766.0
27161,4086.0
27059,9926.0
27067,10894.0
27087,1645.0
27097,7771.0
27151,2195.0
27049,10252.0
27053,270325.0
27101,1700.0
27011,1124.0
27037,106294.0
27089,1990.0
27107,1439.0
27117,2445.0
27149,2225.0
27165,3052.0
27103,7172.0
27121,2521.0
27007,11215.0
27027,16030.0
27139,38933.0
27023,3078.0
27035,13566.0
27039,5161.0
27055,3699.0
27071,2023.0
27111,13128.0
27129,3364.0
27079,6627.0
27083,6618.0
27085,7837.0
27155,688.0
27163,66818.0
27019,27305.0
27069,879.0
27113,3021.0
27115,5623.0
27123,122633.0
27141,25953.0
27153,6484.0
27045,5155.0
27099,10297.0
27145,38751.0
27147,8845.0
27167,1408.0
27015,5630.0
27021,6062.0
27057,4340.0
27065,3464.0
27095,6267.0
27131,14489.0
28043,5026.0
28061,3618.0
28071,10642.0
28161,2665.0
28015,1545.0
28063,1497.0
28077,2783.0
28087,13526.0
28089,27159.0
28097,2092.0
28099,7853.0
28101,5167.0
28113,9736.0
28141,3957.0
28145,6918.0
28029,6112.0
28031,4400.0
28047,49230.0
28131,4083.0
28137,6156.0
28159,3739.0
28011,6977.0
28025,4060.0
28035,17641.0
28055,78.0
28059,32984.0
28149,9749.0
28153,4913.0
28155,2430.0
28039,6819.0
28053,1742.0
28125,758.0
28143,2481.0
28157,1496.0
28007,4299.0
28027,5302.0
28051,3707.0
28067,16236.0
28093,7061.0
28147,3083.0
28003,7547.0
28017,4190.0
28045,8727.0
28065,2220.0
28111,2491.0
28117,5613.0
28023,3261.0
28091,5416.0
28109,13556.0
28129,3206.0
28135,2236.0
28019,1747.0
28021,1858.0
28049,48779.0
28107,7945.0
28121,35122.0
28139,4973.0
28163,5424.0
28033,47655.0
28057,5097.0
28115,8173.0
28103,2449.0
28127,5865.0
28001,5549.0
28081,20249.0
28085,7909.0
28151,10512.0
28013,2774.0
28041,2520.0
28069,1490.0
28133,4968.0
28005,2479.0
28073,15830.0
28079,5070.0
28105,9116.0
28123,7780.0
28009,1569.0
28037,1729.0
28075,16164.0
28083,6958.0
28095,7389.0
28119,1297.0
29021,18490.0
29027,9265.0
29037,25943.0
29049,4945.0
29187,13818.0
29033,1843.0
29063,2134.0
29095,166563.0
29189,214394.0
29227,377.0
29083,5025.0
29143,3575.0
29163,4031.0
29165,25452.0
29175,5341.0
29177,5281.0
29035,1274.0
29087,883.0
29109,9994.0
29125,1782.0
29137,1942.0
29019,37983.0
29065,3301.0
29093,1975.0
29139,2494.0
29205,1436.0
29043,23589.0
29101,12549.0
29103,862.0
29113,16268.0
29119,6075.0
29129,890.0
29135,3884.0
29209,5438.0
29229,5055.0
29023,9669.0
29047,60353.0
29071,23469.0
29075,1658.0
29157,4159.0
29181,2627.0
29013,3743.0
29059,4206.0
29073,2976.0
29121,3479.0
29167,7540.0
29217,4706.0
29221,5326.0
29225,11577.0
29017,2317.0
29039,3742.0
29041,1716.0
29105,9013.0
29117,3167.0
29149,2002.0
29153,1747.0
29173,2134.0
29179,1123.0
29185,2099.0
29197,1097.0
29207,6274.0
29213,11706.0
29510,49887.0
29001,4724.0
29055,4919.0
29057,1535.0
29077,62893.0
29097,30687.0
29107,7581.0
29159,10822.0
29161,9542.0
29203,1715.0
29009,8137.0
29067,2883.0
29145,14615.0
29195,5066.0
29199,1396.0
29025,2103.0
29031,17692.0
29053,3725.0
29079,2491.0
29091,9659.0
29115,2781.0
29123,2865.0
29127,6510.0
29131,5991.0
29186,3905.0
29003,4042.0
29005,1035.0
29007,5456.0
29011,2690.0
29045,1546.0
29051,16738.0
29069,7039.0
29099,50665.0
29133,2676.0
29141,5100.0
29147,3498.0
29211,1237.0
29029,7452.0
29111,2062.0
29151,3036.0
29155,3779.0
29169,11689.0
29171,1075.0
29201,9106.0
29061,2121.0
29085,1570.0
29215,5517.0
29223,2170.0
29015,3537.0
29081,1925.0
29089,2158.0
29183,92606.0
29219,8667.0
30045,394.0
30047,6980.0
30107,511.0
30019,330.0
30029,24373.0
30043,2618.0
30079,242.0
30001,1709.0
30007,1665.0
30037,164.0
30051,426.0
30089,2337.0
30055,347.0
30069,84.0
30017,2351.0
30057,1517.0
30061,942.0
30071,992.0
30031,23089.0
30085,3281.0
30111,38339.0
30005,1928.0
30021,1809.0
30023,1125.0
30011,301.0
30013,18385.0
30025,746.0
30041,4382.0
30087,2321.0
30063,21500.0
30097,658.0
30035,3939.0
30067,3019.0
30077,1038.0
30099,1582.0
30027,2456.0
30109,210.0
30015,1165.0
30049,15526.0
30053,3931.0
30081,8694.0
30101,1115.0
30033,285.0
30059,360.0
30065,1077.0
30073,1421.0
30083,2723.0
30105,1626.0
30003,3959.0
30039,539.0
30075,291.0
30093,7057.0
30095,1952.0
30103,187.0
30009,1955.0
30091,702.0
31003,1550.0
31007,156.0
31031,1343.0
31103,150.0
31105,653.0
31161,1039.0
31169,1128.0
31009,102.0
31021,1506.0
31033,2184.0
31081,2298.0
31185,3372.0
31005,90.0
31049,391.0
31069,317.0
31079,16901.0
31107,2013.0
31121,1787.0
31157,8472.0
31179,2062.0
31037,3289.0
31043,6301.0
31061,590.0
31123,1033.0
31141,9358.0
31183,198.0
31013,2694.0
31047,6905.0
31077,516.0
31131,4066.0
31159,4023.0
31101,1668.0
31181,764.0
31075,139.0
31113,160.0
31117,56.0
31151,3863.0
31027,2072.0
31029,929.0
31053,9477.0
31055,150119.0
31059,1109.0
31065,949.0
31067,4911.0
31099,1610.0
31039,2264.0
31051,1401.0
31071,339.0
31085,230.0
31147,1654.0
31149,270.0
31087,568.0
31129,831.0
31083,669.0
31093,1556.0
31111,7358.0
31125,771.0
31167,1369.0
31173,2291.0
31001,7365.0
31041,2542.0
31097,951.0
31127,1594.0
31015,319.0
31017,609.0
31023,2017.0
31025,6100.0
31035,1502.0
31045,1494.0
31095,1672.0
31115,119.0
31155,5704.0
31163,645.0
31175,932.0
31057,296.0
31089,2641.0
31091,157.0
31133,607.0
31143,1169.0
31165,200.0
31109,72919.0
31135,658.0
31137,2221.0
31139,1881.0
31153,52214.0
31171,132.0
31177,4973.0
31011,1304.0
31019,11447.0
31063,513.0
31073,357.0
31119,8856.0
31145,2318.0
32023,9110.0
32007,13917.0
32027,1055.0
32017,882.0
32021,866.0
32510,11202.0
32003,515228.0
32011,403.0
32033,1704.0
32013,4443.0
32015,1464.0
32019,12911.0
32031,101790.0
32029,479.0
