sma_code,sma_name,central_cities,state,county_fips,county_name,is_central_county,partial_county,new_england_towns
8880,"Waterbury, CT SMA",Waterbury,CT,09005,Litchfield County,0,1,Thomaston town|Watertown town
8880,"Waterbury, CT SMA",Waterbury,CT,09009,New Haven County,1,1,Beacon Falls town|Cheshire town|Middlebury town|Naugatuck borough|Prospect town|Waterbury city|Wolcott town
8920,"Waterloo, IA SMA",Waterloo,IA,19013,Black Hawk County,1,0,
9000,"Wheeling-Steubenville, WV-OH SMA",Wheeling|Steubenville,OH,39013,"Belmont County, OH",0,0,
9000,"Wheeling-Steubenville, WV-OH SMA",Wheeling|Steubenville,OH,39081,"Jefferson County, OH",1,0,
9000,"Wheeling-Steubenville, WV-OH SMA",Wheeling|Steubenville,WV,54009,"Brooke County, WV",0,0,
9000,"Wheeling-Steubenville, WV-OH SMA",Wheeling|Steubenville,WV,54029,"Hancock County, WV",0,0,
9000,"Wheeling-Steubenville, WV-OH SMA",Wheeling|Steubenville,WV,54051,"Marshall County, WV",0,0,
9000,"Wheeling-Steubenville, WV-OH SMA",Wheeling|Steubenville,WV,54069,"Ohio County, WV",1,0,
9040,"Wichita, KS SMA",Wichita,KS,20173,Sedgwick County,1,0,
9080,"Wichita Falls, TX SMA",Wichita Falls,TX,48485,Wichita County,1,0,
9120,"Wilkes-Barre--Hazleton, PA SMA",Wilkes-Barre|Hazleton,PA,42079,Luzerne County,1,0,
9160,"Wilmington, DE-NJ SMA",Wilmington,DE,10003,"New Castle County, DE",1,0,
9160,"Wilmington, DE-NJ SMA",Wilmington,NJ,34033,"Salem County, NJ",0,0,
9220,"Winston-Salem, NC",,NC,37067,Forsyth County,1,0,
9240,"Worcester, MA SMA",Worcester,MA,25027,Worcester County,1,1,Auburn town|East Brookfield town|Grafton town|Holden town|Leicester town|Millbury town|Northborough town|North Brookfield town|Shrewsbury town|Spencer town|Westborough town|West Boylston town|Worcester city
9280,"York, PA SMA",York,PA,42133,York County,1,0,
9320,"Youngstown, OH-PA SMA",Youngstown,OH,39099,"Mahoning County, OH",1,0,
9320,"Youngstown, OH-PA SMA",Youngstown,OH,39155,"Trumbull County, OH",0,0,
9320,"Youngstown, OH-PA SMA",Youngstown,PA,42085,"Mercer County, PA",0,0,
