fips_5,age_0_4,age_5_17,pop_under18
24037,7612,20176,27788
24039,1271,3109,4380
24041,1864,5431,7295
24043,8949,24710,33659
24045,6283,15854,22137
24047,2308,7024,9332
24510,41408,90175,131583
25001,8757,27546,36303
25003,5940,18915,24855
25005,30442,89958,120400
25007,873,2315,3188
25009,43698,127268,170966
25011,3357,10472,13829
25013,27713,80932,108645
25015,6068,20029,26097
25017,86938,234440,321378
25019,676,1471,2147
25021,37593,114040,151633
25023,27914,89811,117725
25025,41098,87231,128329
25027,46308,138232,184540
26001,331,1212,1543
26003,333,1225,1558
26005,7186,21497,28683
26007,1463,4531,5994
26009,1103,3602,4705
26011,688,2357,3045
26013,409,1345,1754
26015,3372,10697,14069
26017,6077,17393,23470
26019,841,2682,3523
26021,9646,26633,36279
26023,2903,7761,10664
26025,8490,23791,32281
26027,2775,9149,11924
26029,1303,4327,5630
26031,1102,3940,5042
26033,1948,5802,7750
26035,1780,4652,6432
26037,4326,14051,18377
26039,653,2113,2766
26041,1922,5689,7611
26043,1264,4138,5402
26045,6025,18681,24706
26047,1691,5585,7276
26049,26666,76836,103502
26051,1277,3917,5194
26053,745,1934,2679
26055,4893,14227,19120
26057,2239,6647,8886
26059,2763,8133,10896
26061,2116,5498,7614
26063,1619,5055,6674
26065,16068,42194,58262
26067,4011,11435,15446
26069,1044,3369,4413
26071,502,1499,2001
26073,3527,8984,12511
26075,9233,27289,36522
26077,15591,41350,56941
26079,976,2880,3856
26081,43952,113490,157442
26083,103,299,402
26085,470,1538,2008
26087,4436,16331,20767
26089,863,3099,3962
26091,5588,16963,22551
26093,9655,35610,45265
26095,302,834,1136
26097,454,1560,2014
26099,47676,143913,191589
26101,1053,3586,4639
26103,3455,9021,12476
26105,1600,4512,6112
26107,2182,6387,8569
26109,1087,3800,4887
26111,4582,14751,19333
26113,898,2659,3557
26115,8597,27265,35862
26117,3753,11270,15023
26119,357,1225,1582
26121,10996,30641,41637
26123,2920,8853,11773
26125,68366,211460,279826
26127,1718,4818,6536
26129,1015,3257,4272
26131,220,782,1002
26133,1405,4344,5749
26135,436,1271,1707
26137,1396,4015,5411
26139,17742,50803,68545
26141,511,1738,2249
26143,956,2886,3842
26145,11514,34052,45566
26147,8870,28431,37301
26149,4180,11424,15604
26151,2444,7507,9951
26153,393,1277,1670
26155,3750,12640,16390
26157,2994,9620,12614
26159,4841,14159,19000
26161,18924,52598,71522
26163,117227,330347,447574
26165,2175,5663,7838
27001,729,2110,2839
27003,21897,62785,84682
27005,2151,5896,8047
27007,3451,7910,11361
27009,2812,6795,9607
27011,296,798,1094
27013,3830,8727,12557
27015,1489,4076,5565
27017,2139,6087,8226
27019,6560,20775,27335
27021,1669,4380,6049
27023,807,2059,2866
27025,3118,10336,13454
27027,4105,9723,13828
27029,600,1548,2148
27031,209,670,879
27033,727,2070,2797
27035,3992,10263,14255
27037,27523,76602,104125
27039,1432,4325,5757
27041,2077,5719,7796
27043,826,2351,3177
27045,1393,3599,4992
27047,1866,4924,6790
27049,2885,7883,10768
27051,376,912,1288
27053,77277,186236,263513
27055,1047,3187,4234
27057,1267,3194,4461
27059,2644,7198,9842
27061,2459,7275,9734
27063,586,1692,2278
27065,935,2840,3775
27067,2859,7186,10045
27069,232,757,989
27071,633,2111,2744
27073,395,1131,1526
27075,584,1458,2042
27077,186,610,796
27079,1785,5162,6947
27081,353,942,1295
27083,1932,4351,6283
27085,2319,6705,9024
27087,534,1125,1659
27089,571,1617,2188
27091,1180,3318,4498
27093,1567,4268,5835
27095,1743,4709,6452
27097,2217,5856,8073
27099,2851,7033,9884
27101,506,1393,1899
27103,2124,5276,7400
27105,1751,3857,5608
27107,383,1256,1639
27109,10776,25947,36723
27111,3294,8967,12261
27113,955,2361,3316
27115,1698,4746,6444
27117,645,1709,2354
27119,2002,5397,7399
27121,648,1641,2289
27123,36092,83783,119875
27125,302,697,999
27127,1042,2937,3979
27129,912,2608,3520
27131,3903,10932,14835
27133,628,1843,2471
27135,987,3052,4039
27137,10713,28346,39059
27139,10457,28995,39452
27141,6544,18909,25453
27143,999,2843,3842
27145,9715,25157,34872
27147,2633,6940,9573
27149,573,1459,2032
27151,579,1538,2117
27153,1682,4436,6118
27155,162,584,746
27157,1312,3679,4991
27159,898,2398,3296
27161,1206,3348,4554
27163,15414,47977,63391
27165,760,2004,2764
27167,380,1195,1575
27169,2513,7214,9727
27171,10477,26985,37462
27173,612,1791,2403
28001,1964,5073,7037
28003,2430,6603,9033
28005,867,2026,2893
28007,1457,3604,5061
28009,525,1547,2072
28011,2544,6043,8587
28013,1016,2664,3680
28015,565,1600,2165
28017,1272,3235,4507
28019,517,1474,1991
28021,607,1659,2266
28023,1031,3046,4077
28025,1389,3803,5192
28027,2192,5268,7460
28029,2111,5070,7181
28031,1396,3623,5019
28033,11233,34273,45506
28035,5549,12514,18063
28037,523,1487,2010
28039,1700,4374,6074
28041,781,2226,3007
28043,1397,3866,5263
28045,2678,7897,10575
28047,14078,32772,46850
28049,17622,46362,63984
28051,1606,3775,5381
28053,793,1819,2612
28055,67,196,263
28057,1389,3916,5305
28059,9249,25841,35090
28061,1110,2894,4004
28063,461,1284,1745
28065,774,1976,2750
28067,4974,12304,17278
28069,603,1687,2290
28071,2593,6398,8991
28073,4208,10770,14978
28075,5551,14363,19914
28077,922,2245,3167
28079,1747,5118,6865
28081,6094,16154,22248
28083,2608,6028,8636
28085,2453,6463,8916
28087,4074,10724,14798
28089,6862,18870,25732
28091,1907,4843,6750
28093,2359,6029,8388
28095,2279,6397,8676
28097,711,1853,2564
28099,2379,6079,8458
28101,1506,3993,5499
28103,800,2183,2983
28105,2684,6021,8705
28107,2569,6608,9177
28109,3727,9728,13455
28111,815,2175,2990
28113,2995,7813,10808
28115,2126,5803,7929
28117,1691,4184,5875
28119,562,1517,2079
28121,9771,26099,35870
28123,2313,5305,7618
28125,341,872,1213
28127,1964,5079,7043
28129,1139,3039,4178
28131,1151,3098,4249
28133,2067,4924,6991
28135,1001,2356,3357
28137,1865,5445,7310
28139,1483,4057,5540
28141,1147,3286,4433
28143,932,2188,3120
28145,1894,5095,6989
28147,1070,2916,3986
28149,3264,9053,12317
28151,3825,10103,13928
28153,1488,3840,5328
28155,670,1854,2524
28157,644,1538,2182
28159,1310,3336,4646
28161,819,2139,2958
28163,2037,4985,7022
29001,1356,3528,4884
29003,943,3082,4025
29005,298,843,1141
29007,1684,4592,6276
29009,2246,6114,8360
29011,792,2369,3161
29013,1076,3147,4223
29015,826,2547,3373
29017,758,2109,2867
29019,10259,24518,34777
29021,6149,14800,20949
29023,2736,7295,10031
29025,536,1774,2310
29027,2591,7214,9805
29029,2142,6144,8286
29031,4639,12139,16778
29033,549,1655,2204
29035,427,1103,1530
29037,6641,19559,26200
29039,760,2451,3211
29041,459,1266,1725
29043,5560,15643,21203
29045,442,1198,1640
29047,15909,41707,57616
29049,1239,3806,5045
29051,4996,12940,17936
29053,1014,2915,3929
29055,1625,4409,6034
29057,380,1342,1722
29059,1052,2995,4047
29061,595,1586,2181
29063,588,1645,2233
29065,931,2681,3612
29067,777,2232,3009
29069,2261,5905,8166
29071,6466,18276,24742
29073,816,2424,3240
29075,469,1214,1683
29077,17279,41441,58720
29079,713,1766,2479
29081,599,1589,2188
29083,1342,3607,4949
29085,445,1245,1690
29087,272,697,969
29089,627,1613,2240
29091,2808,7267,10075
29093,609,1744,2353
29095,47389,117104,164493
29097,8619,20860,29479
29099,14677,39766,54443
29101,3597,8438,12035
29103,249,782,1031
29105,2407,6458,8865
29107,2022,5983,8005
29109,2590,7454,10044
29111,640,1755,2395
29113,3891,10723,14614
29115,780,2269,3049
29117,883,2391,3274
29119,1581,4669,6250
29121,971,2731,3702
29123,796,2111,2907
29125,527,1618,2145
29127,1947,4943,6890
29129,236,721,957
29131,1580,4510,6090
29133,894,2258,3152
29135,1056,2863,3919
29137,504,1500,2004
29139,775,2124,2899
29141,1231,3230,4461
29143,1206,3224,4430
29145,3836,10937,14773
29147,1155,3067,4222
29149,656,1838,2494
29151,851,2535,3386
29153,468,1426,1894
29155,1402,3594,4996
29157,1242,3491,4733
29159,3054,7663,10717
29161,2734,6999,9733
29163,1127,2972,4099
29165,5769,16445,22214
29167,1955,5644,7599
29169,4027,8660,12687
29171,269,868,1137
29173,655,1720,2375
29175,1526,4288,5814
29177,1394,4296,5690
29179,348,1121,1469
29181,891,2446,3337
29183,24086,68445,92531
29185,517,1380,1897
29186,1061,3116,4177
29187,3919,10443,14362
29189,58485,172293,230778
29195,1486,3796,5282
29197,270,848,1118
29199,393,992,1385
29201,2719,6915,9634
29203,509,1424,1933
29205,405,1141,1546
29207,1735,4950,6685
29209,1388,4440,5828
29211,391,1186,1577
29213,3221,8324,11545
29215,1596,4095,5691
29217,1365,3831,5196
29219,2238,5759,7997
29221,1602,4350,5952
29223,715,2072,2787
29225,2584,7362,9946
29227,104,335,439
29229,1223,3509,4732
29510,21279,45011,66290
30001,444,1311,1755
30003,1363,2952,4315
30005,581,1390,1971
30007,329,928,1257
30009,437,1538,1975
30011,43,144,187
30013,5671,13019,18690
30015,367,1154,1521
30017,722,1919,2641
30019,111,257,368
30021,584,1352,1936
30023,408,1278,1686
30025,239,472,711
30027,608,1657,2265
30029,5608,15317,20925
30031,5725,13365,19090
30033,78,226,304
30035,1268,3020,4288
30037,26,147,173
30039,124,402,526
30041,1297,3134,4431
30043,544,1954,2498
30045,93,296,389
30047,2058,5173,7231
30049,3958,10507,14465
30051,141,385,526
30053,906,2882,3788
30055,91,259,350
30057,335,967,1302
30059,99,260,359
30061,214,540,754
30063,6290,15517,21807
30065,241,762,1003
30067,780,2222,3002
30069,19,87,106
30071,245,697,942
30073,419,1106,1525
30075,53,260,313
30077,317,881,1198
30079,56,138,194
30081,2053,6612,8665
30083,673,1696,2369
30085,1013,2257,3270
30087,753,1947,2700
30089,543,1708,2251
30091,149,527,676
30093,2005,5145,7150
30095,505,1556,2061
30097,177,646,823
30099,325,1072,1397
30101,275,787,1062
30103,38,91,129
30105,401,1313,1714
30107,143,363,506
30109,43,157,200
30111,10079,25284,35363
31001,2017,5352,7369
31003,420,1151,1571
31005,39,93,132
31007,30,107,137
31009,32,79,111
31011,318,926,1244
31013,791,2065,2856
31015,100,336,436
31017,153,522,675
31019,3351,7772,11123
31021,368,1145,1513
31023,482,1510,1992
31025,1585,4761,6346
31027,562,1642,2204
31029,285,683,968
31031,318,942,1260
31033,652,1731,2383
31035,403,1212,1615
31037,961,2128,3089
31039,535,1720,2255
31041,626,1917,2543
31043,1790,4425,6215
31045,482,1263,1745
31047,1834,5026,6860
31049,88,322,410
31051,428,1123,1551
31053,2444,6269,8713
31055,40306,95976,136282
31057,100,347,447
31059,301,1008,1309
31061,158,510,668
31063,141,421,562
31065,253,876,1129
31067,1315,3661,4976
31069,94,286,380
31071,73,337,410
31073,93,335,428
31075,48,77,125
31077,163,430,593
31079,4711,11449,16160
31081,502,1748,2250
31083,198,538,736
31085,55,160,215
31087,150,451,601
31089,685,1780,2465
31091,41,113,154
31093,389,1139,1528
31095,401,1229,1630
31097,281,731,1012
31099,420,1182,1602
31101,427,1297,1724
31103,43,129,172
31105,238,622,860
31107,525,1543,2068
31109,20264,46778,67042
31111,2432,6448,8880
31113,53,147,200
31115,43,88,131
31117,37,119,156
31119,2648,6091,8739
31121,467,1425,1892
31123,299,916,1215
31125,227,656,883
31127,451,1077,1528
31129,225,693,918
31131,987,2758,3745
31133,142,449,591
31135,197,522,719
31137,608,1632,2240
31139,428,1381,1809
31141,2417,6201,8618
31143,309,953,1262
31145,689,1859,2548
31147,429,1368,1797
31149,78,216,294
31151,1001,2510,3511
31153,13442,33022,46464
31155,1371,3960,5331
31157,2684,6409,9093
31159,1028,2905,3933
31161,294,922,1216
31163,169,517,686
31165,69,230,299
31167,451,1236,1687
31169,282,795,1077
31171,50,123,173
31173,733,1707,2440
31175,249,693,942
31177,1149,3829,4978
31179,544,1316,1860
31181,235,616,851
31183,50,143,193
31185,909,2190,3099
32001,1617,4422,6039
32003,136399,347752,484151
32005,2189,6929,9118
32007,3984,10338,14322
32009,36,105,141
32011,134,343,477
32013,1294,3235,4529
32015,464,1105,1569
32017,265,1054,1319
32019,3195,9198,12393
32021,222,596,818
32023,2087,6459,8546
32027,303,957,1260
32029,131,467,598
32031,27512,71125,98637
32033,646,1515,2161
32510,3123,8503,11626
33001,3028,9258,12286
33003,1859,6726,8585
33005,3697,11119,14816
33007,1410,4544,5954
33009,3973,12041,16014
33011,23431,69057,92488
33013,7472,23817,31289
33015,14388,51154,65542
33017,6681,18573,25254
33019,2279,6723,9002
34001,16468,46489,62957
34003,50099,153693,203792
34005,25347,77207,102554
34007,32967,89819,122786
34009,4581,13222,17803
34011,10858,26644,37502
34013,53693,139540,193233
34015,17095,52305,69400
34017,44944,88607,133551
34019,5665,23476,29141
34021,21529,60593,82122
34023,49942,134880,184822
34025,33681,113109,146790
34027,26732,89068,115800
34029,39091,96784,135875
34031,34638,89546,124184
34033,3833,11346,15179
34035,18938,61050,79988
34037,7464,26867,34331
34039,35792,95064,130856
34041,5727,19036,24763
35001,44787,114282,159069
35003,123,432,555
35005,5102,13169,18271
35006,1950,4879,6829
35007,738,2040,2778
35009,4430,9660,14090
35011,113,313,426
35013,16065,40291,56356
35015,3805,10167,13972
35017,1771,4574,6345
35019,252,740,992
35021,29,77,106
35023,328,877,1205
35025,5846,13360,19206
35027,987,2813,3800
35028,1002,3352,4354
35029,1857,4705,6562
35031,6251,15978,22229
35033,233,745,978
35035,4859,11401,16260
35037,538,1428,1966
35039,2752,7042,9794
35041,1614,3845,5459
35043,8752,26338,35090
35045,10447,26468,36915
35047,1584,4630,6214
35049,7972,22130,30102
35051,550,1356,1906
35053,1158,3080,4238
35055,1786,4836,6622
35057,887,2969,3856
35059,236,614,850
35061,5189,14697,19886
36001,15161,44518,59679
36003,2640,7766,10406
36005,105732,261504,367236
36007,10244,29517,39761
36009,4930,13569,18499
36011,4199,12755,16954
36013,7338,21451,28789
36015,5283,14448,19731
36017,2708,8482,11190
36019,4046,11470,15516
36021,2925,9401,12326
36023,2607,7564,10171
36025,2414,6720,9134
36027,14921,49277,64198
36029,49312,146465,195777
36031,1751,5549,7300
36033,2812,7759,10571
36035,3007,9014,12021
36037,3331,9685,13016
36039,2237,6941,9178
36041,167,623,790
36043,3498,10585,14083
36045,10092,20070,30162
36047,185126,415787,600913
36049,1696,4845,6541
36051,3107,9709,12816
36053,3682,11904,15586
36055,43249,122784,166033
36057,3044,8477,11521
36059,73994,234100,308094
36061,80340,156224,236564
36063,11480,34083,45563
36065,13371,37352,50723
36067,27240,78345,105585
36069,5674,18262,23936
36071,25884,74389,100273
36073,2267,6958,9225
36075,6991,20545,27536
36077,2682,8437,11119
36079,4982,18038,23020
36081,137966,327673,465639
36083,8750,24624,33374
36085,28447,79873,108320
36087,23831,64150,87981
36089,6434,17105,23539
36091,12015,37126,49141
36093,9100,25782,34882
36095,1588,4821,6409
36097,920,2866,3786
36099,1938,5435,7373
36101,5802,17102,22904
36103,84694,267135,351829
36105,4450,12573,17023
36107,2836,8848,11684
36109,4294,11897,16191
36111,8821,26948,35769
36113,3210,10043,13253
36115,3246,9772,13018
36117,5378,16240,21618
36119,56918,169476,226394
36121,2078,6326,8404
36123,1586,4464,6050
37001,9427,26144,35571
37003,2029,6191,8220
37005,526,1631,2157
37007,1452,4248,5700
37009,1396,3753,5149
37011,778,2249,3027
37013,2693,7652,10345
37015,1063,3116,4179
37017,1950,5893,7843
37019,5650,14615,20265
37021,13288,35403,48691
37023,4824,14864,19688
37025,12646,36363,49009
37027,4452,13735,18187
37029,538,1978,2516
37031,3192,9485,12677
37033,1099,3550,4649
37035,9304,26860,36164
37037,3701,10071,13772
37039,1323,3798,5121
37041,830,2406,3236
37043,478,1516,1994
37045,5723,16656,22379
37047,3351,9878,13229
37049,7832,16639,24471
37051,27354,59015,86369
37053,1297,4251,5548
37055,1873,4960,6833
37057,9554,28682,38236
37059,2186,7333,9519
37061,4205,10649,14854
37063,20340,41086,61426
37065,3653,9774,13427
37067,23843,61650,85493
37069,3818,10887,14705
37071,13134,35807,48941
37073,637,2128,2765
37075,496,1414,1910
37077,3209,9702,12911
37079,1404,3509,4913
37081,30770,83810,114580
37083,3128,9143,12271
37085,9522,23375,32897
37087,2804,8398,11202
37089,5853,16048,21901
37091,1340,3763,5103
37093,4801,9902,14703
37095,278,786,1064
37097,9626,30534,40160
37099,2012,5021,7033
37101,12581,34873,47454
37103,558,1500,2058
37105,4258,10774,15032
37107,3649,10461,14110
37109,4427,13668,18095
37111,2526,7153,9679
37113,1727,4754,6481
37115,935,3136,4071
37117,1346,3874,5220
37119,69247,168440,237687
37121,736,2193,2929
37123,1738,4903,6641
37125,5003,14132,19135
37127,5664,16784,22448
37129,11563,29225,40788
37131,1136,3307,4443
37133,17945,28030,45975
37135,6643,21287,27930
37137,595,1771,2366
37139,2623,6378,9001
37141,3110,8851,11961
37143,702,2029,2731
37145,2335,6749,9084
37147,11159,26915,38074
37149,821,2903,3724
37151,8751,25585,34336
37153,3042,8261,11303
37155,10239,25660,35899
37157,5052,15272,20324
37159,8513,23673,32186
37161,3813,11045,14858
37163,4258,11749,16007
37165,2433,6402,8835
37167,3528,10007,13535
37169,2414,7764,10178
37171,4271,12595,16866
37173,857,2395,3252
37175,1437,4262,5699
37177,246,541,787
37179,13917,47092,61009
37181,3020,8245,11265
37183,65521,173748,239269
37185,1169,3012,4181
37187,775,2097,2872
37189,1907,5163,7070
37191,8581,21909,30490
37193,3779,11418,15197
37195,5360,14404,19764
37197,2174,6591,8765
37199,815,2665,3480
38001,120,306,426
38003,578,1712,2290
38005,649,1599,2248
38007,37,99,136
38009,379,892,1271
38011,202,490,692
38013,132,308,440
38015,5561,13232,18793
38017,10515,22799,33314
38019,188,596,784
38021,329,884,1213
38023,106,267,373
38025,236,584,820
38027,117,367,484
38029,159,582,741
38031,176,531,707
38033,101,333,434
38035,4394,8986,13380
38037,123,305,428
38039,128,310,438
38041,140,372,512
38043,134,387,521
38045,212,663,875
38047,96,325,421
38049,329,876,1205
38051,139,369,508
38053,537,1335,1872
38055,466,1335,1801
38057,497,1312,1809
38059,1864,4687,6551
38061,594,1316,1910
38063,137,411,548
38065,105,309,414
38067,405,1165,1570
38069,234,681,915
38071,751,1794,2545
38073,297,966,1263
38075,144,395,539
38077,924,2640,3564
38079,1476,3243,4719
38081,208,619,827
38083,43,168,211
38085,469,1088,1557
38087,43,105,148
38089,1617,3843,5460
38091,101,319,420
38093,1152,3118,4270
38095,119,330,449
38097,504,1290,1794
38099,669,1773,2442
38101,5090,10058,15148
38103,215,575,790
38105,1819,3934,5753
39001,1856,5231,7087
39003,6698,18494,25192
39005,3231,9320,12551
39007,6112,17446,23558
39009,2702,7439,10141
39011,3047,8398,11445
39013,3577,10134,13711
39015,2715,8134,10849
39017,24367,67693,92060
39019,1585,4947,6532
39021,2407,7316,9723
39023,8520,23676,32196
39025,13129,36957,50086
39027,2628,7599,10227
39029,5897,17239,23136
39031,2248,6537,8785
39033,2469,7430,9899
39035,73998,208892,282890
39037,3389,9604,12993
39039,2465,7037,9502
39041,12403,38660,51063
39043,4130,12656,16786
39045,8989,28830,37819
39047,1914,5126,7040
39049,84703,196254,280957
39051,2666,8060,10726
39053,1943,5359,7302
39055,4931,18717,23648
39057,9015,26083,35098
39059,2374,6994,9368
39061,53374,134062,187436
39063,4617,12750,17367
39065,2001,5479,7480
39067,928,2521,3449
39069,1781,5162,6943
39071,2821,8020,10841
39073,1711,5186,6897
39075,4000,10514,14514
39077,3883,11452,15335
39079,2169,5943,8112
39081,3420,10267,13687
39083,3729,10800,14529
39085,12265,37953,50218
39087,3725,10673,14398
39089,10356,30365,40721
39091,2935,8448,11383
39093,17767,53319,71086
39095,28905,74936,103841
39097,2393,7123,9516
39099,12391,37887,50278
39101,3842,10544,14386
39103,9909,33073,42982
39105,1338,3978,5316
39107,2796,7799,10595
39109,6190,18270,24460
39111,833,2266,3099
39113,33248,88465,121713
39115,838,2628,3466
39117,2081,6721,8802
39119,5325,15215,20540
39121,762,2068,2830
39123,1953,6450,8403
39125,1267,3526,4793
39127,2342,6918,9260
39129,3160,9822,12982
39131,1797,5204,7001
39133,7946,25032,32978
39135,2487,7600,10087
39137,2500,6513,9013
39139,7164,20060,27224
39141,4358,12923,17281
39143,3736,10786,14522
39145,4666,13094,17760
39147,3387,9763,13150
39149,3372,9885,13257
39151,21247,63073,84320
39153,31159,89949,121108
39155,11278,34321,45599
39157,5602,16038,21640
39159,3422,10812,14234
39161,1810,5189,6999
39163,770,2454,3224
39165,13909,44224,58133
39167,3147,9543,12690
39169,7578,21132,28710
39171,2210,6613,8823
39173,6843,20271,27114
39175,1387,4057,5444
40001,1669,4617,6286
40003,285,735,1020
40005,893,2443,3336
40007,372,1084,1456
40009,1746,3682,5428
40011,739,1706,2445
40013,2897,7102,9999
40015,2097,5331,7428
40017,8650,23378,32028
40019,3355,8966,12321
40021,3128,8268,11396
40023,1077,2653,3730
40025,202,442,644
40027,16600,43445,60045
40029,374,1119,1493
40031,9742,21703,31445
40033,386,1098,1484
40035,858,2486,3344
40037,4447,12938,17385
40039,2012,4491,6503
40041,2213,6962,9175
40043,303,908,1211
40045,243,725,968
40047,4553,10597,15150
40049,1854,4889,6743
40051,3444,9694,13138
40053,275,773,1048
40055,318,867,1185
40057,241,526,767
40059,274,663,937
40061,847,2366,3213
40063,743,2245,2988
40065,2049,4838,6887
40067,408,1108,1516
40069,765,1922,2687
40071,3294,8197,11491
40073,1114,2878,3992
40075,567,1614,2181
40077,698,1945,2643
40079,3391,9002,12393
40081,2161,6486,8647
40083,2711,7782,10493
40085,628,1671,2299
40087,2462,6954,9416
40089,2390,6240,8630
40091,1067,3140,4207
40093,516,1313,1829
40095,1058,2786,3844
40097,2813,7613,10426
40099,894,2383,3277
40101,4908,12507,17415
40103,775,2081,2856
40105,627,1924,2551
40107,861,2067,2928
40109,56711,128692,185403
40111,2535,7184,9719
40113,2842,8575,11417
40115,2256,5646,7902
40117,1053,3111,4164
40119,4510,10372,14882
40121,2786,7242,10028
40123,2675,6228,8903
40125,4861,12509,17370
40127,695,1842,2537
40129,285,712,997
40131,5313,17180,22493
40133,1687,4838,6525
40135,2815,8018,10833
40137,2925,7891,10816
40139,1786,4225,6011
40141,527,1445,1972
40143,45093,109986,155079
40145,4996,14377,19373
40147,3301,8635,11936
40149,807,2180,2987
40151,539,1144,1683
40153,1438,3447,4885
41001,860,2382,3242
41003,3792,11305,15097
41005,21201,67039,88240
41007,2064,5421,7485
41009,2735,8784,11519
41011,3190,8681,11871
41013,1024,3289,4313
41015,899,2635,3534
41017,9359,26791,36150
41019,5513,15969,21482
41021,101,263,364
41023,354,1055,1409
41025,414,1209,1623
41027,1470,4269,5739
41029,12016,32256,44272
41031,1536,3852,5388
41033,4214,12451,16665
41035,4031,10597,14628
41037,345,1107,1452
41039,18217,51164,69381
41041,2288,5652,7940
41043,7646,20613,28259
41045,2294,5570,7864
41047,23284,59990,83274
41049,826,2346,3172
41051,46813,105406,152219
41053,4712,13542,18254
41055,79,261,340
41057,1373,3627,5000
41059,5713,14665,20378
41061,1595,4189,5784
41063,366,954,1320
41065,1563,4205,5768
41067,38070,98450,136520
41069,62,183,245
41071,6332,18163,24495
42001,5471,16650,22121
42003,64274,175246,239520
42005,3549,10321,13870
42007,8919,25455,34374
42009,2556,8017,10573
42011,24833,72058,96891
42013,7173,19427,26600
42015,3803,10362,14165
42017,32924,107682,140606
42019,9688,30781,40469
42021,7167,20691,27858
42023,234,711,945
42025,3424,9922,13346
42027,6613,17857,24470
42029,30508,92320,122828
42031,2055,5588,7643
42033,4011,12047,16058
42035,2208,5995,8203
42037,3153,9182,12335
42039,4921,14580,19501
42041,12812,35930,48742
42043,16872,44700,61572
42045,33814,94902,128716
42047,1554,4993,6547
42049,16823,46324,63147
42051,6766,20448,27214
42053,172,719,891
42055,9839,25833,35672
42057,815,2487,3302
42059,1934,5660,7594
42061,2361,6656,9017
42063,4435,12160,16595
42065,2578,7073,9651
42067,1512,4316,5828
42069,11426,32071,43497
42071,35422,93395,128817
42073,4699,14132,18831
42075,8514,22355,30869
42077,21406,61018,82424
42079,16295,47934,64229
42081,6522,17667,24189
42083,2311,6683,8994
42085,5852,18790,24642
42087,2872,7821,10693
42089,8184,30891,39075
42091,46997,135404,182401
42093,1080,2760,3840
42095,15571,48472,64043
42097,5134,14133,19267
42099,2764,7713,10477
42101,104759,239990,344749
42103,2404,10110,12514
42105,975,2840,3815
42107,7468,21917,29385
42109,2250,6529,8779
42111,3654,11105,14759
42113,248,728,976
42115,2116,6753,8869
42117,2319,6305,8624
42119,2051,6225,8276
42121,2975,8593,11568
42123,2078,6363,8441
42125,10467,31727,42194
42127,2167,7582,9749
42129,17372,53773,71145
42131,1507,4516,6023
42133,26082,74702,100784
44001,2116,7947,10063
44003,8055,25364,33419
44005,3856,12107,15963
44007,37152,99265,136417
44009,5305,19368,24673
45001,1434,4136,5570
45003,9920,26573,36493
45005,590,1614,2204
45007,11839,32759,44598
45009,896,2555,3451
45011,1501,4220,5721
45013,10667,23342,34009
45015,13327,32516,45843
45017,849,2375,3224
45019,22970,50590,73560
45021,3691,9878,13569
45023,2098,5577,7675
45025,2880,8338,11218
45027,1943,5530,7473
45029,2457,6700,9157
45031,4212,12006,16218
45033,2322,6046,8368
45035,9819,27587,37406
45037,1237,4325,5562
45039,1304,3871,5175
45041,9214,24443,33657
45043,3171,9465,12636
45045,31153,78835,109988
45047,4730,11715,16445
45049,1278,3570,4848
45051,15395,39535,54930
45053,1767,4229,5996
45055,4025,11083,15108
45057,4993,12715,17708
45059,4277,10940,15217
45061,1024,3094,4118
45063,17349,47052,64401
45065,387,1024,1411
45067,2224,5657,7881
45069,1595,4428,6023
45071,2373,6066,8439
45073,4109,11315,15424
45075,6117,14855,20972
45077,6329,17724,24053
45079,24163,63167,87330
45081,1310,3166,4476
45083,18909,50144,69053
45085,7795,19213,27008
45087,1662,4761,6423
45089,2012,5791,7803
45091,15459,42672,58131
46003,179,533,712
46005,1376,2958,4334
46007,342,834,1176
46009,346,1049,1395
46011,1918,4201,6119
46013,2587,6017,8604
46015,381,974,1355
46017,230,545,775
46019,724,1841,2565
46021,57,192,249
46023,764,1954,2718
46025,265,579,844
46027,757,1689,2446
46029,2009,4728,6737
46031,379,1016,1395
46033,391,1202,1593
46035,1324,3204,4528
46037,358,906,1264
46039,276,748,1024
46041,539,1299,1838
46043,166,506,672
46045,219,739,958
46047,276,959,1235
46049,145,403,548
46051,429,1223,1652
46053,261,698,959
46055,125,306,431
46057,551,1277,1828
46059,204,520,724
46061,302,791,1093
46063,75,213,288
46065,1198,2912,4110
46067,422,1274,1696
46069,78,220,298
46071,316,724,1040
46073,140,313,453
46075,66,158,224
46077,329,832,1161
46079,645,1767,2412
46081,1346,3327,4673
46083,4371,9379,13750
46085,295,801,1096
46087,417,1018,1435
46089,129,409,538
46091,287,726,1013
46093,1881,4387,6268
46095,199,454,653
46097,138,407,545
46099,13208,29910,43118
46101,474,1213,1687
46102,1655,3734,5389
46103,7432,17575,25007
46105,162,483,645
46107,141,353,494
46109,856,2082,2938
46111,131,357,488
46115,392,1201,1593
46117,178,510,688
46119,86,213,299
46121,1265,2705,3970
46123,325,969,1294
46125,523,1471,1994
46127,974,2819,3793
46129,342,895,1237
46135,1300,3600,4900
46137,271,806,1077
47001,4118,12082,16200
47003,3311,8692,12003
47005,865,2463,3328
47007,622,2057,2679
47009,6635,20363,26998
47011,5832,16941,22773
47013,2230,6567,8797
47015,765,2235,3000
47017,1676,4525,6201
47019,2991,8372,11363
