fips_5,age_0_4,age_5_17,pop_under18
47021,2359,7216,9575
47023,936,2965,3901
47025,1582,5020,6602
47027,436,1142,1578
47029,1926,5539,7465
47031,3368,9380,12748
47033,933,2603,3536
47035,2791,7872,10663
47037,45127,93155,138282
47039,641,1842,2483
47041,1130,3152,4282
47043,3183,9102,12285
47045,2455,6955,9410
47047,2347,6279,8626
47049,973,3150,4123
47051,2046,6745,8791
47053,3169,9166,12335
47055,1658,4691,6349
47057,1282,3702,4984
47059,3526,10918,14444
47061,774,2334,3108
47063,3992,10806,14798
47065,20583,52502,73085
47067,360,1059,1419
47069,1409,4125,5534
47071,1388,4060,5448
47073,3004,9374,12378
47075,1162,3424,4586
47077,1802,4956,6758
47079,1812,5160,6972
47081,1345,4018,5363
47083,493,1459,1952
47085,1024,3193,4217
47087,563,1739,2302
47089,2840,8347,11187
47091,859,2454,3313
47093,25913,68745,94658
47095,351,945,1296
47097,1721,4838,6559
47099,2884,7667,10551
47101,684,2146,2830
47103,2087,5613,7700
47105,2612,7313,9925
47107,2940,8640,11580
47109,1508,4489,5997
47111,1560,4052,5612
47113,6526,16584,23110
47115,1470,4556,6026
47117,1928,5553,7481
47119,5805,13782,19587
47121,553,1892,2445
47123,2634,7541,10175
47125,15299,33704,49003
47127,283,1099,1382
47129,1070,3445,4515
47131,1767,5361,7128
47133,1297,3849,5146
47135,474,1290,1764
47137,230,755,985
47139,848,2811,3659
47141,4306,11279,15585
47143,1925,5508,7433
47145,2618,8469,11087
47147,4436,12585,17021
47149,19225,50252,69477
47151,1385,4124,5509
47153,831,2420,3251
47155,5321,14712,20033
47157,67323,175637,242960
47159,1136,3477,4613
47161,663,2282,2945
47163,8064,23874,31938
47165,10371,30386,40757
47167,3924,12534,16458
47169,469,1383,1852
47171,877,2788,3665
47173,1216,3319,4535
47175,250,867,1117
47177,2547,7117,9664
47179,6666,18188,24854
47181,744,2470,3214
47183,1868,5043,6911
47185,1543,4315,5858
47187,12089,42439,54528
47189,7212,21629,28841
48001,3105,8330,11435
48003,1298,3259,4557
48005,6341,16850,23191
48007,1140,3270,4410
48009,398,1671,2069
48011,100,314,414
48013,3374,9616,12990
48015,1831,5254,7085
48017,682,1575,2257
48019,901,2965,3866
48021,4892,14590,19482
48023,208,564,772
48025,1877,5133,7010
48027,29060,60866,89926
48029,131247,340207,471454
48031,540,1738,2278
48033,25,101,126
48035,981,3103,4084
48037,5905,16484,22389
48039,24687,63156,87843
48041,12749,27813,40562
48043,572,1354,1926
48045,116,268,384
48047,632,1372,2004
48049,2281,6721,9002
48051,1057,2991,4048
48053,2425,7377,9802
48055,2508,7364,9872
48057,1503,4069,5572
48059,746,2387,3133
48061,36592,98228,134820
48063,889,2427,3316
48065,375,1238,1613
48067,1753,5213,6966
48069,705,1834,2539
48071,2483,7545,10028
48073,3637,9609,13246
48075,421,1046,1467
48077,561,1874,2435
48079,247,650,897
48081,163,491,654
48083,513,1394,1907
48085,58355,171667,230022
48087,263,604,867
48089,1290,3606,4896
48091,6375,19907,26282
48093,903,2373,3276
48095,173,423,596
48097,2547,7095,9642
48099,6400,14699,21099
48101,74,276,350
48103,344,909,1253
48105,278,681,959
48107,473,1228,1701
48109,178,475,653
48111,612,1456,2068
48113,193553,466633,660186
48115,1014,2345,3359
48117,1849,4410,6259
48119,300,867,1167
48121,49429,136583,186012
48123,1241,3251,4492
48125,129,337,466
48127,784,2175,2959
48129,218,521,739
48131,844,2190,3034
48133,1072,3097,4169
48135,12340,28122,40462
48137,114,296,410
48139,10727,32582,43309
48141,66406,176424,242830
48143,2376,6053,8429
48145,1066,2771,3837
48147,1925,5545,7470
48149,1371,4005,5376
48151,205,649,854
48153,494,1334,1828
48155,65,218,283
48157,43737,132598,176335
48159,692,1908,2600
48161,1216,3343,4559
48163,1218,3028,4246
48165,1794,4448,6242
48167,20028,54258,74286
48169,374,926,1300
48171,1287,3720,5007
48173,81,267,348
48175,380,1237,1617
48177,1479,3884,5363
48179,1628,3974,5602
48181,7699,21223,28922
48183,9243,22017,31260
48185,1569,4427,5996
48187,9182,27752,36934
48189,3007,7467,10474
48191,208,639,847
48193,468,1334,1802
48195,449,1235,1684
48197,262,737,999
48199,3665,10430,14095
48201,338529,821351,1159880
48203,4622,12480,17102
48205,311,986,1297
48207,298,944,1242
48209,10765,29210,39975
48211,347,829,1176
48213,4603,13168,17771
48215,76702,196811,273513
48217,2249,6248,8497
48219,1703,4462,6165
48221,2891,7981,10872
48223,2418,6559,8977
48225,1252,3408,4660
48227,2177,5486,7663
48229,232,740,972
48231,5599,15779,21378
48233,1579,4215,5794
48235,79,294,373
48237,512,1482,1994
48239,1006,2544,3550
48241,2475,6559,9034
48243,67,310,377
48245,17300,42880,60180
48247,443,1071,1514
48249,3381,8413,11794
48251,10450,30463,40913
48253,879,2757,3636
48255,788,2167,2955
48257,7627,22321,29948
48259,1757,6521,8278
48261,27,85,112
48263,37,154,191
48265,2556,7267,9823
48267,213,680,893
48269,14,42,56
48271,166,546,712
48273,2425,5621,8046
48275,280,643,923
48277,3231,8769,12000
48279,1157,3000,4157
48281,1190,3662,4852
48283,435,1043,1478
48285,1176,3239,4415
48287,1030,3129,4159
48289,1035,2739,3774
48291,5300,13942,19242
48293,1524,4000,5524
48295,249,666,915
48297,566,1732,2298
48299,786,2201,2987
48301,9,10,19
48303,20497,48554,69051
48305,452,1137,1589
48307,543,1461,2004
48309,16845,43295,60140
48311,30,94,124
48313,796,2186,2982
48315,504,1457,1961
48317,414,1060,1474
48319,196,650,846
48321,2636,6883,9519
48323,4780,13532,18312
48325,2813,8888,11701
48327,110,304,414
48329,11460,26925,38385
48331,1651,4770,6421
48333,272,863,1135
48335,489,1327,1816
48337,1284,3278,4562
48339,33785,95197,128982
48341,2050,4965,7015
48343,808,2115,2923
48345,52,203,255
48347,4617,10794,15411
48349,3493,9375,12868
48351,838,2453,3291
48353,1063,2831,3894
48355,23721,64260,87981
48357,952,2377,3329
48359,89,598,687
48361,5349,15032,20381
48363,1840,5037,6877
48365,1539,4356,5895
48367,7119,22482,29601
48369,876,2270,3146
48371,1198,2662,3860
48373,2604,7044,9648
48375,10345,23697,34042
48377,573,1601,2174
48379,568,1778,2346
48381,8314,22356,30670
48383,270,745,1015
48385,165,488,653
48387,687,1974,2661
48389,908,2178,3086
48391,455,1262,1717
48393,69,171,240
48395,1154,3052,4206
48397,5603,18040,23643
48399,675,1975,2650
48401,3482,8979,12461
48403,512,1564,2076
48405,491,1343,1834
48407,1576,4750,6326
48409,4692,13258,17950
48411,347,892,1239
48413,276,724,1000
48415,1275,2960,4235
48417,193,609,802
48419,1882,4925,6807
48421,217,663,880
48423,14988,39415,54403
48425,449,1662,2111
48427,5856,15047,20903
48429,586,1657,2243
48431,84,202,286
48433,75,244,319
48435,318,723,1041
48437,571,1432,2003
48439,142371,370739,513110
48441,9832,22541,32373
48443,74,127,201
48445,1009,2276,3285
48447,89,268,357
48449,2827,6971,9798
48451,7824,18356,26180
48453,77034,174502,251536
48455,817,2266,3083
48457,1120,3191,4311
48459,2559,7261,9820
48461,242,642,884
48463,2033,5523,7556
48465,4046,10407,14453
48467,3059,9432,12491
48469,6428,16623,23051
48471,3149,7998,11147
48473,3145,7619,10764
48475,800,2091,2891
48477,2048,5383,7431
48479,25260,63986,89246
48481,2950,7955,10905
48483,375,1004,1379
48485,8844,21112,29956
48487,920,2406,3326
48489,1582,4233,5815
48491,33468,91576,125044
48493,2567,8749,11316
48495,623,1497,2120
48497,4045,11471,15516
48499,2161,6299,8460
48501,731,1782,2513
48503,1202,3189,4391
48505,1530,3300,4830
48507,1005,2673,3678
49001,607,1580,2187
49003,4818,12049,16867
49005,11531,24783,36314
49007,1704,4036,5740
49009,83,206,289
49011,30764,75524,106288
49013,1998,4307,6305
49015,980,2483,3463
49017,345,1009,1354
49019,638,1499,2137
49021,4233,9663,13896
49023,1031,2776,3807
49025,457,1252,1709
49027,1095,2967,4062
49029,905,2507,3412
49031,95,332,427
49033,192,537,729
49035,90209,212975,303184
49037,1293,3628,4921
49039,2083,6151,8234
49041,1773,4828,6601
49043,2486,7742,10228
49045,5757,15401,21158
49047,3413,7626,11039
49049,58729,127990,186719
49051,2259,5945,8204
49053,12107,30082,42189
49055,184,609,793
49057,20568,49152,69720
50001,1672,5593,7265
50003,1836,5532,7368
50005,1639,5012,6651
50007,7833,23249,31082
50009,290,880,1170
50011,2928,8714,11642
50013,315,1039,1354
50015,1478,3985,5463
50017,1488,4494,5982
50019,1381,4277,5658
50021,2808,8769,11577
50023,3078,9017,12095
50025,2082,6519,8601
50027,2746,8334,11080
51001,2046,4985,7031
51003,5697,15759,21456
51005,762,2625,3387
51007,731,2056,2787
51009,1705,5016,6721
51011,830,2499,3329
51013,12587,22052,34639
51015,3651,11763,15414
51017,154,621,775
51019,3810,12699,16509
51021,257,930,1187
51023,1487,5714,7201
51025,779,2414,3193
51027,1088,3286,4374
51029,939,2336,3275
51031,2982,8783,11765
51033,1977,4821,6798
51035,1480,4602,6082
51036,267,976,1243
51037,669,2124,2793
51041,19718,62144,81862
51043,730,2431,3161
51045,239,840,1079
51047,3278,8809,12087
51049,605,1616,2221
51051,860,2386,3246
51053,1532,4666,6198
51057,630,1754,2384
51059,74908,192113,267021
51061,3827,12583,16410
51063,855,2501,3356
51065,1511,4356,5867
51067,2996,8489,11485
51069,4925,14731,19656
51071,918,2721,3639
51073,1876,6049,7925
51075,975,3312,4287
51077,701,2192,2893
51079,1305,3353,4658
51081,498,1460,1958
51083,1892,5935,7827
51085,5164,19164,24328
51087,20287,54029,74316
51089,2937,7994,10931
51091,69,246,315
51093,1818,6004,7822
51095,3455,10951,14406
51097,345,1069,1414
51099,1807,4829,6636
51101,1012,2865,3877
51103,437,1354,1791
51105,1310,3814,5124
51107,27708,71454,99162
51109,1988,5284,7272
51111,667,1817,2484
51113,675,2141,2816
51115,335,1249,1584
51117,1505,4719,6224
51119,431,1258,1689
51121,4340,10654,14994
51125,752,2171,2923
51127,985,3142,4127
51131,731,1720,2451
51133,519,1502,2021
51135,902,2337,3239
51137,2027,5689,7716
51139,1268,3810,5078
51141,832,2655,3487
51143,3172,9985,13157
51145,1278,4758,6036
51147,1000,2929,3929
51149,2109,6173,8282
51153,33887,85792,119679
51155,1689,4963,6652
51157,353,1114,1467
51159,382,1146,1528
51161,4495,15334,19829
51163,1025,3214,4239
51165,4515,13460,17975
51167,1472,4275,5747
51169,1122,3267,4389
51171,2421,6841,9262
51173,1673,4869,6542
51175,959,2861,3820
51177,8181,25417,33598
51179,8876,28488,37364
51181,340,1042,1382
51183,556,1451,2007
51185,2240,6707,8947
51187,2290,6627,8917
51191,2635,7998,10633
51193,977,2513,3490
51195,2325,6265,8590
51197,1460,4495,5955
51199,3661,13156,16817
51510,10536,14495,25031
51520,1006,2633,3639
51530,413,1000,1413
51540,2298,4199,6497
51550,14495,42758,57253
51570,953,2896,3849
51580,323,927,1250
51590,2683,6423,9106
51595,402,1088,1490
51600,1214,3284,4498
51610,804,2343,3147
51620,615,1399,2014
51630,1801,3461,5262
51640,429,1067,1496
51650,8694,22044,30738
51660,2527,5071,7598
51670,1709,3832,5541
51678,171,500,671
51680,4615,10288,14903
51683,3177,7655,10832
51685,1346,2909,4255
51690,880,2067,2947
51700,13299,29801,43100
51710,16580,33453,50033
51720,250,654,904
51730,2185,4394,6579
51735,493,2286,2779
51740,7128,15450,22578
51750,582,1538,2120
51760,13031,25334,38365
51770,7005,14044,21049
51775,1173,3714,4887
51790,1357,3225,4582
51800,5734,16112,21846
51810,29616,75135,104751
51820,1514,3441,4955
51830,503,1010,1513
51840,1881,4150,6031
53001,2090,4553,6643
53003,1280,3420,4700
53005,13463,35127,48590
53007,5107,13102,18209
53009,3427,9489,12916
53011,29180,83687,112867
53013,209,582,791
53015,6398,18080,24478
53017,2842,7559,10401
53019,368,1103,1471
53021,8714,19334,28048
53023,96,355,451
53025,8171,19611,27782
53027,4263,11241,15504
53029,4567,11458,16025
53031,1047,3263,4310
53033,123516,296126,419642
53035,14881,40974,55855
53037,2116,5436,7552
53039,1133,3383,4516
53041,4602,12586,17188
53043,531,1828,2359
53045,3213,9040,12253
53047,2838,6875,9713
53049,1002,2723,3725
53051,645,2078,2723
53053,56004,141134,197138
53055,521,1890,2411
53057,7580,19873,27453
53059,552,1849,2401
53061,47275,125997,173272
53063,30098,78729,108827
53065,2257,7889,10146
53067,15682,42512,58194
53069,143,592,735
53071,3483,9795,13278
53073,11403,30730,42133
53075,2055,4759,6814
53077,21897,52836,74733
54001,874,2642,3516
54003,7004,19134,26138
54005,1497,4066,5563
54007,811,2178,2989
54009,1053,3448,4501
54011,5588,13403,18991
54013,417,1103,1520
54015,596,1651,2247
54017,363,1221,1584
54019,2667,6786,9453
54021,368,913,1281
54023,652,1839,2491
54025,1848,5246,7094
54027,1186,3987,5173
54029,1509,4636,6145
54031,769,2156,2925
54033,4055,11114,15169
54035,1691,4868,6559
54037,3291,9513,12804
54039,10739,28534,39273
54041,967,2425,3392
54043,1297,3578,4875
54045,1944,5522,7466
54047,1239,3111,4350
54049,3217,8037,11254
54051,1725,5029,6754
54053,1510,4356,5866
54055,3762,9246,13008
54057,1490,4256,5746
54059,1615,4240,5855
54061,4739,10998,15737
54063,719,2097,2816
54065,780,2713,3493
54067,1487,3999,5486
54069,2222,6162,8384
54071,358,1035,1393
54073,364,1176,1540
54075,429,1142,1571
54077,1771,4798,6569
54079,3203,9874,13077
54081,4827,11770,16597
54083,1527,4148,5675
54085,528,1617,2145
54087,810,2385,3195
54089,633,1832,2465
54091,962,2544,3506
54093,331,1014,1345
54095,442,1417,1859
54097,1374,3610,4984
54099,2284,6978,9262
54101,552,1382,1934
54103,834,2529,3363
54105,319,900,1219
54107,4985,13926,18911
54109,1310,3746,5056
55001,787,2544,3331
55003,986,2711,3697
55005,2753,7346,10099
55007,665,2161,2826
55009,17247,44731,61978
55011,731,2202,2933
55013,750,2229,2979
55015,3359,9822,13181
55017,4010,10666,14676
55019,2876,7315,10191
55021,3266,9770,13036
55023,891,2778,3669
55025,30365,76559,106924
55027,4864,14381,19245
55029,1203,3738,4941
55031,2581,6793,9374
55033,2344,6624,8968
55035,5779,14958,20737
55037,166,578,744
55039,5957,16878,22835
55041,485,1477,1962
55043,2898,7858,10756
55045,2239,6581,8820
55047,1095,3290,4385
55049,1532,4206,5738
55051,230,751,981
55053,1253,3387,4640
55055,5020,14554,19574
55057,1455,4146,5601
55059,10695,31514,42209
55061,1120,3603,4723
55063,6757,17584,24341
55065,1124,3162,4286
55067,1024,3089,4113
55069,1415,4660,6075
55071,4427,13325,17752
55073,8652,23818,32470
55075,1966,6327,8293
55077,783,2325,3108
55078,474,949,1423
55079,69755,166049,235804
55081,3246,8458,11704
55083,2030,6150,8180
55085,1671,4799,6470
55087,11745,32418,44163
55089,4490,15465,19955
55091,443,1236,1679
55093,2330,6662,8992
55095,2560,7643,10203
55097,3823,10537,14360
55099,583,2029,2612
55101,12584,35178,47762
55103,1097,3038,4135
55105,10128,29021,39149
55107,786,2404,3190
55109,5973,16898,22871
55111,3924,10838,14762
55113,925,2439,3364
55115,2308,6997,9305
55117,6974,20133,27107
55119,1351,3670,5021
55121,1919,5043,6962
55123,2112,5747,7859
55125,931,2789,3720
55127,5907,17671,23578
55129,847,2337,3184
55131,7831,23986,31817
55133,20849,71104,91953
55135,2852,8725,11577
55137,1171,3619,4790
55139,9795,25975,35770
55141,4465,12250,16715
56001,2009,4045,6054
56003,772,2241,3013
56005,4010,9070,13080
56007,1085,2600,3685
56009,954,2474,3428
56011,506,1182,1688
56013,3155,7210,10365
56015,726,1984,2710
56017,268,685,953
56019,562,1363,1925
56021,6644,15683,22327
56023,1360,3606,4966
56025,5318,12797,18115
56027,101,353,454
56029,1621,4315,5936
56031,428,1317,1745
56033,1813,4645,6458
56035,698,1746,2444
56037,3545,8343,11888
56039,1332,2824,4156
56041,1716,4551,6267
56043,543,1598,2141
56045,411,1160,1571
