county_fips,county_name,state_name,cbsa_code,cbsa_title,central_or_outlying,in_modern_msa
26087,Lapeer County,Michigan,19820,"Detroit-Warren-Dearborn, MI",Outlying,True
26093,Livingston County,Michigan,19820,"Detroit-Warren-Dearborn, MI",Outlying,True
26099,Macomb County,Michigan,19820,"Detroit-Warren-Dearborn, MI",Central,True
26125,Oakland County,Michigan,19820,"Detroit-Warren-Dearborn, MI",Central,True
26147,St. Clair County,Michigan,19820,"Detroit-Warren-Dearborn, MI",Outlying,True
01061,Geneva County,Alabama,20020,"Dothan, AL",Outlying,True
01067,Henry County,Alabama,20020,"Dothan, AL",Outlying,True
01069,Houston County,Alabama,20020,"Dothan, AL",Central,True
10001,Kent County,Delaware,20100,"Dover, DE",Central,True
19061,Dubuque County,Iowa,20220,"Dubuque, IA",Central,True
27017,Carlton County,Minnesota,20260,"Duluth, MN-WI",Outlying,True
27137,St. Louis County,Minnesota,20260,"Duluth, MN-WI",Central,True
55031,Douglas County,Wisconsin,20260,"Duluth, MN-WI",Central,True
37037,Chatham County,North Carolina,20500,"Durham-Chapel Hill, NC",Central,True
37063,Durham County,North Carolina,20500,"Durham-Chapel Hill, NC",Central,True
37135,Orange County,North Carolina,20500,"Durham-Chapel Hill, NC",Central,True
37145,Person County,North Carolina,20500,"Durham-Chapel Hill, NC",Outlying,True
48323,Maverick County,Texas,20580,"Eagle Pass, TX",Central,True
55017,Chippewa County,Wisconsin,20740,"Eau Claire, WI",Central,True
55035,Eau Claire County,Wisconsin,20740,"Eau Claire, WI",Central,True
06025,Imperial County,California,20940,"El Centro, CA",Central,True
21093,Hardin County,Kentucky,21060,"Elizabethtown, KY",Central,True
21123,Larue County,Kentucky,21060,"Elizabethtown, KY",Outlying,True
18039,Elkhart County,Indiana,21140,"Elkhart-Goshen, IN",Central,True
36015,Chemung County,New York,21300,"Elmira, NY",Central,True
48141,El Paso County,Texas,21340,"El Paso, TX",Central,True
48229,Hudspeth County,Texas,21340,"El Paso, TX",Outlying,True
40047,Garfield County,Oklahoma,21420,"Enid, OK",Central,True
42049,Erie County,Pennsylvania,21500,"Erie, PA",Central,True
41039,Lane County,Oregon,21660,"Eugene-Springfield, OR",Central,True
18129,Posey County,Indiana,21780,"Evansville, IN",Outlying,True
18163,Vanderburgh County,Indiana,21780,"Evansville, IN",Central,True
18173,Warrick County,Indiana,21780,"Evansville, IN",Central,True
02090,Fairbanks North Star Borough,Alaska,21820,"Fairbanks-College, AK",Central,True
27027,Clay County,Minnesota,22020,"Fargo, ND-MN",Central,True
38017,Cass County,North Dakota,22020,"Fargo, ND-MN",Central,True
35045,San Juan County,New Mexico,22140,"Farmington, NM",Central,True
37051,Cumberland County,North Carolina,22180,"Fayetteville, NC",Central,True
37093,Hoke County,North Carolina,22180,"Fayetteville, NC",Central,True
05007,Benton County,Arkansas,22220,"Fayetteville-Springdale-Rogers, AR",Central,True
05087,Madison County,Arkansas,22220,"Fayetteville-Springdale-Rogers, AR",Outlying,True
05143,Washington County,Arkansas,22220,"Fayetteville-Springdale-Rogers, AR",Central,True
04005,Coconino County,Arizona,22380,"Flagstaff, AZ",Central,True
26049,Genesee County,Michigan,22420,"Flint, MI",Central,True
45031,Darlington County,South Carolina,22500,"Florence, SC",Outlying,True
45041,Florence County,South Carolina,22500,"Florence, SC",Central,True
01033,Colbert County,Alabama,22520,"Florence-Muscle Shoals, AL",Central,True
01077,Lauderdale County,Alabama,22520,"Florence-Muscle Shoals, AL",Central,True
55039,Fond du Lac County,Wisconsin,22540,"Fond du Lac, WI",Central,True
08069,Larimer County,Colorado,22660,"Fort Collins-Loveland, CO",Central,True
05033,Crawford County,Arkansas,22900,"Fort Smith, AR-OK",Central,True
05131,Sebastian County,Arkansas,22900,"Fort Smith, AR-OK",Central,True
40135,Sequoyah County,Oklahoma,22900,"Fort Smith, AR-OK",Outlying,True
18003,Allen County,Indiana,23060,"Fort Wayne, IN",Central,True
18179,Wells County,Indiana,23060,"Fort Wayne, IN",Outlying,True
18183,Whitley County,Indiana,23060,"Fort Wayne, IN",Outlying,True
06019,Fresno County,California,23420,"Fresno, CA",Central,True
06039,Madera County,California,23420,"Fresno, CA",Outlying,True
01055,Etowah County,Alabama,23460,"Gadsden, AL",Central,True
12001,Alachua County,Florida,23540,"Gainesville, FL",Central,True
12041,Gilchrist County,Florida,23540,"Gainesville, FL",Outlying,True
12075,Levy County,Florida,23540,"Gainesville, FL",Outlying,True
13139,Hall County,Georgia,23580,"Gainesville, GA",Central,True
42001,Adams County,Pennsylvania,23900,"Gettysburg, PA",Central,True
36113,Warren County,New York,24020,"Glens Falls, NY",Central,True
36115,Washington County,New York,24020,"Glens Falls, NY",Central,True
37191,Wayne County,North Carolina,24140,"Goldsboro, NC",Central,True
27119,Polk County,Minnesota,24220,"Grand Forks, ND-MN",Central,True
38035,Grand Forks County,North Dakota,24220,"Grand Forks, ND-MN",Central,True
31079,Hall County,Nebraska,24260,"Grand Island, NE",Central,True
31093,Howard County,Nebraska,24260,"Grand Island, NE",Outlying,True
31121,Merrick County,Nebraska,24260,"Grand Island, NE",Outlying,True
08077,Mesa County,Colorado,24300,"Grand Junction, CO",Central,True
26015,Barry County,Michigan,24340,"Grand Rapids-Wyoming-Kentwood, MI",Outlying,True
26067,Ionia County,Michigan,24340,"Grand Rapids-Wyoming-Kentwood, MI",Outlying,True
26081,Kent County,Michigan,24340,"Grand Rapids-Wyoming-Kentwood, MI",Central,True
26117,Montcalm County,Michigan,24340,"Grand Rapids-Wyoming-Kentwood, MI",Outlying,True
26139,Ottawa County,Michigan,24340,"Grand Rapids-Wyoming-Kentwood, MI",Outlying,True
41033,Josephine County,Oregon,24420,"Grants Pass, OR",Central,True
30013,Cascade County,Montana,24500,"Great Falls, MT",Central,True
08123,Weld County,Colorado,24540,"Greeley, CO",Central,True
55009,Brown County,Wisconsin,24580,"Green Bay, WI",Central,True
55061,Kewaunee County,Wisconsin,24580,"Green Bay, WI",Outlying,True
55083,Oconto County,Wisconsin,24580,"Green Bay, WI",Outlying,True
37081,Guilford County,North Carolina,24660,"Greensboro-High Point, NC",Central,True
37151,Randolph County,North Carolina,24660,"Greensboro-High Point, NC",Outlying,True
37157,Rockingham County,North Carolina,24660,"Greensboro-High Point, NC",Outlying,True
37147,Pitt County,North Carolina,24780,"Greenville, NC",Central,True
45007,Anderson County,South Carolina,24860,"Greenville-Anderson-Greer, SC",Outlying,True
45045,Greenville County,South Carolina,24860,"Greenville-Anderson-Greer, SC",Central,True
45059,Laurens County,South Carolina,24860,"Greenville-Anderson-Greer, SC",Outlying,True
45077,Pickens County,South Carolina,24860,"Greenville-Anderson-Greer, SC",Central,True
72015,Arroyo Municipio,Puerto Rico,25020,"Guayama, PR",Central,True
72057,Guayama Municipio,Puerto Rico,25020,"Guayama, PR",Central,True
72109,Patillas Municipio,Puerto Rico,25020,"Guayama, PR",Central,True
28045,Hancock County,Mississippi,25060,"Gulfport-Biloxi, MS",Central,True
28047,Harrison County,Mississippi,25060,"Gulfport-Biloxi, MS",Central,True
28059,Jackson County,Mississippi,25060,"Gulfport-Biloxi, MS",Outlying,True
28131,Stone County,Mississippi,25060,"Gulfport-Biloxi, MS",Outlying,True
24043,Washington County,Maryland,25180,"Hagerstown-Martinsburg, MD-WV",Central,True
54003,Berkeley County,West Virginia,25180,"Hagerstown-Martinsburg, MD-WV",Central,True
54065,Morgan County,West Virginia,25180,"Hagerstown-Martinsburg, MD-WV",Outlying,True
22105,Tangipahoa Parish,Louisiana,25220,"Hammond, LA",Central,True
06031,Kings County,California,25260,"Hanford-Corcoran, CA",Central,True
42041,Cumberland County,Pennsylvania,25420,"Harrisburg-Carlisle, PA",Central,True
42043,Dauphin County,Pennsylvania,25420,"Harrisburg-Carlisle, PA",Central,True
42099,Perry County,Pennsylvania,25420,"Harrisburg-Carlisle, PA",Outlying,True
51165,Rockingham County,Virginia,25500,"Harrisonburg, VA",Central,True
51660,Harrisonburg city,Virginia,25500,"Harrisonburg, VA",Central,True
09110,Capitol Planning Region,Connecticut,25540,"Hartford-West Hartford-East Hartford, CT",Central,True
09130,Lower Connecticut River Valley Planning Region,Connecticut,25540,"Hartford-West Hartford-East Hartford, CT",Central,True
28035,Forrest County,Mississippi,25620,"Hattiesburg, MS",Central,True
28073,Lamar County,Mississippi,25620,"Hattiesburg, MS",Central,True
28111,Perry County,Mississippi,25620,"Hattiesburg, MS",Outlying,True
30007,Broadwater County,Montana,25740,"Helena, MT",Outlying,True
30043,Jefferson County,Montana,25740,"Helena, MT",Outlying,True
30049,Lewis and Clark County,Montana,25740,"Helena, MT",Central,True
37003,Alexander County,North Carolina,25860,"Hickory-Lenoir-Morganton, NC",Outlying,True
37023,Burke County,North Carolina,25860,"Hickory-Lenoir-Morganton, NC",Central,True
37027,Caldwell County,North Carolina,25860,"Hickory-Lenoir-Morganton, NC",Central,True
37035,Catawba County,North Carolina,25860,"Hickory-Lenoir-Morganton, NC",Central,True
45013,Beaufort County,South Carolina,25940,"Hilton Head Island-Bluffton-Port Royal, SC",Central,True
45053,Jasper County,South Carolina,25940,"Hilton Head Island-Bluffton-Port Royal, SC",Outlying,True
13179,Liberty County,Georgia,25980,"Hinesville, GA",Central,True
13183,Long County,Georgia,25980,"Hinesville, GA",Outlying,True
12017,Citrus County,Florida,26140,"Homosassa Springs, FL",Central,True
05051,Garland County,Arkansas,26300,"Hot Springs, AR",Central,True
22057,Lafourche Parish,Louisiana,26380,"Houma-Bayou Cane-Thibodaux, LA",Central,True
22109,Terrebonne Parish,Louisiana,26380,"Houma-Bayou Cane-Thibodaux, LA",Central,True
48015,Austin County,Texas,26420,"Houston-Pasadena-The Woodlands, TX",Outlying,True
48039,Brazoria County,Texas,26420,"Houston-Pasadena-The Woodlands, TX",Central,True
48071,Chambers County,Texas,26420,"Houston-Pasadena-The Woodlands, TX",Outlying,True
48157,Fort Bend County,Texas,26420,"Houston-Pasadena-The Woodlands, TX",Central,True
48167,Galveston County,Texas,26420,"Houston-Pasadena-The Woodlands, TX",Outlying,True
48201,Harris County,Texas,26420,"Houston-Pasadena-The Woodlands, TX",Central,True
48291,Liberty County,Texas,26420,"Houston-Pasadena-The Woodlands, TX",Outlying,True
48339,Montgomery County,Texas,26420,"Houston-Pasadena-The Woodlands, TX",Outlying,True
48407,San Jacinto County,Texas,26420,"Houston-Pasadena-The Woodlands, TX",Outlying,True
48473,Waller County,Texas,26420,"Houston-Pasadena-The Woodlands, TX",Central,True
21019,Boyd County,Kentucky,26580,"Huntington-Ashland, WV-KY-OH",Central,True
21043,Carter County,Kentucky,26580,"Huntington-Ashland, WV-KY-OH",Outlying,True
21089,Greenup County,Kentucky,26580,"Huntington-Ashland, WV-KY-OH",Central,True
21127,Lawrence County,Kentucky,26580,"Huntington-Ashland, WV-KY-OH",Outlying,True
39087,Lawrence County,Ohio,26580,"Huntington-Ashland, WV-KY-OH",Central,True
54011,Cabell County,West Virginia,26580,"Huntington-Ashland, WV-KY-OH",Central,True
54079,Putnam County,West Virginia,26580,"Huntington-Ashland, WV-KY-OH",Central,True
54099,Wayne County,West Virginia,26580,"Huntington-Ashland, WV-KY-OH",Central,True
01083,Limestone County,Alabama,26620,"Huntsville, AL",Central,True
01089,Madison County,Alabama,26620,"Huntsville, AL",Central,True
16019,Bonneville County,Idaho,26820,"Idaho Falls, ID",Central,True
16023,Butte County,Idaho,26820,"Idaho Falls, ID",Outlying,True
16051,Jefferson County,Idaho,26820,"Idaho Falls, ID",Outlying,True
18011,Boone County,Indiana,26900,"Indianapolis-Carmel-Greenwood, IN",Central,True
18013,Brown County,Indiana,26900,"Indianapolis-Carmel-Greenwood, IN",Outlying,True
18057,Hamilton County,Indiana,26900,"Indianapolis-Carmel-Greenwood, IN",Central,True
18059,Hancock County,Indiana,26900,"Indianapolis-Carmel-Greenwood, IN",Central,True
18063,Hendricks County,Indiana,26900,"Indianapolis-Carmel-Greenwood, IN",Central,True
18081,Johnson County,Indiana,26900,"Indianapolis-Carmel-Greenwood, IN",Central,True
18095,Madison County,Indiana,26900,"Indianapolis-Carmel-Greenwood, IN",Outlying,True
18097,Marion County,Indiana,26900,"Indianapolis-Carmel-Greenwood, IN",Central,True
18109,Morgan County,Indiana,26900,"Indianapolis-Carmel-Greenwood, IN",Central,True
18145,Shelby County,Indiana,26900,"Indianapolis-Carmel-Greenwood, IN",Outlying,True
18159,Tipton County,Indiana,26900,"Indianapolis-Carmel-Greenwood, IN",Outlying,True
19103,Johnson County,Iowa,26980,"Iowa City, IA",Central,True
19183,Washington County,Iowa,26980,"Iowa City, IA",Outlying,True
36109,Tompkins County,New York,27060,"Ithaca, NY",Central,True
26075,Jackson County,Michigan,27100,"Jackson, MI",Central,True
28029,Copiah County,Mississippi,27140,"Jackson, MS",Outlying,True
28049,Hinds County,Mississippi,27140,"Jackson, MS",Central,True
28051,Holmes County,Mississippi,27140,"Jackson, MS",Outlying,True
28089,Madison County,Mississippi,27140,"Jackson, MS",Central,True
28121,Rankin County,Mississippi,27140,"Jackson, MS",Central,True
28123,Scott County,Mississippi,27140,"Jackson, MS",Outlying,True
28127,Simpson County,Mississippi,27140,"Jackson, MS",Outlying,True
28163,Yazoo County,Mississippi,27140,"Jackson, MS",Outlying,True
47023,Chester County,Tennessee,27180,"Jackson, TN",Outlying,True
47033,Crockett County,Tennessee,27180,"Jackson, TN",Outlying,True
47053,Gibson County,Tennessee,27180,"Jackson, TN",Outlying,True
47113,Madison County,Tennessee,27180,"Jackson, TN",Central,True
12003,Baker County,Florida,27260,"Jacksonville, FL",Outlying,True
12019,Clay County,Florida,27260,"Jacksonville, FL",Central,True
12031,Duval County,Florida,27260,"Jacksonville, FL",Central,True
12089,Nassau County,Florida,27260,"Jacksonville, FL",Outlying,True
12109,St. Johns County,Florida,27260,"Jacksonville, FL",Central,True
37133,Onslow County,North Carolina,27340,"Jacksonville, NC",Central,True
55105,Rock County,Wisconsin,27500,"Janesville-Beloit, WI",Central,True
29027,Callaway County,Missouri,27620,"Jefferson City, MO",Outlying,True
29051,Cole County,Missouri,27620,"Jefferson City, MO",Central,True
29135,Moniteau County,Missouri,27620,"Jefferson City, MO",Outlying,True
29151,Osage County,Missouri,27620,"Jefferson City, MO",Outlying,True
47019,Carter County,Tennessee,27740,"Johnson City, TN",Central,True
47171,Unicoi County,Tennessee,27740,"Johnson City, TN",Outlying,True
47179,Washington County,Tennessee,27740,"Johnson City, TN",Central,True
42021,Cambria County,Pennsylvania,27780,"Johnstown, PA",Central,True
05031,Craighead County,Arkansas,27860,"Jonesboro, AR",Central,True
05111,Poinsett County,Arkansas,27860,"Jonesboro, AR",Outlying,True
20021,Cherokee County,Kansas,27900,"Joplin, MO-KS",Outlying,True
29097,Jasper County,Missouri,27900,"Joplin, MO-KS",Central,True
29145,Newton County,Missouri,27900,"Joplin, MO-KS",Outlying,True
15005,Kalawao County,Hawaii,27980,"Kahului-Wailuku, HI",Outlying,True
15009,Maui County,Hawaii,27980,"Kahului-Wailuku, HI",Central,True
26077,Kalamazoo County,Michigan,28020,"Kalamazoo-Portage, MI",Central,True
17091,Kankakee County,Illinois,28100,"Kankakee, IL",Central,True
20091,Johnson County,Kansas,28140,"Kansas City, MO-KS",Central,True
20103,Leavenworth County,Kansas,28140,"Kansas City, MO-KS",Outlying,True
20107,Linn County,Kansas,28140,"Kansas City, MO-KS",Outlying,True
20121,Miami County,Kansas,28140,"Kansas City, MO-KS",Outlying,True
20209,Wyandotte County,Kansas,28140,"Kansas City, MO-KS",Central,True
29013,Bates County,Missouri,28140,"Kansas City, MO-KS",Outlying,True
29025,Caldwell County,Missouri,28140,"Kansas City, MO-KS",Outlying,True
29037,Cass County,Missouri,28140,"Kansas City, MO-KS",Central,True
29047,Clay County,Missouri,28140,"Kansas City, MO-KS",Central,True
29049,Clinton County,Missouri,28140,"Kansas City, MO-KS",Outlying,True
29095,Jackson County,Missouri,28140,"Kansas City, MO-KS",Central,True
29107,Lafayette County,Missouri,28140,"Kansas City, MO-KS",Outlying,True
29165,Platte County,Missouri,28140,"Kansas City, MO-KS",Central,True
29177,Ray County,Missouri,28140,"Kansas City, MO-KS",Outlying,True
53005,Benton County,Washington,28420,"Kennewick-Richland, WA",Central,True
53021,Franklin County,Washington,28420,"Kennewick-Richland, WA",Central,True
55059,Kenosha County,Wisconsin,28450,"Kenosha, WI",Central,True
48027,Bell County,Texas,28660,"Killeen-Temple, TX",Central,True
48099,Coryell County,Texas,28660,"Killeen-Temple, TX",Central,True
48281,Lampasas County,Texas,28660,"Killeen-Temple, TX",Outlying,True
47073,Hawkins County,Tennessee,28700,"Kingsport-Bristol, TN-VA",Central,True
47163,Sullivan County,Tennessee,28700,"Kingsport-Bristol, TN-VA",Central,True
51169,Scott County,Virginia,28700,"Kingsport-Bristol, TN-VA",Outlying,True
51191,Washington County,Virginia,28700,"Kingsport-Bristol, TN-VA",Outlying,True
51520,Bristol city,Virginia,28700,"Kingsport-Bristol, TN-VA",Outlying,True
36111,Ulster County,New York,28740,"Kingston, NY",Central,True
36027,Dutchess County,New York,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Central,True
36071,Orange County,New York,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Central,True
47001,Anderson County,Tennessee,28940,"Knoxville, TN",Central,True
47009,Blount County,Tennessee,28940,"Knoxville, TN",Central,True
47013,Campbell County,Tennessee,28940,"Knoxville, TN",Outlying,True
47057,Grainger County,Tennessee,28940,"Knoxville, TN",Outlying,True
47093,Knox County,Tennessee,28940,"Knoxville, TN",Central,True
47105,Loudon County,Tennessee,28940,"Knoxville, TN",Central,True
47129,Morgan County,Tennessee,28940,"Knoxville, TN",Outlying,True
47145,Roane County,Tennessee,28940,"Knoxville, TN",Outlying,True
47173,Union County,Tennessee,28940,"Knoxville, TN",Outlying,True
18067,Howard County,Indiana,29020,"Kokomo, IN",Central,True
27055,Houston County,Minnesota,29100,"La Crosse-Onalaska, WI-MN",Central,True
55063,La Crosse County,Wisconsin,29100,"La Crosse-Onalaska, WI-MN",Central,True
55123,Vernon County,Wisconsin,29100,"La Crosse-Onalaska, WI-MN",Outlying,True
22001,Acadia Parish,Louisiana,29180,"Lafayette, LA",Outlying,True
22055,Lafayette Parish,Louisiana,29180,"Lafayette, LA",Central,True
22099,St. Martin Parish,Louisiana,29180,"Lafayette, LA",Outlying,True
22113,Vermilion Parish,Louisiana,29180,"Lafayette, LA",Outlying,True
18007,Benton County,Indiana,29200,"Lafayette-West Lafayette, IN",Outlying,True
18015,Carroll County,Indiana,29200,"Lafayette-West Lafayette, IN",Outlying,True
18157,Tippecanoe County,Indiana,29200,"Lafayette-West Lafayette, IN",Central,True
18171,Warren County,Indiana,29200,"Lafayette-West Lafayette, IN",Outlying,True
22019,Calcasieu Parish,Louisiana,29340,"Lake Charles, LA",Central,True
22023,Cameron Parish,Louisiana,29340,"Lake Charles, LA",Outlying,True
22053,Jefferson Davis Parish,Louisiana,29340,"Lake Charles, LA",Outlying,True
04015,Mohave County,Arizona,29420,"Lake Havasu City-Kingman, AZ",Central,True
12105,Polk County,Florida,29460,"Lakeland-Winter Haven, FL",Central,True
42071,Lancaster County,Pennsylvania,29540,"Lancaster, PA",Central,True
26037,Clinton County,Michigan,29620,"Lansing-East Lansing, MI",Central,True
26045,Eaton County,Michigan,29620,"Lansing-East Lansing, MI",Central,True
26065,Ingham County,Michigan,29620,"Lansing-East Lansing, MI",Central,True
48479,Webb County,Texas,29700,"Laredo, TX",Central,True
35013,Doña Ana County,New Mexico,29740,"Las Cruces, NM",Central,True
32003,Clark County,Nevada,29820,"Las Vegas-Henderson-North Las Vegas, NV",Central,True
20045,Douglas County,Kansas,29940,"Lawrence, KS",Central,True
40031,Comanche County,Oklahoma,30020,"Lawton, OK",Central,True
40033,Cotton County,Oklahoma,30020,"Lawton, OK",Outlying,True
42075,Lebanon County,Pennsylvania,30140,"Lebanon, PA",Central,True
16069,Nez Perce County,Idaho,30300,"Lewiston, ID-WA",Central,True
53003,Asotin County,Washington,30300,"Lewiston, ID-WA",Central,True
23001,Androscoggin County,Maine,30340,"Lewiston-Auburn, ME",Central,True
21017,Bourbon County,Kentucky,30460,"Lexington-Fayette, KY",Outlying,True
21049,Clark County,Kentucky,30460,"Lexington-Fayette, KY",Outlying,True
21067,Fayette County,Kentucky,30460,"Lexington-Fayette, KY",Central,True
21113,Jessamine County,Kentucky,30460,"Lexington-Fayette, KY",Outlying,True
21209,Scott County,Kentucky,30460,"Lexington-Fayette, KY",Outlying,True
21239,Woodford County,Kentucky,30460,"Lexington-Fayette, KY",Outlying,True
24009,Calvert County,Maryland,30500,"Lexington Park, MD",Central,True
24037,St. Mary's County,Maryland,30500,"Lexington Park, MD",Central,True
39003,Allen County,Ohio,30620,"Lima, OH",Central,True
31109,Lancaster County,Nebraska,30700,"Lincoln, NE",Central,True
31159,Seward County,Nebraska,30700,"Lincoln, NE",Outlying,True
05045,Faulkner County,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",Outlying,True
05053,Grant County,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",Outlying,True
05085,Lonoke County,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",Central,True
05105,Perry County,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",Outlying,True
05119,Pulaski County,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",Central,True
05125,Saline County,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",Central,True
16041,Franklin County,Idaho,30860,"Logan, UT-ID",Outlying,True
49005,Cache County,Utah,30860,"Logan, UT-ID",Central,True
48183,Gregg County,Texas,30980,"Longview, TX",Central,True
48203,Harrison County,Texas,30980,"Longview, TX",Outlying,True
48401,Rusk County,Texas,30980,"Longview, TX",Outlying,True
48459,Upshur County,Texas,30980,"Longview, TX",Outlying,True
53015,Cowlitz County,Washington,31020,"Longview-Kelso, WA",Central,True
06059,Orange County,California,31080,"Los Angeles-Long Beach-Anaheim, CA",Central,True
06037,Los Angeles County,California,31080,"Los Angeles-Long Beach-Anaheim, CA",Central,True
18019,Clark County,Indiana,31140,"Louisville/Jefferson County, KY-IN",Central,True
18043,Floyd County,Indiana,31140,"Louisville/Jefferson County, KY-IN",Central,True
18061,Harrison County,Indiana,31140,"Louisville/Jefferson County, KY-IN",Outlying,True
18175,Washington County,Indiana,31140,"Louisville/Jefferson County, KY-IN",Outlying,True
21029,Bullitt County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",Central,True
21103,Henry County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",Outlying,True
21111,Jefferson County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",Central,True
21163,Meade County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",Outlying,True
21179,Nelson County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",Outlying,True
21185,Oldham County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",Central,True
21211,Shelby County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",Outlying,True
21215,Spencer County,Kentucky,31140,"Louisville/Jefferson County, KY-IN",Outlying,True
48079,Cochran County,Texas,31180,"Lubbock, TX",Outlying,True
48107,Crosby County,Texas,31180,"Lubbock, TX",Outlying,True
48169,Garza County,Texas,31180,"Lubbock, TX",Outlying,True
48219,Hockley County,Texas,31180,"Lubbock, TX",Outlying,True
48303,Lubbock County,Texas,31180,"Lubbock, TX",Central,True
48305,Lynn County,Texas,31180,"Lubbock, TX",Outlying,True
51009,Amherst County,Virginia,31340,"Lynchburg, VA",Central,True
51011,Appomattox County,Virginia,31340,"Lynchburg, VA",Outlying,True
51019,Bedford County,Virginia,31340,"Lynchburg, VA",Central,True
51031,Campbell County,Virginia,31340,"Lynchburg, VA",Central,True
51680,Lynchburg city,Virginia,31340,"Lynchburg, VA",Central,True
13021,Bibb County,Georgia,31420,"Macon-Bibb County, GA",Central,True
13079,Crawford County,Georgia,31420,"Macon-Bibb County, GA",Outlying,True
13169,Jones County,Georgia,31420,"Macon-Bibb County, GA",Outlying,True
13207,Monroe County,Georgia,31420,"Macon-Bibb County, GA",Outlying,True
13289,Twiggs County,Georgia,31420,"Macon-Bibb County, GA",Outlying,True
55021,Columbia County,Wisconsin,31540,"Madison, WI",Outlying,True
55025,Dane County,Wisconsin,31540,"Madison, WI",Central,True
55045,Green County,Wisconsin,31540,"Madison, WI",Outlying,True
55049,Iowa County,Wisconsin,31540,"Madison, WI",Outlying,True
33011,Hillsborough County,New Hampshire,31700,"Manchester-Nashua, NH",Central,True
20061,Geary County,Kansas,31740,"Manhattan, KS",Outlying,True
20149,Pottawatomie County,Kansas,31740,"Manhattan, KS",Outlying,True
20161,Riley County,Kansas,31740,"Manhattan, KS",Central,True
27013,Blue Earth County,Minnesota,31860,"Mankato, MN",Central,True
27103,Nicollet County,Minnesota,31860,"Mankato, MN",Central,True
39139,Richland County,Ohio,31900,"Mansfield, OH",Central,True
72023,Cabo Rojo Municipio,Puerto Rico,32420,"Mayagüez, PR",Central,True
72067,Hormigueros Municipio,Puerto Rico,32420,"Mayagüez, PR",Outlying,True
72079,Lajas Municipio,Puerto Rico,32420,"Mayagüez, PR",Central,True
72097,Mayagüez Municipio,Puerto Rico,32420,"Mayagüez, PR",Outlying,True
72121,Sabana Grande Municipio,Puerto Rico,32420,"Mayagüez, PR",Central,True
72125,San Germán Municipio,Puerto Rico,32420,"Mayagüez, PR",Central,True
48215,Hidalgo County,Texas,32580,"McAllen-Edinburg-Mission, TX",Central,True
41029,Jackson County,Oregon,32780,"Medford, OR",Central,True
05035,Crittenden County,Arkansas,32820,"Memphis, TN-MS-AR",Central,True
28009,Benton County,Mississippi,32820,"Memphis, TN-MS-AR",Outlying,True
28033,DeSoto County,Mississippi,32820,"Memphis, TN-MS-AR",Central,True
28093,Marshall County,Mississippi,32820,"Memphis, TN-MS-AR",Outlying,True
28137,Tate County,Mississippi,32820,"Memphis, TN-MS-AR",Outlying,True
28143,Tunica County,Mississippi,32820,"Memphis, TN-MS-AR",Outlying,True
47047,Fayette County,Tennessee,32820,"Memphis, TN-MS-AR",Outlying,True
47157,Shelby County,Tennessee,32820,"Memphis, TN-MS-AR",Central,True
47167,Tipton County,Tennessee,32820,"Memphis, TN-MS-AR",Outlying,True
06047,Merced County,California,32900,"Merced, CA",Central,True
12011,Broward County,Florida,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Central,True
12086,Miami-Dade County,Florida,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Central,True
12099,Palm Beach County,Florida,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Central,True
18091,LaPorte County,Indiana,33140,"Michigan City-La Porte, IN",Central,True
26111,Midland County,Michigan,33220,"Midland, MI",Central,True
48317,Martin County,Texas,33260,"Midland, TX",Outlying,True
48329,Midland County,Texas,33260,"Midland, TX",Central,True
55079,Milwaukee County,Wisconsin,33340,"Milwaukee-Waukesha, WI",Central,True
55089,Ozaukee County,Wisconsin,33340,"Milwaukee-Waukesha, WI",Outlying,True
55131,Washington County,Wisconsin,33340,"Milwaukee-Waukesha, WI",Outlying,True
55133,Waukesha County,Wisconsin,33340,"Milwaukee-Waukesha, WI",Central,True
27003,Anoka County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Central,True
27019,Carver County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Central,True
27025,Chisago County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Outlying,True
27037,Dakota County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Central,True
27053,Hennepin County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Central,True
