csa_code,csa_short,CSA Title,County/County Equivalent,State Name,state_fips,county_fips,fips_5,is_inner,pop_under18,pop_under18_2024,delta_under18,delta_pct
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Spotsylvania County,Virginia,51,177,51177,False,33598.0,36430.0,2832.0,8.429073159116614
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Stafford County,Virginia,51,179,51179,False,37364.0,43878.0,6514.0,17.43389358741034
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Warren County,Virginia,51,187,51187,False,8917.0,9161.0,244.0,2.736346304811035
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Alexandria city,Virginia,51,510,51510,True,25031.0,28286.0,3255.0,13.0038751947585
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fairfax city,Virginia,51,600,51600,False,4498.0,6948.0,2450.0,54.468652734548684
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Falls Church city,Virginia,51,610,51610,False,3147.0,3545.0,398.0,12.646965363838577
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fredericksburg city,Virginia,51,630,51630,False,5262.0,6385.0,1123.0,21.341695172938046
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Manassas city,Virginia,51,683,51683,False,10832.0,11621.0,789.0,7.28397341211226
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Manassas Park city,Virginia,51,685,51685,False,4255.0,3498.0,-757.0,-17.79083431257344
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Jefferson County,West Virginia,54,37,54037,False,12804.0,12480.0,-324.0,-2.530459231490159
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Frederick County,Maryland,24,21,24021,False,58889.0,69133.0,10244.0,17.395438876530424
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Montgomery County,Maryland,24,31,24031,False,236415.0,243481.0,7066.0,2.9888120466129475
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",District of Columbia,District of Columbia,11,1,11001,True,103895.0,129831.0,25936.0,24.963665238943165
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Charles County,Maryland,24,17,24017,False,38712.0,40860.0,2148.0,5.548667079975202
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Prince George's County,Maryland,24,33,24033,False,204276.0,210097.0,5821.0,2.849576063756878
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Frederick County,Virginia,51,69,51069,False,19656.0,21642.0,1986.0,10.103785103785103
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Winchester city,Virginia,51,840,51840,False,6031.0,6278.0,247.0,4.09550654949428
548,Washington,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Hampshire County,West Virginia,54,27,54027,False,5173.0,4232.0,-941.0,-18.19060506475933
