SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,36,063,New York,Niagara County,4,210466,103479,106987,10492,5331,5161,21289,10787,10502,10026,5084,4942,16465,8397,8068,173616,84807,88809,168659,82277,86382,75371,38029,37342,51456,25836,25620,57144,28077,29067,43594,19967,23627,10492,5331,5161,11658,5923,5735,12207,6152,6055,12141,6181,5960,11774,6012,5762,12263,6276,5987,13715,6907,6808,13006,6506,6500,12472,6147,6325,11371,5593,5778,13625,6850,6775,15316,7380,7936,16832,8254,8578,14965,7342,7623,11425,5466,5959,7956,3700,4256,4733,1939,2794,4515,1520,2995,43.1,42.0,44.3
050,36,063,New York,Niagara County,5,209684,103068,106616,10239,5199,5040,21031,10688,10343,10066,5090,4976,16285,8275,8010,173333,84627,88706,168348,82091,86257,75356,37995,37361,51478,25867,25611,55741,27368,28373,44844,20581,24263,10239,5199,5040,11585,5874,5711,11919,6051,5868,12200,6196,6004,11678,5932,5746,12021,6152,5869,13579,6833,6746,13299,6674,6625,12579,6208,6371,11351,5580,5771,13179,6635,6544,14775,7109,7666,16436,8044,8392,15371,7518,7853,11622,5555,6067,8300,3907,4393,5029,2096,2933,4522,1505,3017,43.3,42.1,44.5
050,36,063,New York,Niagara County,6,209570,103105,106465,10149,5124,5025,20887,10619,10268,10124,5177,4947,16064,8141,7923,173584,84852,88732,168410,82185,86225,75473,38107,37366,51743,26035,25708,54649,26843,27806,45954,21166,24788,10149,5124,5025,11443,5795,5648,11902,6070,5832,12150,6203,5947,11580,5869,5711,11959,6116,5843,13536,6843,6693,13514,6790,6724,12734,6286,6448,11563,5716,5847,12680,6346,6334,14236,6861,7375,16170,7920,8250,15483,7549,7934,12010,5769,6241,8769,4137,4632,5209,2217,2992,4483,1494,2989,43.4,42.2,44.5
050,36,065,New York,Oneida County,1,232121,116023,116098,12887,6670,6217,25733,13143,12590,11683,5996,5687,21132,11190,9942,187699,93243,94456,181818,90214,91604,85011,44125,40886,55088,28423,26665,61573,30934,30639,44025,19667,24358,12887,6670,6217,14022,7193,6829,14603,7434,7169,15200,7876,7324,14723,7826,6897,14226,7439,6787,14254,7294,6960,13987,7243,6744,12621,6447,6174,13566,6847,6719,15078,7656,7422,16754,8423,8331,16175,8008,8167,13747,6686,7061,11395,5389,6006,7665,3458,4207,5110,2092,3018,6108,2042,4066,40.8,39.3,42.5
050,36,065,New York,Oneida County,2,231103,115306,115797,12867,6669,6198,25648,13099,12549,11685,6001,5684,20904,11026,9878,186774,92562,94212,180903,89537,91366,84556,43736,40820,54871,28199,26672,61143,30663,30480,43985,19649,24336,12867,6669,6198,13964,7166,6798,14588,7423,7165,15113,7828,7285,14572,7709,6863,14099,7349,6750,14183,7220,6963,13961,7206,6755,12628,6424,6204,13334,6693,6641,14992,7598,7394,16667,8371,8296,16150,8001,8149,13773,6683,7090,11476,5429,6047,7623,3439,4184,5088,2088,3000,6025,2010,4015,40.8,39.3,42.4
050,36,065,New York,Oneida County,3,229660,114514,115146,12664,6576,6088,25242,12912,12330,11627,5960,5667,21094,11148,9946,185931,92031,93900,180127,89066,91061,84683,43775,40908,54900,28186,26714,59590,29828,29762,44543,19904,24639,12664,6576,6088,13739,7055,6684,14441,7376,7065,15149,7801,7348,14634,7788,6846,13757,7126,6631,14159,7194,6965,14118,7306,6812,12866,6560,6306,12488,6216,6272,14763,7498,7265,16148,8092,8056,16191,8022,8169,13955,6726,7229,11931,5649,6282,7694,3486,4208,5092,2091,3001,5871,1952,3919,40.8,39.3,42.4
050,36,065,New York,Oneida County,4,228502,114074,114428,12495,6511,5984,24901,12769,12132,11564,5951,5613,20916,11099,9817,185273,91792,93481,179542,88843,90699,84594,43880,40714,55032,28325,26707,58299,29144,29155,45295,20275,25020,12495,6511,5984,13493,6945,6548,14326,7319,7007,15028,7788,7240,14534,7767,6767,13542,7033,6509,14109,7193,6916,14247,7377,6870,13134,6722,6412,12128,6063,6065,14405,7293,7112,15648,7813,7835,16118,7975,8143,14173,6809,7364,11711,5573,6138,8372,3784,4588,5228,2143,3085,5811,1966,3845,40.9,39.4,42.5
050,36,065,New York,Oneida County,5,228010,114009,114001,12119,6243,5876,24724,12745,11979,11562,5985,5577,20924,11045,9879,185385,92050,93335,179605,89036,90569,84791,44098,40693,55187,28544,26643,57223,28651,28572,46271,20796,25475,12119,6243,5876,13364,6911,6453,14242,7310,6932,15049,7831,7218,14555,7723,6832,13330,7006,6324,14079,7236,6843,14208,7331,6877,13570,6971,6599,12047,6024,6023,13998,7034,6964,15180,7626,7554,15998,7967,8031,14476,6921,7555,11698,5606,6092,8789,3986,4803,5499,2278,3221,5809,2005,3804,41.1,39.6,42.7
050,36,065,New York,Oneida County,6,228347,114371,113976,12006,6178,5828,24678,12804,11874,11654,5992,5662,20917,11001,9916,185854,92438,93416,180009,89397,90612,85221,44450,40771,55559,28915,26644,56199,28137,28062,47334,21344,25990,12006,6178,5828,13342,6936,6406,14245,7326,6919,15076,7885,7191,14586,7650,6936,13286,7061,6225,14107,7366,6741,14259,7331,6928,13907,7157,6750,12178,6126,6052,13424,6652,6772,14728,7460,7268,15869,7899,7970,14641,6989,7652,11931,5726,6205,9185,4173,5012,5787,2432,3355,5790,2024,3766,41.1,39.6,42.8
050,36,067,New York,Onondaga County,1,476523,231184,245339,26783,13618,13165,51226,26293,24933,23563,11995,11568,48336,23375,24961,386997,185388,201609,374951,179278,195673,184670,90765,93905,118509,58345,60164,124304,60639,63665,83802,36919,46883,26783,13618,13165,27978,14354,13624,28986,14889,14097,33848,16617,17231,32313,15803,16510,30926,15224,15702,31863,15720,16143,29480,14606,14874,26240,12795,13445,26428,12888,13540,30588,15023,15565,34462,16727,17735,32826,16001,16825,27619,13312,14307,21119,9709,11410,14165,6205,7960,9482,3888,5594,11417,3805,7612,39.3,38.1,40.5
050,36,067,New York,Onondaga County,2,474218,230202,244016,26638,13537,13101,51073,26204,24869,23498,11973,11525,46979,22772,24207,384977,184560,200417,373009,178488,194521,183244,90153,93091,118526,58371,60155,123578,60275,63303,83926,37070,46856,26638,13537,13101,27917,14315,13602,28915,14852,14063,32997,16253,16744,31721,15529,16192,30808,15176,15632,31757,15672,16085,29597,14653,14944,26364,12870,13494,26120,12729,13391,30353,14909,15444,34291,16647,17644,32814,15990,16824,27729,13353,14376,21366,9848,11518,14178,6219,7959,9447,3889,5558,11206,3761,7445,39.4,38.3,40.6
050,36,067,New York,Onondaga County,3,471959,229066,242893,25988,13216,12772,50609,25864,24745,23226,11910,11316,46657,22634,24023,383824,184016,199808,372136,178076,194060,183244,90227,93017,119182,58716,60466,120701,58779,61922,85596,37947,47649,25988,13216,12772,27754,14145,13609,28676,14752,13924,32443,16045,16398,31619,15466,16153,30536,15048,15488,31438,15562,15876,30186,14854,15332,27022,13252,13770,24875,12102,12773,29645,14547,15098,33280,16138,17142,32901,15992,16909,28164,13564,14600,22567,10421,12146,14428,6365,8063,9535,3942,5593,10902,3655,7247,39.5,38.4,40.7
050,36,067,New York,Onondaga County,4,470432,228309,242123,25313,12812,12501,49841,25500,24341,23015,11817,11198,48055,23296,24759,383726,184017,199709,372263,178180,194083,184233,90746,93487,118941,58627,60314,117585,57244,60341,87682,39013,48669,25313,12812,12501,27283,13892,13391,28336,14602,13734,33149,16362,16787,32143,15757,16386,29887,14707,15180,31038,15376,15662,30386,14999,15387,27630,13545,14085,24436,11881,12555,28598,13987,14611,31927,15519,16408,32624,15857,16767,28606,13722,14884,22774,10571,12203,15683,6951,8732,9868,4097,5771,10751,3672,7079,39.6,38.5,40.7
050,36,067,New York,Onondaga County,5,469226,227832,241394,24711,12539,12172,49501,25230,24271,22946,11798,11148,47769,23240,24529,383585,184163,199422,372068,178265,193803,184217,90954,93263,119179,58855,60324,115005,55928,59077,90115,40242,49873,24711,12539,12172,27105,13788,13317,28073,14381,13692,32917,16295,16622,32121,15804,16317,29443,14522,14921,30780,15272,15508,30722,15224,15498,28234,13837,14397,24647,11965,12682,27445,13362,14083,30525,14823,15702,32388,15778,16610,29063,13931,15132,23447,10972,12475,16349,7249,9100,10471,4369,6102,10785,3721,7064,39.8,38.7,40.9
050,36,067,New York,Onondaga County,6,469812,228368,241444,24197,12268,11929,49244,25164,24080,22962,11773,11189,47712,23309,24403,385030,185131,199899,373409,179163,194246,185089,91651,93438,120100,59462,60638,112923,54847,58076,92674,41545,51129,24197,12268,11929,27038,13742,13296,27891,14315,13576,32768,16246,16522,32221,15943,16278,29329,14604,14725,30730,15187,15543,31276,15530,15746,28765,14141,14624,25177,12212,12965,26055,12606,13449,29523,14446,15077,32168,15583,16585,29408,14126,15282,24067,11345,12722,17382,7729,9653,10943,4571,6372,10874,3774,7100,39.9,38.8,41.1
050,36,069,New York,Ontario County,1,112465,55393,57072,5355,2692,2663,11457,5879,5578,5516,2842,2674,10106,5119,4987,93008,45455,47553,90137,43980,46157,39738,20106,19632,25428,12821,12607,31349,15455,15894,23254,10585,12669,5355,2692,2663,6110,3144,2966,6659,3411,3248,7359,3739,3620,6951,3546,3405,6208,3232,2976,6356,3211,3145,6584,3274,3310,6280,3104,3176,6439,3227,3212,7677,3799,3878,8765,4257,4508,8468,4172,4296,7637,3683,3954,6342,3036,3306,4123,1916,2207,2543,1072,1471,2609,878,1731,43.6,42.2,45.0
050,36,069,New York,Ontario County,2,112350,55334,57016,5332,2683,2649,11414,5863,5551,5499,2826,2673,10008,5072,4936,92957,45428,47529,90105,43962,46143,39688,20094,19594,25501,12871,12630,31227,15383,15844,23369,10636,12733,5332,2683,2649,6109,3138,2971,6625,3400,3225,7274,3692,3582,6913,3531,3382,6191,3223,2968,6359,3213,3146,6625,3302,3323,6326,3133,3193,6344,3174,3170,7639,3790,3849,8753,4238,4515,8491,4181,4310,7682,3712,3970,6400,3053,3347,4170,1944,2226,2525,1054,1471,2592,873,1719,43.6,42.2,45.1
050,36,069,New York,Ontario County,3,112648,55424,57224,5178,2587,2591,11286,5775,5511,5410,2764,2646,10047,5066,4981,93482,45695,47787,90774,44298,46476,39952,20220,19732,25877,13083,12794,30659,15113,15546,24191,11036,13155,5178,2587,2591,6110,3086,3024,6558,3382,3176,7077,3575,3502,6998,3562,3436,6205,3194,3011,6395,3267,3128,6771,3378,3393,6506,3244,3262,6014,3003,3011,7541,3775,3766,8529,4111,4418,8575,4224,4351,7803,3783,4020,6763,3208,3555,4391,2054,2337,2566,1085,1481,2668,906,1762,43.8,42.5,45.2
050,36,069,New York,Ontario County,4,112509,55424,57085,5136,2571,2565,11077,5668,5409,5405,2791,2614,9798,4945,4853,93559,45776,47783,90891,44394,46497,39744,20164,19580,25905,13142,12763,30250,14913,15337,24938,11394,13544,5136,2571,2565,6043,3051,2992,6398,3331,3067,6948,3517,3431,6891,3505,3386,6065,3139,2926,6372,3275,3097,6832,3422,3410,6636,3306,3330,5948,2974,2974,7365,3687,3678,8242,4012,4230,8695,4240,4455,7951,3847,4104,6690,3166,3524,4904,2301,2603,2708,1174,1534,2685,906,1779,44.2,42.9,45.5
050,36,069,New York,Ontario County,5,112605,55490,57115,5069,2563,2506,10954,5580,5374,5355,2784,2571,9711,4927,4784,93927,45956,47971,91227,44563,46664,39828,20251,19577,26060,13215,12845,29648,14607,15041,25808,11814,13994,5069,2563,2506,6008,3058,2950,6244,3197,3047,6882,3497,3385,6886,3539,3347,6041,3124,2917,6392,3288,3104,6858,3455,3403,6769,3348,3421,5999,3023,2976,7039,3511,3528,7961,3898,4063,8649,4175,4474,8087,3906,4181,6872,3273,3599,5125,2399,2726,2948,1283,1665,2776,953,1823,44.4,43.0,45.8
050,36,069,New York,Ontario County,6,113012,55651,57361,5069,2615,2454,10865,5506,5359,5300,2751,2549,9594,4847,4747,94525,46203,48322,91778,44779,46999,39821,20217,19604,26207,13280,12927,29311,14451,14860,26666,12201,14465,5069,2615,2454,5881,2981,2900,6264,3186,3078,6812,3466,3346,6802,3471,3331,5963,3087,2876,6508,3328,3180,6869,3446,3423,6867,3419,3448,6247,3134,3113,6747,3392,3355,7756,3812,3944,8561,4113,4448,8124,3920,4204,7145,3403,3742,5372,2529,2843,3146,1346,1800,2879,1003,1876,44.6,43.3,46.0
050,36,071,New York,Orange County,1,401318,200360,200958,26733,13692,13041,51815,26562,25253,24800,12849,11951,41136,20937,20199,310418,153691,156727,297970,147257,150713,155630,79270,76360,95896,48694,47202,104535,52206,52329,56403,25420,30983,26733,13692,13041,27637,14118,13519,30380,15654,14726,31435,15794,15641,28299,14782,13517,24066,12505,11561,23395,11887,11508,24454,12250,12204,23981,12052,11929,25101,12493,12608,27474,13713,13761,28050,14006,14044,23910,11994,11916,18865,9086,9779,15179,7105,8074,9948,4494,5454,6202,2595,3607,6209,2140,4069,36.8,35.7,37.9
050,36,071,New York,Orange County,2,400997,200145,200852,26790,13731,13059,51717,26505,25212,24856,12884,11972,41040,20852,20188,310090,153469,156621,297634,147025,150609,155765,79265,76500,96081,48751,47330,104127,51968,52159,56386,25454,30932,26790,13731,13059,27629,14109,13520,30300,15618,14682,31469,15807,15662,28215,14707,13508,24082,12504,11578,23455,11900,11555,24471,12253,12218,24073,12094,11979,24831,12370,12461,27371,13657,13714,27977,13951,14026,23948,11990,11958,18899,9125,9774,15254,7130,8124,9949,4492,5457,6197,2600,3597,6087,2107,3980,36.8,35.7,37.8
050,36,071,New York,Orange County,3,405214,202273,202941,27164,13883,13281,51755,26455,25300,25064,12983,12081,41619,21163,20456,313746,155452,158294,301231,148952,152279,158866,80922,77944,98439,50012,48427,103254,51553,51701,57919,26224,31695,27164,13883,13281,27885,14203,13682,30126,15488,14638,31918,16084,15834,28509,14826,13683,24230,12603,11627,24193,12235,11958,25076,12624,12452,24940,12550,12390,24150,12069,12081,27237,13687,13550,27659,13784,13875,24208,12013,12195,19305,9431,9874,15903,7411,8492,10230,4596,5634,6402,2675,3727,6079,2111,3968,36.7,35.7,37.8
050,36,071,New York,Orange County,4,406677,203034,203643,27374,14031,13343,51759,26455,25304,25301,13081,12220,41271,20997,20274,314899,156019,158880,302243,149467,152776,159745,81348,78397,99491,50520,48971,101998,50876,51122,59483,27074,32409,27374,14031,13343,28110,14353,13757,29967,15352,14615,31845,16085,15760,28409,14743,13666,23934,12417,11517,24598,12428,12170,25372,12831,12541,25587,12844,12743,24023,11971,12052,26706,13473,13233,27057,13474,13583,24212,11958,12254,19762,9757,10005,15763,7295,8468,11144,5038,6106,6703,2816,3887,6111,2168,3943,36.8,35.8,37.9
050,36,071,New York,Orange County,5,408427,203578,204849,27559,13999,13560,51644,26330,25314,25175,12961,12214,41471,21159,20312,316782,156819,159963,304049,150288,153761,160936,81818,79118,100351,50837,49514,101197,50418,50779,61030,27874,33156,27559,13999,13560,28304,14502,13802,29401,14967,14434,31881,16017,15864,28704,14964,13740,23953,12260,11693,24939,12659,12280,25458,12894,12564,26001,13024,12977,24247,12068,12179,26149,13152,12997,26498,13211,13287,24303,11987,12316,20117,9956,10161,15874,7307,8567,11647,5274,6373,7137,3047,4090,6255,2290,3965,36.9,36.0,37.8
050,36,071,New York,Orange County,6,411767,205167,206600,27821,14138,13683,51874,26391,25483,25064,12924,12140,41997,21387,20610,319856,158333,161523,307008,151714,155294,162296,82405,79891,101333,51232,50101,100835,50278,50557,62843,28817,34026,27821,14138,13683,28596,14588,14008,29376,14941,14435,31844,16019,15825,29119,15154,13965,24142,12338,11804,25105,12786,12319,25871,13032,12839,26215,13076,13139,24914,12449,12465,25498,12727,12771,25926,13009,12917,24497,12093,12404,20479,10096,10383,16092,7462,8630,12279,5549,6730,7523,3261,4262,6470,2449,4021,36.9,36.0,37.9
050,36,073,New York,Orleans County,1,40413,20353,20060,1927,998,929,3896,1987,1909,1977,979,998,3432,1817,1615,33660,16904,16756,32613,16389,16224,14691,7611,7080,9740,5044,4696,11949,5975,5974,7492,3553,3939,1927,998,929,2109,1077,1032,2245,1139,1106,2500,1277,1223,2451,1290,1161,2619,1427,1192,2482,1295,1187,2441,1249,1192,2198,1073,1125,2434,1192,1242,2914,1473,1441,3376,1711,1665,3225,1599,1626,2584,1322,1262,2031,993,1038,1278,590,688,809,364,445,790,284,506,43.2,42.0,44.5
050,36,073,New York,Orleans County,2,40069,20198,19871,1923,994,929,3872,1980,1892,1958,968,990,3386,1786,1600,33351,16765,16586,32316,16256,16060,14500,7514,6986,9613,4987,4626,11830,5912,5918,7487,3571,3916,1923,994,929,2091,1071,1020,2238,1136,1102,2471,1257,1214,2416,1270,1146,2568,1400,1168,2453,1281,1172,2415,1237,1178,2177,1069,1108,2371,1162,1209,2883,1455,1428,3349,1696,1653,3227,1599,1628,2617,1339,1278,2043,999,1044,1270,590,680,793,362,431,764,281,483,43.3,42.1,44.5
050,36,073,New York,Orleans County,3,39566,19963,19603,1897,989,908,3843,1988,1855,1897,950,947,3290,1737,1553,32923,16529,16394,31929,16036,15893,14293,7437,6856,9560,4979,4581,11373,5663,5710,7706,3657,4049,1897,989,908,2097,1100,997,2200,1117,1083,2391,1222,1169,2342,1236,1106,2504,1345,1159,2470,1303,1167,2379,1231,1148,2207,1100,1107,2162,1045,1117,2800,1410,1390,3188,1616,1572,3223,1592,1631,2710,1380,1330,2146,1039,1107,1298,600,698,780,353,427,772,285,487,43.3,41.9,44.8
050,36,073,New York,Orleans County,4,39329,19897,19432,1848,952,896,3744,1938,1806,1861,938,923,3197,1670,1527,32845,16559,16286,31876,16069,15807,14233,7439,6794,9628,5065,4563,11121,5562,5559,7930,3772,4158,1848,952,896,2095,1105,990,2102,1067,1035,2313,1176,1137,2292,1198,1094,2420,1321,1099,2525,1343,1182,2374,1228,1146,2309,1173,1136,2087,1018,1069,2723,1375,1348,3056,1532,1524,3255,1637,1618,2804,1401,1403,2141,1055,1086,1422,672,750,799,361,438,764,283,481,43.6,42.2,45.0
050,36,073,New York,Orleans County,5,39390,19872,19518,1816,942,874,3719,1911,1808,1792,914,878,3162,1624,1538,33001,16570,16431,32063,16105,15958,14329,7461,6868,9790,5149,4641,10890,5436,5454,8221,3896,4325,1816,942,874,2108,1106,1002,2026,1031,995,2252,1142,1110,2287,1170,1117,2365,1289,1076,2614,1389,1225,2405,1245,1160,2406,1226,1180,2099,1026,1073,2588,1301,1287,2953,1468,1485,3250,1641,1609,2926,1454,1472,2166,1067,1099,1494,700,794,860,396,464,775,279,496,43.7,42.4,45.1
050,36,073,New York,Orleans County,6,39686,19980,19706,1837,951,886,3667,1863,1804,1760,892,868,3176,1626,1550,33341,16733,16608,32422,16274,16148,14596,7602,6994,10088,5295,4793,10739,5366,5373,8419,3987,4432,1837,951,886,2044,1041,1003,2051,1033,1018,2190,1132,1058,2318,1175,1143,2397,1286,1111,2686,1441,1245,2538,1306,1232,2467,1262,1205,2136,1061,1075,2453,1217,1236,2855,1422,1433,3295,1666,1629,2948,1439,1509,2206,1093,1113,1607,759,848,897,417,480,761,279,482,43.6,42.4,44.8
050,36,075,New York,Oswego County,1,117542,59175,58367,6300,3154,3146,12543,6509,6034,5943,3079,2864,12206,6213,5993,95760,47990,47770,92756,46433,46323,44189,22532,21657,27517,14005,13512,33238,16807,16431,19795,9408,10387,6300,3154,3146,6713,3511,3202,7307,3763,3544,8670,4377,4293,8002,4150,3852,7070,3637,3433,7251,3719,3532,6829,3455,3374,6367,3194,3173,6825,3396,3429,8254,4144,4110,9539,4867,4672,8620,4400,4220,6924,3491,3433,5329,2645,2684,3488,1630,1858,2087,883,1204,1967,759,1208,40.5,39.7,41.2
050,36,075,New York,Oswego County,2,117450,59142,58308,6280,3160,3120,12487,6468,6019,5940,3073,2867,12184,6213,5971,95743,47992,47751,92743,46441,46302,44172,22536,21636,27522,14013,13509,33086,16721,16365,19951,9494,10457,6280,3160,3120,6688,3486,3202,7273,3745,3528,8650,4366,4284,8000,4157,3843,7007,3602,3405,7254,3719,3535,6855,3480,3375,6406,3212,3194,6737,3362,3375,8197,4105,4092,9504,4841,4663,8648,4413,4235,6975,3529,3446,5411,2674,2737,3482,1631,1851,2103,895,1208,1980,765,1215,40.5,39.8,41.3
050,36,075,New York,Oswego County,3,118010,59453,58557,6184,3117,3067,12437,6441,5996,5897,3039,2858,12599,6458,6141,96442,48374,48068,93492,46856,46636,44916,22940,21976,27886,14196,13690,32538,16410,16128,20469,9792,10677,6184,3117,3067,6740,3489,3251,7163,3705,3458,8836,4446,4390,8194,4298,3896,6899,3512,3387,7404,3794,3610,6947,3567,3380,6636,3323,3313,6375,3212,3163,8063,4002,4061,9219,4678,4541,8881,4518,4363,7152,3648,3504,5741,2810,2931,3476,1643,1833,2145,923,1222,1955,768,1187,40.5,39.7,41.2
050,36,075,New York,Oswego County,4,118110,59509,58601,5984,3063,2921,12366,6398,5968,5918,3051,2867,12913,6621,6292,96795,48527,48268,93842,46997,46845,45418,23224,22194,28067,14307,13760,31758,15953,15805,21104,10116,10988,5984,3063,2921,6762,3460,3302,7084,3693,3391,8955,4488,4467,8396,4429,3967,6767,3466,3301,7422,3775,3647,7067,3603,3464,6811,3463,3348,6140,3075,3065,7754,3844,3910,8924,4508,4416,8940,4526,4414,7372,3787,3585,5729,2775,2954,3823,1835,1988,2247,981,1266,1933,738,1195,40.4,39.7,41.2
050,36,075,New York,Oswego County,5,117889,59387,58502,5857,3026,2831,12265,6308,5957,5883,3032,2851,12741,6575,6166,96847,48538,48309,93884,47021,46863,45358,23248,22110,28170,14384,13786,31183,15622,15561,21790,10440,11350,5857,3026,2831,6730,3416,3314,6971,3635,3336,8867,4450,4417,8321,4414,3907,6710,3439,3271,7382,3763,3619,7152,3647,3505,6926,3535,3391,6179,3087,3092,7393,3643,3750,8617,4360,4257,8994,4532,4462,7580,3890,3690,5854,2825,3029,3982,1931,2051,2429,1063,1366,1945,731,1214,40.7,39.9,41.6
050,36,075,New York,Oswego County,6,118305,59620,58685,5808,3035,2773,12154,6206,5948,5922,3073,2849,12718,6520,6198,97429,48851,48578,94421,47306,47115,45480,23339,22141,28287,14504,13783,30758,15415,15343,22658,10867,11791,5808,3035,2773,6658,3337,3321,6943,3627,3316,8879,4476,4403,8314,4359,3955,6667,3457,3210,7347,3743,3604,7281,3720,3561,6992,3584,3408,6326,3168,3158,7026,3453,3573,8324,4198,4126,9082,4596,4486,7839,4001,3838,6020,2925,3095,4208,2051,2157,2554,1124,1430,2037,766,1271,40.9,40.1,41.8
050,36,077,New York,Otsego County,1,58515,28527,29988,2397,1254,1143,4609,2384,2225,2233,1078,1155,10166,4612,5554,50503,24418,26085,49276,23811,25465,23412,11324,12088,11509,5870,5639,15252,7553,7699,12349,5776,6573,2397,1254,1143,2486,1289,1197,2619,1331,1288,5292,2366,2926,6611,3088,3523,3003,1504,1499,2790,1450,1340,2964,1504,1460,2752,1412,1340,3028,1514,1514,3529,1761,1768,4248,2122,2126,4447,2156,2291,3940,1906,2034,3288,1635,1653,2251,1062,1189,1415,631,784,1455,542,913,41.9,41.6,42.2
050,36,077,New York,Otsego County,2,58366,28472,29894,2392,1244,1148,4570,2369,2201,2211,1067,1144,10156,4616,5540,50403,24387,26016,49193,23792,25401,23384,11323,12061,11518,5880,5638,15152,7515,7637,12367,5781,6586,2392,1244,1148,2467,1282,1185,2604,1327,1277,5241,2342,2899,6625,3101,3524,3000,1508,1492,2796,1452,1344,2948,1500,1448,2774,1420,1354,2986,1493,1493,3506,1752,1754,4205,2103,2102,4455,2167,2288,3945,1900,2045,3324,1656,1668,2250,1057,1193,1410,633,777,1438,535,903,41.9,41.6,42.2
050,36,077,New York,Otsego County,3,60722,29439,31283,2433,1239,1194,4501,2363,2138,2175,1064,1111,12543,5579,6964,52785,25340,27445,51613,24773,26840,25912,12347,13565,11718,5971,5747,14776,7359,7417,12576,5864,6712,2433,1239,1194,2476,1282,1194,2549,1348,1201,6497,2788,3709,7697,3588,4109,3008,1504,1504,2854,1459,1395,2959,1525,1434,2897,1483,1414,2813,1400,1413,3485,1754,1731,4019,2003,2016,4459,2202,2257,3968,1887,2081,3522,1760,1762,2255,1042,1213,1464,658,806,1367,517,850,39.8,40.0,39.7
050,36,077,New York,Otsego County,4,60408,29303,31105,2393,1212,1181,4432,2329,2103,2135,1063,1072,12376,5501,6875,52555,25237,27318,51448,24699,26749,25804,12326,13478,11805,6019,5786,14411,7192,7219,12856,5987,6869,2393,1212,1181,2448,1256,1192,2496,1330,1166,6350,2754,3596,7649,3553,4096,2963,1505,1458,2904,1466,1438,2964,1525,1439,2974,1523,1451,2723,1373,1350,3404,1704,1700,3869,1927,1942,4415,2188,2227,4028,1907,2121,3474,1727,1747,2456,1145,1311,1519,676,843,1379,532,847,40.1,40.2,40.0
050,36,077,New York,Otsego County,5,60519,29320,31199,2334,1182,1152,4369,2279,2090,2153,1086,1067,12630,5546,7084,52807,25350,27457,51663,24773,26890,26138,12436,13702,11847,6062,5785,14025,7037,6988,13161,6128,7033,2334,1182,1152,2418,1229,1189,2443,1308,1135,6508,2798,3710,7783,3576,4207,2921,1506,1415,2983,1497,1486,2950,1542,1408,2993,1517,1476,2746,1397,1349,3276,1627,1649,3666,1831,1835,4337,2182,2155,4102,1934,2168,3477,1714,1763,2568,1208,1360,1626,735,891,1388,537,851,39.9,40.1,39.7
050,36,077,New York,Otsego County,6,60524,29336,31188,2260,1129,1131,4340,2268,2072,2147,1111,1036,12654,5555,7099,52958,25422,27536,51777,24828,26949,26207,12480,13727,11881,6075,5806,13712,6911,6801,13530,6287,7243,2260,1129,1131,2403,1245,1158,2412,1284,1128,6509,2821,3688,7817,3584,4233,2890,1494,1396,3038,1543,1495,2949,1541,1408,3004,1497,1507,2786,1435,1351,3104,1540,1564,3570,1786,1784,4252,2150,2102,4179,1989,2190,3546,1721,1825,2705,1294,1411,1674,732,942,1426,551,875,40.0,40.1,39.8
