SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,36,029,New York,Erie County,6,950602,463126,487476,47805,24382,23423,97029,49748,47281,44187,22543,21644,84579,42697,41882,784013,377956,406057,761581,366453,395128,371327,185611,185716,253466,125895,127571,229805,111990,117815,193731,85871,107860,47805,24382,23423,53622,27509,26113,54312,27763,26549,57713,29441,28272,60148,30275,29873,61381,30542,30839,66380,33204,33176,66672,32899,33773,59033,29250,29783,50579,24933,25646,53634,26289,27345,60047,29231,30816,65545,31537,34008,63365,29990,33375,49955,23118,26837,36419,16242,20177,23040,9441,13599,20952,7080,13872,40.6,39.3,41.9
050,36,031,New York,Essex County,1,37379,19214,18165,1488,759,729,2948,1482,1466,1702,979,723,2404,1314,1090,32090,16484,15606,31241,15994,15247,12081,6633,5448,8383,4564,3819,11221,5691,5530,9233,4425,4808,1488,759,729,1532,765,767,1824,941,883,1950,1114,836,1748,955,793,2070,1166,904,2139,1156,983,2137,1186,951,2037,1056,981,2236,1172,1064,2575,1298,1277,3126,1528,1598,3284,1693,1591,3062,1558,1504,2367,1167,1200,1667,825,842,1056,461,595,1081,414,667,49.1,47.4,50.8
050,36,031,New York,Essex County,2,37288,19121,18167,1488,749,739,2918,1462,1456,1703,980,723,2388,1302,1086,32034,16424,15610,31179,15930,15249,12035,6577,5458,8349,4520,3829,11169,5668,5501,9273,4440,4833,1488,749,739,1514,754,760,1809,933,876,1946,1110,836,1740,947,793,2059,1156,903,2120,1136,984,2136,1180,956,2034,1048,986,2210,1156,1054,2552,1288,1264,3119,1525,1594,3288,1699,1589,3069,1552,1517,2411,1193,1218,1663,824,839,1059,463,596,1071,408,663,49.2,47.6,50.8
050,36,031,New York,Essex County,3,37246,19138,18108,1446,727,719,2866,1442,1424,1669,947,722,2336,1282,1054,32125,16511,15614,31265,16022,15243,12117,6608,5509,8495,4599,3896,10963,5584,5379,9471,4557,4914,1446,727,719,1529,783,746,1720,879,841,1907,1068,839,1715,941,774,2085,1170,915,2144,1155,989,2183,1199,984,2083,1075,1008,2130,1114,1016,2505,1285,1220,2996,1460,1536,3332,1725,1607,3086,1546,1540,2580,1300,1280,1653,820,833,1107,488,619,1045,403,642,49.3,47.8,51.0
050,36,031,New York,Essex County,4,36788,18852,17936,1366,685,681,2792,1407,1385,1630,930,700,2274,1237,1037,31855,16310,15545,31000,15830,15170,11857,6442,5415,8324,4493,3831,10670,5403,5267,9732,4697,5035,1366,685,681,1493,769,724,1670,856,814,1884,1052,832,1649,897,752,1992,1115,877,2141,1151,990,2119,1151,968,2072,1076,996,2045,1034,1011,2457,1272,1185,2886,1431,1455,3282,1666,1616,3137,1581,1556,2597,1315,1282,1797,884,913,1158,531,627,1043,386,657,49.9,48.4,51.5
050,36,031,New York,Essex County,5,36796,18852,17944,1317,667,650,2742,1370,1372,1595,900,695,2240,1204,1036,31959,16366,15593,31142,15915,15227,11832,6431,5401,8373,4537,3836,10491,5307,5184,10038,4867,5171,1317,667,650,1502,763,739,1616,817,799,1833,1029,804,1626,865,761,1954,1074,880,2163,1203,960,2148,1156,992,2108,1104,1004,2032,1022,1010,2408,1240,1168,2789,1405,1384,3262,1640,1622,3170,1595,1575,2700,1373,1327,1879,917,962,1232,589,643,1057,393,664,50.2,48.7,51.8
050,36,031,New York,Essex County,6,36744,18836,17908,1270,657,613,2650,1340,1310,1593,896,697,2253,1198,1055,32042,16408,15634,31231,15943,15288,11869,6450,5419,8406,4559,3847,10280,5170,5110,10292,5016,5276,1270,657,613,1479,755,724,1554,788,766,1827,1024,803,1636,867,769,1914,1063,851,2160,1201,959,2194,1157,1037,2138,1138,1000,2037,1022,1015,2337,1221,1116,2689,1349,1340,3217,1578,1639,3236,1638,1598,2750,1394,1356,1960,961,999,1270,604,666,1076,419,657,50.4,48.8,52.0
050,36,033,New York,Franklin County,1,47559,25372,22187,2355,1194,1161,5041,2620,2421,2309,1213,1096,3930,2349,1581,38982,20945,18037,37854,20345,17509,17805,10256,7549,12169,7003,5166,13102,6881,6221,8653,4112,4541,2355,1194,1161,2690,1408,1282,2954,1521,1433,2786,1532,1254,2850,1721,1129,3156,1876,1280,3117,1800,1317,3099,1712,1387,2797,1615,1182,2869,1572,1297,3163,1707,1456,3595,1843,1752,3475,1759,1716,2880,1453,1427,2291,1155,1136,1550,755,795,953,398,555,979,351,628,41.3,39.8,43.6
050,36,033,New York,Franklin County,2,47248,25040,22208,2368,1210,1158,5005,2599,2406,2320,1215,1105,3880,2291,1589,38687,20618,18069,37555,20016,17539,17578,10004,7574,11983,6807,5176,12999,6795,6204,8693,4123,4570,2368,1210,1158,2668,1388,1280,2942,1520,1422,2787,1528,1259,2808,1669,1139,3089,1808,1281,3068,1748,1320,3055,1665,1390,2771,1586,1185,2813,1532,1281,3126,1673,1453,3574,1826,1748,3486,1764,1722,2909,1462,1447,2312,1166,1146,1540,744,796,957,400,557,975,351,624,41.5,40.0,43.6
050,36,033,New York,Franklin County,3,46797,24583,22214,2333,1189,1144,4847,2511,2336,2371,1224,1147,3823,2209,1614,38401,20263,18138,37246,19659,17587,17355,9709,7646,11776,6594,5182,12707,6613,6094,8940,4243,4697,2333,1189,1144,2560,1297,1263,2902,1532,1370,2815,1523,1292,2764,1592,1172,2986,1721,1265,3010,1702,1308,3007,1610,1397,2773,1561,1212,2679,1449,1230,3022,1596,1426,3466,1759,1707,3540,1809,1731,2977,1478,1499,2431,1238,1193,1549,748,801,1000,426,574,983,353,630,41.8,40.4,43.6
050,36,033,New York,Franklin County,4,46072,23982,22090,2311,1177,1134,4730,2434,2296,2387,1235,1152,3687,2108,1579,37822,19742,18080,36644,19136,17508,16940,9309,7631,11467,6285,5182,12348,6393,5955,9142,4350,4792,2311,1177,1134,2520,1276,1244,2811,1477,1334,2826,1515,1311,2647,1509,1138,2874,1619,1255,2897,1625,1272,2912,1529,1383,2784,1512,1272,2586,1400,1186,2918,1516,1402,3311,1685,1626,3533,1792,1741,3043,1497,1546,2417,1244,1173,1702,820,882,1014,439,575,966,350,616,42.1,40.9,43.6
050,36,033,New York,Franklin County,5,46276,24204,22072,2259,1171,1088,4651,2399,2252,2364,1207,1157,3765,2182,1583,38204,20035,18169,37002,19427,17575,17186,9531,7655,11620,6427,5193,12146,6300,5846,9471,4518,4953,2259,1171,1088,2472,1256,1216,2742,1428,1314,2864,1537,1327,2702,1567,1135,2799,1593,1206,2971,1697,1274,2933,1570,1363,2917,1567,1350,2597,1440,1157,2875,1490,1385,3213,1635,1578,3461,1735,1726,3158,1559,1599,2490,1264,1226,1799,877,922,1033,449,584,991,369,622,42.3,40.9,44.0
050,36,033,New York,Franklin County,6,47086,24986,22100,2202,1151,1051,4581,2355,2226,2319,1206,1113,3955,2341,1614,39190,20905,18285,37984,20274,17710,17913,10203,7710,12200,6955,5245,12071,6315,5756,9758,4663,5095,2202,1151,1051,2455,1252,1203,2687,1402,1285,2837,1524,1313,2876,1724,1152,2936,1737,1199,3161,1863,1298,3047,1690,1357,3056,1665,1391,2700,1531,1169,2827,1489,1338,3122,1609,1513,3422,1686,1736,3241,1623,1618,2562,1283,1279,1859,896,963,1101,499,602,995,362,633,42.2,40.5,44.2
050,36,035,New York,Fulton County,1,53337,26707,26630,2640,1382,1258,5592,2846,2746,2584,1327,1257,3966,2065,1901,43817,21814,22003,42521,21152,21369,18582,9584,8998,12690,6537,6153,15276,7740,7536,10589,4810,5779,2640,1382,1258,2954,1529,1425,3296,1662,1634,3045,1571,1474,2847,1476,1371,3144,1655,1489,3137,1620,1517,3317,1691,1626,3092,1571,1521,3322,1704,1618,3765,1918,1847,4200,2132,2068,3989,1986,2003,3477,1709,1768,2841,1375,1466,1876,829,1047,1183,509,674,1212,388,824,43.6,42.4,45.0
050,36,035,New York,Fulton County,2,53111,26577,26534,2612,1370,1242,5561,2836,2725,2585,1315,1270,3957,2057,1900,43644,21712,21932,42353,21056,21297,18521,9522,8999,12636,6486,6150,15177,7693,7484,10583,4820,5763,2612,1370,1242,2935,1521,1414,3283,1651,1632,3041,1562,1479,2844,1474,1370,3106,1631,1475,3136,1615,1521,3288,1661,1627,3106,1579,1527,3255,1666,1589,3750,1917,1833,4177,2118,2059,3995,1992,2003,3489,1714,1775,2865,1385,1480,1886,843,1043,1157,495,662,1186,383,803,43.6,42.5,44.9
050,36,035,New York,Fulton County,3,52751,26310,26441,2514,1325,1189,5496,2817,2679,2615,1324,1291,3926,2022,1904,43405,21498,21907,42126,20844,21282,18462,9409,9053,12599,6399,6200,14893,7532,7361,10708,4891,5817,2514,1325,1189,2917,1508,1409,3257,1645,1612,3017,1550,1467,2846,1460,1386,2987,1557,1430,3152,1607,1545,3263,1615,1648,3197,1620,1577,3061,1549,1512,3689,1888,1801,4078,2066,2012,4065,2029,2036,3522,1732,1790,2968,1427,1541,1910,867,1043,1130,477,653,1178,388,790,43.8,42.7,44.9
050,36,035,New York,Fulton County,4,52245,25927,26318,2511,1310,1201,5284,2704,2580,2670,1336,1334,3820,1971,1849,43079,21248,21831,41780,20577,21203,18229,9231,8998,12440,6261,6179,14624,7387,7237,10896,4958,5938,2511,1310,1201,2862,1466,1396,3123,1575,1548,2976,1529,1447,2813,1441,1372,2923,1503,1420,3087,1548,1539,3229,1594,1635,3201,1616,1585,2962,1501,1461,3627,1846,1781,3996,2013,1983,4039,2027,2012,3558,1757,1801,2955,1373,1582,2059,961,1098,1164,475,689,1160,392,768,44.1,43.1,45.1
050,36,035,New York,Fulton County,5,52253,25955,26298,2529,1311,1218,5187,2668,2519,2658,1333,1325,3807,1978,1829,43193,21313,21880,41879,20643,21236,18323,9285,9038,12499,6299,6200,14458,7297,7161,11115,5069,6046,2529,1311,1218,2822,1446,1376,3006,1547,1459,3034,1559,1475,2790,1427,1363,2977,1552,1425,3035,1520,1515,3253,1612,1641,3234,1615,1619,3042,1554,1488,3533,1781,1752,3879,1944,1935,4004,2018,1986,3593,1782,1811,2954,1373,1581,2141,1001,1140,1251,511,740,1176,402,774,44.1,43.1,45.2
050,36,035,New York,Fulton County,6,52073,25868,26205,2490,1313,1177,5131,2620,2511,2617,1299,1318,3805,1992,1813,43195,21295,21900,41835,20636,21199,18244,9250,8994,12440,6276,6164,14244,7148,7096,11346,5220,6126,2490,1313,1177,2781,1419,1362,2968,1518,1450,3008,1519,1489,2796,1455,1341,2920,1523,1397,3046,1521,1525,3226,1617,1609,3248,1615,1633,3058,1531,1527,3410,1731,1679,3756,1879,1877,4020,2007,2013,3616,1795,1821,2969,1414,1555,2267,1069,1198,1306,531,775,1188,411,777,44.3,43.3,45.4
050,36,037,New York,Genesee County,1,58393,29193,29200,3043,1535,1508,6223,3079,3144,2904,1531,1373,4523,2300,2223,47652,23809,23843,46223,23048,23175,20540,10645,9895,13844,7205,6639,16741,8437,8304,11115,5106,6009,3043,1535,1508,3332,1615,1717,3622,1855,1767,3502,1809,1693,3194,1631,1563,3682,1970,1712,3471,1814,1657,3538,1807,1731,3153,1614,1539,3472,1760,1712,4128,2081,2047,4601,2321,2280,4540,2275,2265,3560,1770,1790,2767,1339,1428,1964,926,1038,1349,576,773,1475,495,980,42.8,41.6,44.0
050,36,037,New York,Genesee County,2,58315,29154,29161,3046,1538,1508,6182,3055,3127,2913,1524,1389,4511,2307,2204,47612,23797,23815,46174,23037,23137,20552,10665,9887,13863,7218,6645,16641,8385,8256,11159,5127,6032,3046,1538,1508,3312,1603,1709,3605,1836,1769,3503,1814,1689,3186,1633,1553,3670,1957,1713,3477,1819,1658,3548,1819,1729,3168,1623,1545,3411,1725,1686,4108,2077,2031,4576,2305,2271,4546,2278,2268,3591,1785,1806,2773,1340,1433,1970,930,1040,1351,579,772,1474,493,981,42.8,41.6,44.0
050,36,037,New York,Genesee County,3,57902,28995,28907,2932,1494,1438,6031,2971,3060,2937,1513,1424,4457,2342,2115,47453,23772,23681,46002,23017,22985,20608,10739,9869,13951,7254,6697,16320,8223,8097,11274,5198,6076,2932,1494,1438,3240,1584,1656,3528,1757,1771,3533,1843,1690,3124,1642,1482,3527,1877,1650,3560,1849,1711,3575,1858,1717,3289,1670,1619,3201,1619,1582,4078,2057,2021,4435,2236,2199,4606,2311,2295,3708,1856,1852,2837,1359,1478,1961,932,1029,1343,567,776,1425,484,941,42.8,41.7,44.1
050,36,037,New York,Genesee County,4,57482,28780,28702,2944,1479,1465,5865,2901,2964,2922,1503,1419,4363,2291,2072,47215,23657,23558,45751,22897,22854,20526,10682,9844,13951,7254,6697,15826,7970,7856,11611,5382,6229,2944,1479,1465,3142,1563,1579,3433,1704,1729,3498,1788,1710,3077,1640,1437,3373,1769,1604,3592,1900,1692,3590,1866,1724,3396,1719,1677,3120,1594,1526,3874,1953,1921,4304,2157,2147,4528,2266,2262,3850,1932,1918,2827,1335,1492,2102,1008,1094,1402,609,793,1430,498,932,43.0,41.9,44.1
050,36,037,New York,Genesee County,5,57634,28878,28756,2932,1427,1505,5864,2934,2930,2902,1489,1413,4406,2288,2118,47427,23802,23625,45936,23028,22908,20771,10829,9942,14168,7404,6764,15435,7770,7665,11927,5566,6361,2932,1427,1505,3172,1613,1559,3397,1673,1724,3518,1795,1723,3085,1630,1455,3354,1744,1610,3689,1972,1717,3605,1894,1711,3520,1794,1726,3076,1576,1500,3732,1879,1853,4180,2087,2093,4447,2228,2219,3983,1975,2008,2919,1418,1501,2133,999,1134,1471,675,796,1421,499,922,42.9,41.9,43.8
050,36,037,New York,Genesee County,6,57604,28875,28729,2848,1393,1455,5823,2926,2897,2866,1448,1418,4473,2311,2162,47538,23864,23674,46067,23108,22959,20894,10833,10061,14227,7407,6820,15151,7648,7503,12216,5742,6474,2848,1393,1455,3174,1621,1553,3321,1638,1683,3526,1778,1748,3141,1648,1493,3270,1703,1567,3754,1978,1776,3611,1924,1687,3592,1802,1790,3076,1602,1474,3596,1828,1768,4073,2033,2040,4406,2185,2221,4015,1975,2040,3023,1484,1539,2211,1034,1177,1520,723,797,1447,526,921,43.0,42.0,43.9
050,36,039,New York,Greene County,1,47932,24880,23052,2091,1074,1017,3957,2017,1940,1895,1033,862,3964,2511,1453,40991,21309,19682,39989,20756,19233,16344,9133,7211,10929,5820,5109,14195,7244,6951,10901,5181,5720,2091,1074,1017,2130,1093,1037,2271,1155,1116,2548,1534,1014,2867,1779,1088,2817,1518,1299,2856,1525,1331,2653,1407,1246,2603,1370,1233,2938,1489,1449,3353,1757,1596,3985,2022,1963,3919,1976,1943,3401,1670,1731,2981,1452,1529,2078,1004,1074,1224,574,650,1217,481,736,47.0,44.9,49.1
050,36,039,New York,Greene County,2,47761,24721,23040,2097,1069,1028,3939,2013,1926,1888,1030,858,3887,2432,1455,40829,21161,19668,39837,20609,19228,16220,9003,7217,10894,5775,5119,14126,7199,6927,10930,5203,5727,2097,1069,1028,2117,1092,1025,2271,1155,1116,2510,1504,1006,2816,1724,1092,2789,1494,1295,2855,1520,1335,2660,1404,1256,2590,1357,1233,2906,1468,1438,3325,1737,1588,3965,2012,1953,3930,1982,1948,3419,1676,1743,2996,1472,1524,2081,1001,1080,1222,575,647,1212,479,733,47.1,45.1,49.1
050,36,039,New York,Greene County,3,47898,24604,23294,2121,1089,1032,3869,1973,1896,1852,998,854,3631,2198,1433,41009,21070,19939,40056,20544,19512,16280,8878,7402,11251,5916,5335,13974,7091,6883,11200,5339,5861,2121,1089,1032,2075,1070,1005,2248,1137,1111,2371,1384,987,2658,1578,1080,2760,1456,1304,2972,1587,1385,2868,1492,1376,2651,1381,1270,2849,1445,1404,3265,1677,1588,3858,1958,1900,4002,2011,1991,3448,1683,1765,3126,1546,1580,2146,1026,1120,1247,583,664,1233,501,732,47.2,45.5,49.0
050,36,039,New York,Greene County,4,47388,24236,23152,2074,1079,995,3805,1937,1868,1790,958,832,3388,2051,1337,40620,20760,19860,39719,20262,19457,16010,8701,7309,11279,5921,5358,13524,6794,6730,11528,5496,6032,2074,1079,995,2056,1049,1007,2196,1117,1079,2259,1315,944,2472,1465,1007,2614,1374,1240,3010,1568,1442,2945,1560,1385,2710,1419,1291,2758,1406,1352,3097,1552,1545,3701,1856,1845,3968,1980,1988,3517,1756,1761,3100,1494,1606,2358,1134,1224,1298,613,685,1255,499,756,47.5,45.7,49.4
050,36,039,New York,Greene County,5,47096,24139,22957,2044,1073,971,3755,1939,1816,1738,916,822,3376,2062,1314,40446,20695,19751,39559,20211,19348,16057,8780,7277,11349,6007,5342,13102,6569,6533,11732,5573,6159,2044,1073,971,2041,1035,1006,2120,1109,1011,2232,1299,933,2476,1474,1002,2597,1384,1213,2995,1566,1429,2963,1568,1395,2794,1489,1305,2701,1378,1323,2965,1455,1510,3489,1768,1721,3947,1968,1979,3550,1785,1765,3100,1477,1623,2407,1157,1250,1414,665,749,1261,489,772,47.5,45.3,49.6
050,36,039,New York,Greene County,6,46903,24141,22762,1940,1025,915,3706,1930,1776,1778,928,850,3365,2110,1255,40412,20767,19645,39479,20258,19221,16095,8892,7203,11389,6062,5327,12800,6439,6361,11925,5647,6278,1940,1025,915,2034,1028,1006,2109,1110,999,2237,1321,916,2469,1509,960,2483,1350,1133,3060,1601,1459,3016,1577,1439,2830,1534,1296,2707,1414,1293,2912,1423,1489,3295,1674,1621,3886,1928,1958,3585,1789,1796,3097,1492,1605,2432,1152,1280,1549,712,837,1262,502,760,47.4,45.1,49.9
050,36,041,New York,Hamilton County,1,5095,2589,2506,138,66,72,325,172,153,206,106,100,292,157,135,4532,2298,2234,4426,2245,2181,1264,639,625,813,401,412,1675,849,826,1646,838,808,138,66,72,176,88,88,196,109,87,245,126,119,206,112,94,198,94,104,171,84,87,226,110,116,218,113,105,283,145,138,332,171,161,491,254,237,569,279,290,585,299,286,480,252,228,294,153,141,145,74,71,142,60,82,56.7,56.6,56.8
050,36,041,New York,Hamilton County,2,5070,2575,2495,139,64,75,322,173,149,204,106,98,291,156,135,4511,2287,2224,4405,2232,2173,1254,633,621,806,396,410,1662,843,819,1646,837,809,139,64,75,177,91,86,192,107,85,243,124,119,205,113,92,190,88,102,171,85,86,224,110,114,221,113,108,279,145,134,326,166,160,490,255,235,567,277,290,581,298,283,485,254,231,292,151,141,145,74,71,143,60,83,56.8,56.7,57.0
050,36,041,New York,Hamilton County,3,5114,2587,2527,141,54,87,330,177,153,196,106,90,293,158,135,4554,2306,2248,4447,2250,2197,1288,654,634,840,414,426,1625,817,808,1689,861,828,141,54,87,189,99,90,182,102,80,239,123,116,209,117,92,192,85,107,186,95,91,214,108,106,248,126,122,262,133,129,319,160,159,469,245,224,575,279,296,581,297,284,503,267,236,310,158,152,152,79,73,143,60,83,57.0,56.9,57.0
050,36,041,New York,Hamilton County,4,5108,2574,2534,131,48,83,335,173,162,171,96,75,296,149,147,4566,2307,2259,4471,2257,2214,1283,644,639,851,421,430,1599,810,789,1725,877,848,131,48,83,181,93,88,189,102,87,222,117,105,210,106,104,187,87,100,200,103,97,210,104,106,254,127,127,238,124,114,340,160,180,462,243,219,559,283,276,594,291,303,501,265,236,321,165,156,175,95,80,134,61,73,57.3,57.5,56.9
050,36,041,New York,Hamilton County,5,5070,2562,2508,126,46,80,331,166,165,157,90,67,289,147,142,4537,2306,2231,4456,2260,2196,1269,653,616,861,437,424,1531,776,755,1775,900,875,126,46,80,176,89,87,193,98,95,203,112,91,205,104,101,183,91,92,214,109,105,207,110,97,257,127,130,243,125,118,330,154,176,429,224,205,529,273,256,605,296,309,520,266,254,326,171,155,188,104,84,136,63,73,57.6,57.9,57.2
050,36,041,New York,Hamilton County,6,5082,2579,2503,129,49,80,325,164,161,146,79,67,292,145,147,4558,2329,2229,4482,2287,2195,1280,662,618,874,454,420,1497,757,740,1819,931,888,129,49,80,163,82,81,194,98,96,190,101,89,216,107,109,194,104,90,216,107,109,206,113,93,258,130,128,249,125,124,313,145,168,408,216,192,527,271,256,585,292,293,529,268,261,374,199,175,196,107,89,135,65,70,57.8,58.2,57.3
050,36,043,New York,Herkimer County,1,60140,29994,30146,3005,1556,1449,6379,3233,3146,3100,1569,1531,4644,2417,2227,49243,24438,24805,47656,23636,24020,20436,10426,10010,13443,6823,6620,16874,8480,8394,12695,5916,6779,3005,1556,1449,3357,1697,1660,3773,1919,1854,3784,1945,1839,3209,1658,1551,3483,1763,1720,3363,1713,1650,3396,1729,1667,3201,1618,1583,3565,1802,1763,3887,1950,1937,4780,2390,2390,4642,2338,2304,4127,2043,2084,3388,1682,1706,2230,1049,1181,1439,614,825,1511,528,983,44.2,43.1,45.3
050,36,043,New York,Herkimer County,2,60031,29945,30086,3008,1559,1449,6337,3210,3127,3091,1560,1531,4651,2422,2229,49176,24410,24766,47595,23616,23979,20425,10429,9996,13437,6830,6607,16783,8432,8351,12724,5932,6792,3008,1559,1449,3339,1686,1653,3752,1907,1845,3773,1936,1837,3215,1663,1552,3451,1750,1701,3375,1724,1651,3402,1731,1671,3209,1625,1584,3517,1776,1741,3869,1936,1933,4750,2382,2368,4647,2338,2309,4132,2043,2089,3426,1695,1731,2229,1057,1172,1430,607,823,1507,530,977,44.2,43.0,45.3
050,36,043,New York,Herkimer County,3,60020,29992,30028,3032,1585,1447,6239,3186,3053,3077,1529,1548,4712,2448,2264,49206,24449,24757,47672,23692,23980,20581,10498,10083,13576,6905,6671,16470,8291,8179,12914,6048,6866,3032,1585,1447,3290,1688,1602,3733,1882,1851,3732,1902,1830,3273,1691,1582,3389,1719,1670,3458,1784,1674,3406,1728,1678,3323,1674,1649,3377,1713,1664,3830,1913,1917,4581,2320,2261,4682,2345,2337,4121,2037,2084,3627,1790,1837,2262,1082,1180,1391,592,799,1513,547,966,44.0,42.9,45.1
050,36,043,New York,Herkimer County,4,59576,29804,29772,2921,1525,1396,6144,3181,2963,3105,1558,1547,4671,2430,2241,48945,24318,24627,47406,23540,23866,20550,10484,10066,13555,6889,6666,16057,8096,7961,13123,6125,6998,2921,1525,1396,3290,1720,1570,3635,1854,1781,3760,1901,1859,3235,1694,1541,3223,1636,1587,3462,1770,1692,3411,1728,1683,3459,1755,1704,3274,1649,1625,3751,1874,1877,4367,2210,2157,4665,2363,2302,4114,2017,2097,3620,1781,1839,2448,1175,1273,1451,618,833,1490,534,956,44.0,42.9,45.2
050,36,043,New York,Herkimer County,5,59571,29841,29730,2904,1509,1395,6069,3157,2912,3069,1554,1515,4669,2435,2234,49085,24407,24678,47529,23621,23908,20706,10573,10133,13699,6958,6741,15721,7910,7811,13440,6318,7122,2904,1509,1395,3301,1736,1565,3499,1795,1704,3742,1893,1849,3265,1722,1543,3230,1637,1593,3521,1802,1719,3415,1719,1696,3533,1800,1733,3219,1626,1593,3658,1832,1826,4179,2116,2063,4665,2336,2329,4164,2055,2109,3644,1793,1851,2600,1261,1339,1537,661,876,1495,548,947,44.1,43.0,45.2
050,36,043,New York,Herkimer County,6,59585,29892,29693,2932,1511,1421,6003,3123,2880,2981,1516,1465,4738,2469,2269,49233,24525,24708,47669,23742,23927,20752,10653,10099,13727,7031,6696,15406,7729,7677,13798,6513,7285,2932,1511,1421,3230,1684,1546,3467,1802,1665,3698,1887,1811,3327,1735,1592,3181,1657,1524,3541,1810,1731,3525,1766,1759,3480,1798,1682,3225,1602,1623,3607,1832,1775,3940,1994,1946,4634,2301,2333,4249,2110,2139,3661,1795,1866,2770,1341,1429,1616,716,900,1502,551,951,44.2,43.1,45.3
050,36,045,New York,Jefferson County,1,116716,61475,55241,8698,4498,4200,13930,7099,6831,5381,2695,2686,14248,8936,5312,91368,48493,42875,88707,47183,41524,51091,29075,22016,32855,18164,14691,24977,12432,12545,16627,7651,8976,8698,4498,4200,7828,3978,3850,7495,3841,3654,6802,3652,3150,11434,7259,4175,10394,6107,4287,8535,4656,3879,7808,4166,3642,6118,3235,2883,5626,2859,2767,6115,3078,3037,6787,3336,3451,6449,3159,3290,5394,2606,2788,4554,2201,2353,3041,1445,1596,1783,772,1011,1855,627,1228,33.3,31.4,35.6
050,36,045,New York,Jefferson County,2,116071,61061,55010,8621,4460,4161,13877,7068,6809,5393,2707,2686,14128,8850,5278,90843,48140,42703,88180,46826,41354,50680,28787,21893,32553,17948,14605,24765,12321,12444,16734,7707,9027,8621,4460,4161,7811,3966,3845,7460,3820,3640,6854,3684,3170,11273,7155,4118,10260,6011,4249,8449,4608,3841,7745,4115,3630,6099,3214,2885,5527,2800,2727,6059,3046,3013,6731,3315,3416,6448,3160,3288,5428,2615,2813,4598,2222,2376,3060,1455,1605,1778,772,1006,1870,643,1227,33.4,31.5,35.6
050,36,045,New York,Jefferson County,3,116925,61707,55218,8527,4393,4134,13892,7090,6802,5470,2811,2659,14683,9288,5395,91689,48747,42942,89036,47413,41623,51744,29578,22166,33033,18234,14799,24194,11975,12219,17126,7916,9210,8527,4393,4134,7855,4052,3803,7479,3793,3686,6919,3770,3149,11792,7574,4218,10348,6087,4261,8544,4667,3877,7830,4140,3690,6311,3340,2971,5247,2644,2603,5921,2950,2971,6519,3223,3296,6507,3158,3349,5555,2654,2901,4758,2323,2435,3132,1483,1649,1842,815,1027,1839,641,1198,33.1,31.2,35.6
050,36,045,New York,Jefferson County,4,115487,60808,54679,8437,4380,4057,13732,7073,6659,5441,2823,2618,13925,8655,5270,90502,47906,42596,87877,46532,41345,50842,28859,21983,32915,18112,14803,23519,11665,11854,17518,8100,9418,8437,4380,4057,7828,4083,3745,7343,3721,3622,6801,3730,3071,11126,7017,4109,10195,5949,4246,8562,4671,3891,7725,4073,3652,6433,3419,3014,5137,2588,2549,5669,2836,2833,6255,3087,3168,6458,3154,3304,5711,2713,2998,4685,2288,2397,3409,1620,1789,1930,859,1071,1783,620,1163,33.4,31.5,35.8
