"state","sldl18","puma22","stab","PUMA22name","pop20","afact"
"State code","State legislative district, lower (2018)","PUMA (2022)","State abbr.","PUMA22 name","Total population (2020 Census)","sldl18-to-puma22 allocation factor"
"06","050","03730","CA","Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire)",85851,0.178 
"06","050","03731","CA","Los Angeles County (Central)--West Hollywood & Beverly Hills Cities",103654,0.2149 
"06","050","03732","CA","Los Angeles County (Central)--LA City (East Central & Hollywood)",47803,0.0991 
"06","050","03770","CA","Los Angeles County (West Central)--LA City (West Los Angeles, Century City & Palms) P",1877,0.0039 
"06","050","03774","CA","Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",107207,0.2223 
"06","050","03775","CA","Los Angeles County (Central)--LA City (Central)",19667,0.0408 
"06","050","03776","CA","Los Angeles County (West Central)--LA City (Central/Westwood & West Los Angeles)",23034,0.0478 
"06","051","03734","CA","Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)",92053,0.2086 
"06","051","03735","CA","Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park)",183205,0.4151 
"06","051","03736","CA","Los Angeles County (Central)--Alhambra & South Pasadena Cities",5934,0.0134 
"06","051","03737","CA","Los Angeles County (Central)--Monterey Park & Rosemead Cities",2265,0.0051 
"06","051","03740","CA","Los Angeles County (Central)--Pico Rivera & Montebello Cities",523,0.0012 
"06","051","03741","CA","Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities P",27,0.0001 
"06","051","03743","CA","Los Angeles County (Central)--East Los Angeles",115998,0.2628 
"06","051","03744","CA","Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUM",41329,0.0936 
"06","052","03711","CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",375,0.0008 
"06","052","03712","CA","Los Angeles County (East Central)--Pomona City",151939,0.3082 
"06","052","03713","CA","Los Angeles County (East Central)--Covina & Walnut Cities",2,0 
"06","052","07110","CA","San Bernardino County (Southwest)--Fontana City (East)",224,0.0005 
"06","052","07111","CA","San Bernardino County (Southwest)--Rancho Cucamonga City",113,0.0002 
"06","052","07112","CA","San Bernardino County (Southwest)--Upland & Montclair Cities",44855,0.091 
"06","052","07115","CA","San Bernardino County (Southwest)--Fontana City (West)",23238,0.0471 
"06","052","07118","CA","San Bernardino County (Southwest)--Ontario City",180848,0.3668 
"06","052","07119","CA","San Bernardino County (Southwest)--Chino & Chino Hills Cities",91415,0.1854 
"06","053","03730","CA","Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire)",27783,0.0581 
"06","053","03732","CA","Los Angeles County (Central)--LA City (East Central & Hollywood)",32745,0.0685 
"06","053","03733","CA","Los Angeles County (Central)--LA City (Central/Koreatown)",113324,0.2371 
"06","053","03734","CA","Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)",77633,0.1624 
"06","053","03742","CA","Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park PUM",48834,0.1022 
"06","053","03744","CA","Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUM",142996,0.2992 
"06","053","03746","CA","Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park)",34602,0.0724 
"06","054","03730","CA","Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire)",53876,0.1117 
"06","054","03746","CA","Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park)",15773,0.0327 
"06","054","03747","CA","Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills)",153827,0.3188 
"06","054","03748","CA","Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities",66213,0.1372 
"06","054","03750","CA","Los Angeles County (South Central)--LA City (South Central/Westmont)",13460,0.0279 
"06","054","03770","CA","Los Angeles County (West Central)--LA City (West Los Angeles, Century City & Palms) P",96131,0.1992 
"06","054","03776","CA","Los Angeles County (West Central)--LA City (Central/Westwood & West Los Angeles)",83244,0.1725 
"06","055","03711","CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",29,0.0001 
"06","055","03713","CA","Los Angeles County (East Central)--Covina & Walnut Cities",41719,0.0871 
"06","055","03714","CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUM",103312,0.2156 
"06","055","03715","CA","Los Angeles County (East Central)--West Covina City",21736,0.0454 
"06","055","05906","CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities",185256,0.3867 
"06","055","05907","CA","Orange County (North Central)--Fullerton & Placentia Cities",48232,0.1007 
"06","055","05919","CA","Orange County (North Central)--Anaheim City (East)",11,0 
"06","055","05921","CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",406,0.0008 
"06","055","07119","CA","San Bernardino County (Southwest)--Chino & Chino Hills Cities",78411,0.1637 
"06","056","02500","CA","Imperial County--El Centro City",179702,0.372 
"06","056","06501","CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",178483,0.3695 
"06","056","06502","CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",51956,0.1076 
"06","056","06515","CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",72924,0.151 
"06","057","03713","CA","Los Angeles County (East Central)--Covina & Walnut Cities",1172,0.0025 
"06","057","03714","CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUM",4066,0.0087 
"06","057","03715","CA","Los Angeles County (East Central)--West Covina City",18796,0.0404 
"06","057","03716","CA","Los Angeles County (East Central)--La Puente & Industry Cities",56026,0.1205 
"06","057","03738","CA","Los Angeles County (Central)--El Monte & South El Monte Cities",13401,0.0288 
"06","057","03739","CA","Los Angeles County (Southeast)--Whittier City & Hacienda Heights",171508,0.3688 
"06","057","03740","CA","Los Angeles County (Central)--Pico Rivera & Montebello Cities",1315,0.0028 
"06","057","03754","CA","Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities",135779,0.292 
"06","057","03781","CA","Los Angeles County (Southeast)--Norwalk City",62926,0.1353 
"06","058","03739","CA","Los Angeles County (Southeast)--Whittier City & Hacienda Heights",5,0 
"06","058","03740","CA","Los Angeles County (Central)--Pico Rivera & Montebello Cities",118182,0.2515 
"06","058","03741","CA","Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities P",51852,0.1103 
"06","058","03743","CA","Los Angeles County (Central)--East Los Angeles",47,0.0001 
"06","058","03753","CA","Los Angeles County (South)--Downey City",112920,0.2403 
"06","058","03764","CA","Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUM",65973,0.1404 
"06","058","03781","CA","Los Angeles County (Southeast)--Norwalk City",41758,0.0889 
"06","058","03782","CA","Los Angeles County (Southeast)--Bellflower & Paramount Cities",79190,0.1685 
"06","059","03742","CA","Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park PUM",79750,0.1688 
"06","059","03744","CA","Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUM",5863,0.0124 
"06","059","03745","CA","Los Angeles County (Central)--LA City (Southeast/East Vernon)",121879,0.2579 
"06","059","03746","CA","Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park)",58796,0.1244 
"06","059","03750","CA","Los Angeles County (South Central)--LA City (South Central/Westmont)",125587,0.2658 
"06","059","03751","CA","Los Angeles County (South Central)--LA City (South Central/Watts)",67887,0.1437 
"06","059","03752","CA","Los Angeles County (South)--South Gate & Lynwood Cities",3718,0.0079 
"06","059","03758","CA","Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",9032,0.0191 
"06","060","06509","CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",2507,0.005 
"06","060","06511","CA","Riverside County (Northwest)--Riverside City (West)",116606,0.2303 
"06","060","06514","CA","Riverside County (Northwest)--Jurupa Valley & Eastvale Cities",174806,0.3452 
"06","060","06520","CA","Riverside County (Northwest)--Riverside City (East)",10993,0.0217 
"06","060","06521","CA","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",64163,0.1267 
"06","060","06522","CA","Riverside County (West Central)--Corona (Northwest) & Norco Cities",137302,0.2711 
"06","061","06509","CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",87931,0.174 
"06","061","06511","CA","Riverside County (Northwest)--Riverside City (West)",53174,0.1052 
"06","061","06517","CA","Riverside County (Southwest)--Menifee City",5175,0.0102 
"06","061","06518","CA","Riverside County (Northwest)--Moreno Valley City (North)",104722,0.2072 
"06","061","06519","CA","Riverside County (Northwest)--Moreno Valley City (South)",103126,0.204 
"06","061","06520","CA","Riverside County (Northwest)--Riverside City (East)",140012,0.277 
"06","061","06521","CA","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",11278,0.0223 
"06","062","03728","CA","Los Angeles County (Southwest)--Santa Monica City",13792,0.0286 
"06","062","03747","CA","Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills)",10962,0.0227 
"06","062","03748","CA","Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities",122831,0.2547 
"06","062","03750","CA","Los Angeles County (South Central)--LA City (South Central/Westmont)",4156,0.0086 
"06","062","03758","CA","Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",83492,0.1731 
"06","062","03759","CA","Los Angeles County (South Central)--Hawthorne City",115060,0.2386 
"06","062","03760","CA","Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities",17272,0.0358 
"06","062","03770","CA","Los Angeles County (West Central)--LA City (West Los Angeles, Century City & Palms) P",3073,0.0064 
"06","062","03778","CA","Los Angeles County (Central)--Inglewood City",111631,0.2315 
"06","063","03741","CA","Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities P",81508,0.1793 
"06","063","03752","CA","Los Angeles County (South)--South Gate & Lynwood Cities",162221,0.3569 
"06","063","03763","CA","Los Angeles County (South Central)--Long Beach City (North)",59049,0.1299 
"06","063","03764","CA","Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUM",96762,0.2129 
"06","063","03779","CA","Los Angeles County (Southeast)--Long Beach City (East)",1307,0.0029 
"06","063","03782","CA","Los Angeles County (Southeast)--Bellflower & Paramount Cities",53733,0.1182 
"06","064","03750","CA","Los Angeles County (South Central)--LA City (South Central/Westmont)",35513,0.0739 
"06","064","03751","CA","Los Angeles County (South Central)--LA City (South Central/Watts)",90178,0.1877 
"06","064","03752","CA","Los Angeles County (South)--South Gate & Lynwood Cities",911,0.0019 
"06","064","03757","CA","Los Angeles County (South Central)--Compton City & West Rancho Dominquez",158642,0.3303 
"06","064","03758","CA","Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",11022,0.0229 
"06","064","03762","CA","Los Angeles County (South Central)--Carson City",96517,0.2009 
"06","064","03763","CA","Los Angeles County (South Central)--Long Beach City (North)",32354,0.0674 
"06","064","03767","CA","Los Angeles County (South)--LA City (South/San Pedro)",55196,0.1149 
"06","065","05906","CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities",1051,0.0022 
"06","065","05907","CA","Orange County (North Central)--Fullerton & Placentia Cities",143915,0.301 
"06","065","05908","CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",138052,0.2887 
"06","065","05909","CA","Orange County (North Central)--Anaheim City (West)",136221,0.2849 
"06","065","05912","CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",48710,0.1019 
"06","065","05913","CA","Orange County (Northwest)--Garden Grove City (East)",1401,0.0029 
"06","065","05919","CA","Orange County (North Central)--Anaheim City (East)",8776,0.0184 
"06","066","03758","CA","Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",54419,0.1131 
"06","066","03760","CA","Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities",126810,0.2636 
"06","066","03761","CA","Los Angeles County (South Central)--Torrance City",127249,0.2645 
"06","066","03762","CA","Los Angeles County (South Central)--Carson City",22870,0.0475 
"06","066","03767","CA","Los Angeles County (South)--LA City (South/San Pedro)",41222,0.0857 
"06","066","03768","CA","Los Angeles County (Southwest)--Palos Verdes Peninsula",108507,0.2256 
"06","067","06507","CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",8647,0.0157 
"06","067","06509","CA","Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",43445,0.0789 
"06","067","06511","CA","Riverside County (Northwest)--Riverside City (West)",621,0.0011 
"06","067","06516","CA","Riverside County (Southwest)--Lake Elsinore & Canyon Lake Cities",105256,0.1912 
"06","067","06517","CA","Riverside County (Southwest)--Menifee City",111850,0.2032 
"06","067","06521","CA","Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",32949,0.0599 
"06","067","06523","CA","Riverside County (Southwest)--Temecula City",4518,0.0082 
"06","067","06524","CA","Riverside County (Southwest)--Murrieta & Wildomar Cities",181278,0.3293 
"06","067","06525","CA","Riverside County (Southwest)--Hemet City & East Hemet",61895,0.1124 
"06","068","05906","CA","Orange County (North)--Yorba Linda, La Habra & Brea Cities",5554,0.0102 
"06","068","05907","CA","Orange County (North Central)--Fullerton & Placentia Cities",3655,0.0067 
"06","068","05917","CA","Orange County (Central)--Santa Ana City (East)",294,0.0005 
"06","068","05919","CA","Orange County (North Central)--Anaheim City (East)",55064,0.1015 
"06","068","05920","CA","Orange County (Central)--Orange & Villa Park Cities",144104,0.2656 
"06","068","05921","CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",137475,0.2533 
"06","068","05922","CA","Orange County (Central)--Irvine (Northwest) & Tustin Cities",98929,0.1823 
"06","068","05923","CA","Orange County (Central)--Irvine City (Central)",68265,0.1258 
"06","068","05924","CA","Orange County (Central)--Irvine City (South)",28212,0.052 
"06","068","05926","CA","Orange County (South Central)--Mission Viejo and Laguna Hills Cities",1107,0.002 
"06","069","05907","CA","Orange County (North Central)--Fullerton & Placentia Cities",1983,0.0043 
"06","069","05909","CA","Orange County (North Central)--Anaheim City (West)",10667,0.0233 
"06","069","05913","CA","Orange County (Northwest)--Garden Grove City (East)",43859,0.0956 
"06","069","05916","CA","Orange County (Central)--Santa Ana City (West)",105080,0.2291 
"06","069","05917","CA","Orange County (Central)--Santa Ana City (East)",155932,0.34 
"06","069","05919","CA","Orange County (North Central)--Anaheim City (East)",131759,0.2873 
"06","069","05920","CA","Orange County (Central)--Orange & Villa Park Cities",2008,0.0044 
"06","069","05922","CA","Orange County (Central)--Irvine (Northwest) & Tustin Cities",7380,0.0161 
"06","070","03762","CA","Los Angeles County (South Central)--Carson City",20,0 
"06","070","03763","CA","Los Angeles County (South Central)--Long Beach City (North)",53883,0.1135 
"06","070","03766","CA","Los Angeles County (South)--Long Beach City (Southwest & Port)",102364,0.2157 
"06","070","03767","CA","Los Angeles County (South)--LA City (South/San Pedro)",83461,0.1758 
"06","070","03768","CA","Los Angeles County (Southwest)--Palos Verdes Peninsula",3875,0.0082 
"06","070","03779","CA","Los Angeles County (Southeast)--Long Beach City (East)",117160,0.2468 
"06","070","03780","CA","Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities",113902,0.24 
"06","071","06501","CA","Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",1482,0.003 
"06","071","06502","CA","Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",10956,0.0223 
"06","071","06507","CA","Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",4291,0.0087 
"06","071","06515","CA","Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",4223,0.0086 
"06","071","06523","CA","Riverside County (Southwest)--Temecula City",8552,0.0174 
"06","071","06525","CA","Riverside County (Southwest)--Hemet City & East Hemet",14192,0.0289 
"06","071","07302","CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",38812,0.0791 
"06","071","07306","CA","San Diego County (Northwest)--Escondido City (East)",150,0.0003 
"06","071","07307","CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",112207,0.2286 
"06","071","07308","CA","San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities",1196,0.0024 
"06","071","07313","CA","San Diego County (Central)--El Cajon & Santee Cities",188653,0.3844 
"06","071","07314","CA","San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities",2494,0.0051 
"06","071","07327","CA","San Diego County (South)--San Diego City (Southeast/Encanto & Skyline)",1624,0.0033 
"06","071","07328","CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",100787,0.2054 
"06","071","07329","CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",1160,0.0024 
"06","072","05908","CA","Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",47181,0.0981 
"06","072","05909","CA","Orange County (North Central)--Anaheim City (West)",721,0.0015 
"06","072","05912","CA","Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",121608,0.2528 
"06","072","05913","CA","Orange County (Northwest)--Garden Grove City (East)",115193,0.2395 
"06","072","05914","CA","Orange County (Northwest)--Huntington Beach City",100518,0.2089 
"06","072","05916","CA","Orange County (Central)--Santa Ana City (West)",40326,0.0838 
"06","072","05918","CA","Orange County (Central)--Costa Mesa & Fountain Valley Cities",55523,0.1154 
"06","073","05921","CA","Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",3206,0.0066 
"06","073","05925","CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",65552,0.1359 
"06","073","05926","CA","Orange County (South Central)--Mission Viejo and Laguna Hills Cities",116428,0.2413 
"06","073","05927","CA","Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch",109926,0.2278 
"06","073","05928","CA","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities P",187346,0.3883 
"06","074","05914","CA","Orange County (Northwest)--Huntington Beach City",96299,0.1888 
"06","074","05918","CA","Orange County (Central)--Costa Mesa & Fountain Valley Cities",125027,0.2451 
"06","074","05922","CA","Orange County (Central)--Irvine (Northwest) & Tustin Cities",20570,0.0403 
"06","074","05923","CA","Orange County (Central)--Irvine City (Central)",74014,0.1451 
"06","074","05924","CA","Orange County (Central)--Irvine City (South)",80084,0.157 
"06","074","05925","CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",114109,0.2237 
"06","075","06523","CA","Riverside County (Southwest)--Temecula City",127821,0.2497 
"06","075","06524","CA","Riverside County (Southwest)--Murrieta & Wildomar Cities",4495,0.0088 
"06","075","07301","CA","San Diego County (Northwest)--Oceanside City & Camp Pendleton",216,0.0004 
"06","075","07302","CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",86048,0.1681 
"06","075","07306","CA","San Diego County (Northwest)--Escondido City (East)",142627,0.2786 
"06","075","07323","CA","San Diego County (Northwest)--Vista City",16675,0.0326 
"06","075","07324","CA","San Diego County (Northwest)--Carlsbad City",656,0.0013 
"06","075","07325","CA","San Diego County (Northwest)--San Marcos & Escondido (West) Cities",126085,0.2463 
"06","075","07326","CA","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",7354,0.0144 
"06","076","07301","CA","San Diego County (Northwest)--Oceanside City & Camp Pendleton",196275,0.3985 
"06","076","07302","CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",971,0.002 
"06","076","07323","CA","San Diego County (Northwest)--Vista City",99847,0.2027 
"06","076","07324","CA","San Diego County (Northwest)--Carlsbad City",130636,0.2653 
"06","076","07325","CA","San Diego County (Northwest)--San Marcos & Escondido (West) Cities",139,0.0003 
"06","076","07326","CA","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",64629,0.1312 
"06","077","07306","CA","San Diego County (Northwest)--Escondido City (East)",1523,0.003 
"06","077","07307","CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",108,0.0002 
"06","077","07308","CA","San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities",127131,0.2493 
"06","077","07311","CA","San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa)",117193,0.2298 
"06","077","07312","CA","San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) P",55169,0.1082 
"06","077","07313","CA","San Diego County (Central)--El Cajon & Santee Cities",927,0.0018 
"06","077","07314","CA","San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities",51504,0.101 
"06","077","07315","CA","San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PU",67903,0.1332 
"06","077","07326","CA","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",88439,0.1734 
"06","078","07310","CA","San Diego County (West)--San Diego City (Southwest/Central Coastal)",165369,0.3387 
"06","078","07311","CA","San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa)",6745,0.0138 
"06","078","07312","CA","San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) P",68569,0.1404 
"06","078","07315","CA","San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PU",30968,0.0634 
"06","078","07316","CA","San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park)",134817,0.2761 
"06","078","07317","CA","San Diego County (South Central)--San Diego City (Central/Mid-City)",42754,0.0876 
"06","078","07322","CA","San Diego County (South)--San Diego City (South/Otay Mesa & South Bay)",26136,0.0535 
"06","078","07326","CA","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",12950,0.0265 
"06","079","07313","CA","San Diego County (Central)--El Cajon & Santee Cities",8,0 
"06","079","07314","CA","San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities",105222,0.2041 
"06","079","07315","CA","San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PU",67361,0.1307 
"06","079","07317","CA","San Diego County (South Central)--San Diego City (Central/Mid-City)",64432,0.125 
"06","079","07322","CA","San Diego County (South)--San Diego City (South/Otay Mesa & South Bay)",415,0.0008 
"06","079","07327","CA","San Diego County (South)--San Diego City (Southeast/Encanto & Skyline)",101085,0.1961 
"06","079","07328","CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",31589,0.0613 
"06","079","07329","CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",126276,0.245 
"06","079","07330","CA","San Diego County (Southwest)--Chula Vista (West) & National City Cities",19111,0.0371 
"06","080","07316","CA","San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park)",43787,0.094 
"06","080","07317","CA","San Diego County (South Central)--San Diego City (Central/Mid-City)",57777,0.1241 
"06","080","07322","CA","San Diego County (South)--San Diego City (South/Otay Mesa & South Bay)",114552,0.246 
"06","080","07327","CA","San Diego County (South)--San Diego City (Southeast/Encanto & Skyline)",47125,0.1012 
"06","080","07329","CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",41445,0.089 
"06","080","07330","CA","San Diego County (Southwest)--Chula Vista (West) & National City Cities",161003,0.3457 
"08","001","01501","CO","Englewood",266,0.0034 
"08","001","01703","CO","Southwest Denver",78039,0.9966 
"08","002","01701","CO","Downtown Denver",11206,0.1233 
"08","002","01703","CO","Southwest Denver",3488,0.0384 
"08","002","01704","CO","South Denver",74922,0.8242 
"08","002","01705","CO","Glendale",1284,0.0141 
"08","003","01501","CO","Englewood",48439,0.5794 
"08","003","01602","CO","South Metro",35099,0.4198 
"08","003","01603","CO","Southeast Aurora",67,0.0008 
"08","004","01701","CO","Downtown Denver",62251,0.7721 
"08","004","01703","CO","Southwest Denver",18374,0.2279 
"08","005","01701","CO","Downtown Denver",68557,0.6924 
"08","005","01702","CO","Northeast Denver",7089,0.0716 
"08","005","01703","CO","Southwest Denver",22418,0.2264 
"08","005","01704","CO","South Denver",950,0.0096 
"08","006","01704","CO","South Denver",24811,0.2875 
"08","006","01705","CO","Glendale",61484,0.7125 
"08","007","01702","CO","Northeast Denver",115291,1 
"08","008","01701","CO","Downtown Denver",7912,0.0915 
"08","008","01702","CO","Northeast Denver",54935,0.6354 
"08","008","01704","CO","South Denver",19273,0.2229 
"08","008","01705","CO","Glendale",4338,0.0502 
"08","009","01705","CO","Glendale",86172,1 
"08","010","00401","CO","Foothills",1479,0.0173 
"08","010","00501","CO","East Boulder",2672,0.0313 
"08","010","00502","CO","Boulder",81267,0.9514 
"08","011","00401","CO","Foothills",6462,0.0774 
"08","011","00501","CO","East Boulder",75466,0.9039 
"08","011","00502","CO","Boulder",1557,0.0187 
"08","012","00501","CO","East Boulder",33413,0.377 
"08","012","00502","CO","Boulder",11127,0.1255 
"08","012","00601","CO","Broomfield",44090,0.4975 
"08","013","00200","CO","Mid Mountain",17096,0.2173 
"08","013","00401","CO","Foothills",28696,0.3647 
"08","013","00502","CO","Boulder",32642,0.4149 
"08","013","00601","CO","Broomfield",241,0.0031 
"08","014","02001","CO","El Paso Teller",4,0 
"08","014","02002","CO","North El Paso",74522,0.7505 
"08","014","02004","CO","Central Colorado Springs",1169,0.0118 
"08","014","02005","CO","Northeast Colorado Springs",23608,0.2377 
"08","015","02001","CO","El Paso Teller",3791,0.0371 
"08","015","02002","CO","North El Paso",6953,0.068 
"08","015","02004","CO","Central Colorado Springs",15666,0.1533 
"08","015","02005","CO","Northeast Colorado Springs",72459,0.7091 
"08","015","02006","CO","South Colorado Springs",3318,0.0325 
"08","016","02004","CO","Central Colorado Springs",50083,0.6029 
"08","016","02005","CO","Northeast Colorado Springs",32987,0.3971 
"08","017","02003","CO","West Colorado Springs",3517,0.0415 
"08","017","02004","CO","Central Colorado Springs",4650,0.0549 
"08","017","02006","CO","South Colorado Springs",76533,0.9036 
"08","018","02001","CO","El Paso Teller",657,0.008 
"08","018","02003","CO","West Colorado Springs",41628,0.5071 
"08","018","02004","CO","Central Colorado Springs",36862,0.449 
"08","018","02006","CO","South Colorado Springs",2943,0.0359 
"08","019","02001","CO","El Paso Teller",33931,0.3202 
"08","019","02002","CO","North El Paso",68622,0.6477 
"08","019","02005","CO","Northeast Colorado Springs",3401,0.0321 
"08","020","02001","CO","El Paso Teller",15860,0.191 
"08","020","02003","CO","West Colorado Springs",67190,0.809 
"08","021","02001","CO","El Paso Teller",31657,0.3516 
"08","021","02006","CO","South Colorado Springs",58384,0.6484 
"08","022","00703","CO","South Jefferson",23682,0.3016 
"08","022","00801","CO","Highlands Ranch",29621,0.3772 
"08","022","01501","CO","Englewood",25226,0.3212 
"08","023","00702","CO","Lakewood",49390,0.5854 
"08","023","00703","CO","South Jefferson",34976,0.4146 
"08","024","00401","CO","Foothills",10005,0.1231 
"08","024","00701","CO","Wheat Ridge",8706,0.1071 
"08","024","00702","CO","Lakewood",60198,0.7408 
"08","024","00703","CO","South Jefferson",2351,0.0289 
"08","025","00401","CO","Foothills",61067,0.751 
"08","025","00601","CO","Broomfield",16,0.0002 
"08","025","00703","CO","South Jefferson",18822,0.2315 
"08","025","00801","CO","Highlands Ranch",1412,0.0174 
"08","026","00100","CO","Northwest Colorado",24829,0.3082 
"08","026","00200","CO","Mid Mountain",55731,0.6918 
"08","027","00401","CO","Foothills",942,0.0101 
"08","027","00601","CO","Broomfield",11444,0.1229 
"08","027","00701","CO","Wheat Ridge",80739,0.867 
"08","028","00702","CO","Lakewood",12691,0.1503 
"08","028","00703","CO","South Jefferson",69860,0.8274 
"08","028","01501","CO","Englewood",1882,0.0223 
"08","029","00601","CO","Broomfield",22910,0.2878 
"08","029","00701","CO","Wheat Ridge",37699,0.4735 
"08","029","01101","CO","Thornton",19005,0.2387 
"08","030","01201","CO","Brighton",29304,0.2853 
"08","030","01202","CO","Commerce City",23402,0.2278 
"08","030","01301","CO","North Aurora",34707,0.3379 
"08","030","01401","CO","Adams Arapahoe",15313,0.1491 
