year,MET2013,n_unweighted,n_movers_unweighted,mover_rate,mover_avg_bedrooms,mover_avg_rooms,mover_median_burden,nonmover_median_burden,mover_avg_trantime,CBSA_Name,zori_name
2022,21500,233,48,18.45626942347942,2.7919243986254294,4.586254295532646,29.820472440944883,28.38221381267739,18.83707283396617,"Erie, PA","Erie, PA"
2022,21660,493,119,27.034677990092003,2.8533422622671374,3.707354194569585,41.294117647058826,32.552404438964246,15.450389863547759,"Eugene, OR","Eugene, OR"
2022,22180,631,173,30.523181469438455,3.259081931892992,4.522233526841822,33.04615384615385,31.319999999999997,18.732724452869206,"Fayetteville, NC","Fayetteville, NC"
2022,22220,506,135,25.094872175780246,3.192390485415994,4.040307824776666,28.152,23.448,16.766038993501084,"Fayetteville-Springdale-Rogers, AR-MO","Fayetteville, AR"
2022,22380,170,42,26.87462228627214,3.0020757654385055,3.9110880470506832,31.317073170731707,25.353191489361706,10.879089979550102,"Flagstaff, AZ","Flagstaff, AZ"
2022,22660,410,114,31.330192368572973,3.2181407513076556,4.688540180694246,40.114285714285714,29.53846153846154,22.38499107729877,"Fort Collins, CO","Fort Collins, CO"
2022,23060,352,81,24.6811109100778,2.9047924493723083,4.184917071382754,27.92727272727273,27.286821705426355,21.586931601069928,"Fort Wayne, IN","Fort Wayne, IN"
2022,23420,1019,138,14.758547407418042,3.073020042809885,4.081922553025881,40.57931034482758,32.4,25.664319080129356,"Fresno, CA","Fresno, CA"
2022,23540,371,133,35.11878224316923,3.216177003989844,4.4388223914883325,41.12727272727273,36.61538461538461,16.63457681508223,"Gainesville, FL","Gainesville, FL"
2022,23580,166,43,30.044145680746464,3.2022040407413592,4.411921856737352,40.56,30.724137931034484,24.267355590885003,"Gainesville, GA","Gainesville, GA"
2022,24020,157,23,17.419150786747846,2.5333635950975943,3.633681343622333,28.6875,29.7,16.19709090909091,"Glens Falls, NY","Glens Falls, NY"
2022,24140,140,26,20.689655172413794,3.4232758620689654,4.622126436781609,25.631067961165048,31.21951219512195,14.420634920634921,"Goldsboro, NC","Goldsboro, NC"
2022,24300,117,31,33.357395509997836,2.928370482579528,3.628435403592296,40.16842105263158,25.524861878453038,13.05395537525355,"Grand Junction, CO","Grand Junction, CO"
2022,24340,565,158,30.708134353707518,2.9464163711487785,4.197677066727397,33.784615384615385,27.0,20.365841097429655,"Grand Rapids-Wyoming, MI","Grand Rapids, MI"
2022,24540,202,49,27.250331627818834,2.9456189151599443,4.595132127955494,41.284403669724774,28.825806451612902,24.54343882281798,"Greeley, CO","Greeley, CO"
2022,24660,744,159,21.334691029775037,3.0809174474102883,4.558423192504861,30.4,28.000000000000004,26.7245545521113,"Greensboro-High Point, NC","Greensboro, NC"
2022,24780,218,53,25.790414986813786,3.2521156558533146,4.196520921485661,32.4,25.684210526315788,17.922579517651172,"Greenville, NC","Greenville, NC"
2022,24860,837,197,26.389686702513348,3.1426634313445616,4.43141592920354,33.989999999999995,29.333333333333332,23.182406471183015,"Greenville-Anderson-Mauldin, SC","Greenville, SC"
2022,25060,369,90,22.72180384118355,3.213865463816435,4.402431849382232,32.175824175824175,30.638297872340424,20.851693667157583,"Gulfport-Biloxi-Pascagoula, MS","Gulfport, MS"
2022,25260,130,16,20.16475433951162,3.5625911876276626,4.701488182083455,53.86666666666666,28.65,20.408275357012084,"Hanford-Corcoran, CA","Hanford, CA"
2022,25420,488,85,23.444603023575432,2.6198072261991996,3.898201905191365,33.473684210526315,24.0,24.080589553525254,"Harrisburg-Carlisle, PA","Harrisburg, PA"
2022,25500,160,42,26.99024965177328,3.499007542675665,4.742953552997221,40.507936507936506,27.25497287522604,23.228843106180666,"Harrisonburg, VA","Harrisonburg, VA"
2022,25540,1150,205,19.44270637800859,2.6268683401272974,3.7325681184295214,30.136986301369863,30.996309963099634,28.59228321400159,"Hartford-West Hartford-East Hartford, CT","Hartford, CT"
2022,25620,145,40,25.00381078197246,3.091241617557407,4.485267222109328,23.575384615384614,28.888888888888886,26.912962470055895,"Hattiesburg, MS","Hattiesburg, MS"
2022,25860,289,51,17.27477040037735,2.964664310954064,4.269675554127851,30.679611650485437,26.88,21.74345102505695,"Hickory-Lenoir-Morganton, NC","Hickory, NC"
2022,26420,6519,1572,26.614007489200596,2.720665625284358,3.781609238982074,32.44285714285714,30.659999999999997,26.36287089911544,"Houston-The Woodlands-Sugar Land, TX","Houston, TX"
2022,26620,372,93,25.948619116016076,2.9854960762331837,4.48122197309417,25.835694050991503,25.765714285714285,18.863028001898435,"Huntsville, AL","Huntsville, AL"
2022,26900,1702,403,25.986652510238134,2.8653329831319674,4.296605965096597,32.45217391304348,29.259259259259256,26.615256806994953,"Indianapolis-Carmel-Anderson, IN","Indianapolis, IN"
2022,26980,144,46,35.40086333347303,2.696105126080265,3.4253581153072097,49.38947368421053,32.06,22.416473317865428,"Iowa City, IA","Iowa City, IA"
2022,27060,156,54,43.58240041655819,2.92831541218638,3.9411589008363204,34.77434679334917,31.50984682713348,16.34432132963989,"Ithaca, NY","Ithaca, NY"
2022,27100,131,18,15.439879824962446,2.679357021996616,4.590947546531303,37.104,33.08108108108108,28.64361370716511,"Jackson, MI","Jackson, MI"
2022,27140,493,99,21.803357602743848,3.1109424589485304,4.525527804608804,34.54205607476635,31.666666666666664,26.014473816463966,"Jackson, MS","Jackson, MS"
2022,27180,119,24,24.134492092890724,3.145218417945691,4.932998819362456,44.02010050251256,29.076923076923077,15.421231216674746,"Jackson, TN","Jackson, TN"
2022,27260,1375,362,28.924413671384446,3.0309786435109127,4.346196399235592,34.285714285714285,30.062111801242235,23.478664805178322,"Jacksonville, FL","Jacksonville, FL"
2022,27500,105,17,23.05945499587118,2.745747538048344,4.372873769024172,32.39740820734342,27.878787878787882,26.252155172413794,"Janesville-Beloit, WI","Janesville, WI"
2022,27740,228,40,21.343604848759487,3.4424982307147913,4.436659589525831,26.5,28.235294117647058,18.890414146114473,"Johnson City, TN","Johnson City, TN"
2022,27780,140,21,11.749065226422934,2.6386138613861387,3.9236209335219234,32.30769230769231,28.235294117647058,,"Johnstown, PA","Johnstown, PA"
2022,27860,135,28,25.576685045572184,2.788165420149582,3.7723273207215136,40.8,24.857142857142858,22.580890052356022,"Jonesboro, AR","Jonesboro, AR"
2022,27900,205,36,17.209775967413442,2.8811422691021353,3.865191664522768,26.400000000000002,26.356589147286826,11.104699378023497,"Joplin, MO","Joplin, MO"
2022,28020,311,70,24.19248094617963,2.8593363925167665,4.291740204729968,32.76923076923077,32.76144578313253,16.684440358538268,"Kalamazoo-Portage, MI","Kalamazoo, MI"
2022,28140,2091,539,27.728514642494307,2.877786473154999,4.224435590969455,30.104979811574694,27.946666666666665,19.643786726269873,"Kansas City, MO-KS","Kansas City, MO"
2022,28940,896,212,24.1089250071286,2.9080003379234602,4.162329982259019,31.88108108108108,27.27272727272727,23.559537798668234,"Knoxville, TN","Knoxville, TN"
2022,29180,350,69,21.22083225947146,3.1995515695067263,4.253923766816143,36.08617594254937,33.29032258064516,21.775546898411747,"Lafayette, LA","Lafayette, LA"
2022,29200,229,101,44.537064602560285,2.9682115270350566,4.099896019013666,34.0,30.273684210526312,17.33103825136612,"Lafayette-West Lafayette, IN","Lafayette, IN"
2022,29420,194,41,25.740446603755956,3.2128856624319417,4.423956442831216,28.4,28.643216080402013,13.344741926580182,"Lake Havasu City-Kingman, AZ","Lake Havasu City, AZ"
2022,29460,611,160,26.370058940141828,3.1168516649848637,4.327043390514632,35.33877551020408,30.814070351758794,26.70313622216902,"Lakeland-Winter Haven, FL","Lakeland, FL"
2022,29540,405,65,19.369120986052547,2.6695972536213683,4.149627396801474,33.75,25.75967413441955,24.841565193596935,"Lancaster, PA","Lancaster, PA"
2022,29620,404,105,32.73841147562757,3.1205943506262996,4.462903798367057,32.96928327645051,28.235294117647058,18.201118717649024,"Lansing-East Lansing, MI","Lansing, MI"
2022,29700,218,28,18.00259884908112,3.008249123530625,3.580119612291194,43.31661442006269,29.454545454545457,17.98915009041591,"Laredo, TX","Laredo, TX"
2022,29740,162,35,19.731131169579413,2.8462137434300177,4.217247420673545,26.479591836734695,39.27272727272727,20.49359278595159,"Las Cruces, NM","Las Cruces, NM"
2022,29820,2776,585,21.60780165328004,3.0668303068932317,4.3508591111894654,37.333333333333336,33.13978494623656,24.919302864777773,"Las Vegas-Henderson-Paradise, NV","Las Vegas, NV"
2022,29940,112,41,45.40441974558242,2.85475234270415,3.940332759609868,35.52,35.921052631578945,16.427754677754677,"Lawrence, KS","Lawrence, KS"
2022,30020,163,46,30.721158615216744,3.3052954472069747,4.868098159509202,26.400000000000002,27.0,14.479336913378473,"Lawton, OK","Lawton, OK"
2022,30700,275,82,30.375133175080837,2.5677189096055626,3.7294320349516954,32.074999999999996,28.158844765342963,18.73187562354506,"Lincoln, NE","Lincoln, NE"
2022,30780,630,136,21.004353971220155,2.9704195456803504,4.045567447951949,32.31496062992126,26.16,20.34640522875817,"Little Rock-North Little Rock-Conway, AR","Little Rock, AR"
2022,31080,19815,2824,14.585987920512489,2.653669434595719,3.572939713456085,34.45594405594405,33.473684210526315,28.651292654504957,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles, CA"
2022,31140,1146,264,24.34515050167224,2.747554676338059,4.027200791295747,31.89041095890411,28.799999999999997,20.58412115238138,"Louisville/Jefferson County, KY-IN","Louisville, KY"
2022,31180,505,170,37.54465371163521,3.1512404104812193,4.414267211318123,38.4734693877551,31.058823529411768,17.112501682142376,"Lubbock, TX","Lubbock, TX"
2022,31340,262,62,23.32585110362888,3.111146752205293,4.353969526864475,37.5,29.408450704225352,15.058629232039637,"Lynchburg, VA","Lynchburg, VA"
2022,31460,112,8,6.367366261638,3.224287484510533,4.372986369268897,42.675000000000004,31.666666666666664,,"Madera, CA","Madera, CA"
2022,31900,117,21,18.924857184707776,2.795278637770898,4.155572755417957,35.4,26.38938053097345,15.4644128113879,"Mansfield, OH","Mansfield, OH"
2022,32580,610,114,23.81084105568898,3.0781538786502614,4.000792100121456,29.57142857142857,31.944,17.913860788162463,"McAllen-Edinburg-Mission, TX","McAllen, TX"
2022,32780,244,48,22.51905909949827,2.8948206018518516,4.291956018518518,38.57142857142858,34.92537313432836,12.466514617458014,"Medford, OR","Medford, OR"
2022,32820,1202,239,20.575383873490825,3.3075713836567866,4.696144282161946,33.92842105263158,31.374999999999996,21.933409558655384,"Memphis, TN-MS-AR","Memphis, TN"
2022,32900,282,36,14.658658420551857,3.2468559837728193,4.811764705882353,29.61038961038961,29.369108049311095,26.214920757634324,"Merced, CA","Merced, CA"
