MET2013,mover_rate_2022,mover_rate_2024,delta_mover_rate,mover_avg_bed_2022,mover_avg_bed_2024,delta_mover_avg_bed,mover_avg_rooms_2022,mover_avg_rooms_2024,delta_mover_avg_rooms,mover_burden_2022,mover_burden_2024,delta_mover_burden,nonmover_burden_2022,nonmover_burden_2024,delta_nonmover_burden,mover_trantime_2022,mover_trantime_2024,delta_mover_trantime,n_2022,n_2024,n_movers_2022,n_movers_2024,min_n,CBSA_Name,zori_name,RegionID,zori_pct_change_2022_2024,zori_2022,zori_2024
35840,24.67265035700696,27.090934530151863,2.418284173144901,2.9835344280141523,3.0195065750268166,0.03597214701266438,4.382881248299011,4.277819713161972,-0.10506153513703875,36.58536585365854,38.02766085387853,1.4422950002199926,33.559322033898304,37.74,4.1806779661016975,24.410811847023865,22.20178926441352,-2.209022582610345,770,719,168,177,719,"North Port-Sarasota-Bradenton, FL","North Port, FL",753906,2.781468945648143,2073.8227724467156,2131.5055088501003
27260,28.924413671384446,31.461824352365053,2.5374106809806065,3.0309786435109127,3.026352044555181,-0.004626598955731698,4.346196399235592,4.220049831452441,-0.12614656778315148,34.285714285714285,32.38095238095238,-1.904761904761905,30.062111801242235,32.60526315789474,2.543151356652505,23.478664805178322,26.863670850404283,3.3850060452259605,1375,1326,362,341,1326,"Jacksonville, FL","Jacksonville, FL",394714,2.937574255192793,1608.21140891085,1655.4538132280884
39580,26.70598194451546,28.802532853363406,2.096550908847945,2.9934263711015614,3.0970737338754204,0.103647362773859,4.289771518529549,4.292141411099399,0.002369892569849874,28.219780219780223,31.06,2.840219780219776,28.599999999999998,30.483870967741932,1.8838709677419345,24.617537895868743,25.12772389138606,0.5101859955173182,1270,1345,350,398,1270,"Raleigh, NC","Raleigh, NC",395012,2.9376496542478554,1609.7788078901358,1657.0684694742756
39900,25.128805004994483,31.561055727435928,6.432250722441445,2.729222239656886,2.770139981443382,0.0409177417864961,3.640619279251007,3.7189882609221834,0.07836898167117656,32.4,31.222222222222225,-1.1777777777777736,33.0,28.53146853146853,-4.46853146853147,20.588574679018365,19.746733835252435,-0.8418408437659295,721,766,182,212,721,"Reno, NV","Reno, NV",395019,2.9387980447551594,1750.332865189552,1801.7716132084495
44060,25.43833860554817,26.020653218059557,0.5823146125113858,3.0023113905325443,3.0855099215505306,0.08319853101798635,4.247734837278107,4.375311490539917,0.12757665326181034,33.37931034482759,28.11638591117917,-5.262924433648418,31.137026239067055,29.734513274336283,-1.4025129647307715,18.812644031341218,20.556527131782946,1.7438831004417281,759,767,177,180,759,"Spokane-Spokane Valley, WA","Spokane, WA",395113,3.211424337166622,1398.1012658875695,1443.0002301985176
12940,28.188154071355225,25.096787869997435,-3.09136620135779,3.1091303673849016,3.051613763670312,-0.057516603714589554,4.218183227406604,4.316173201742687,0.09798997433608303,32.0668969278313,32.87671232876712,0.8098154009358183,31.21860465116279,29.469026548672566,-1.7495781024902222,20.101364522417153,22.415532525908354,2.3141680034912007,556,544,142,139,544,"Baton Rouge, LA","Baton Rouge, LA",394367,3.461457311604166,1272.204690840871,1316.2415131305536
36740,26.068378321383385,28.49712225665676,2.428743935273374,3.0384658165896474,2.93401218018146,-0.10445363640818739,4.19559523929904,4.048738481205945,-0.1468567580930955,36.559999999999995,36.82224428997021,0.2622442899702122,34.05714285714286,35.0,0.9428571428571431,26.72003028916689,26.922014317835266,0.2019840286683774,2519,2462,644,684,2462,"Orlando-Kissimmee-Sanford, FL","Orlando, FL",394943,3.5032879199840723,1852.7897815029974,1917.6983421010912
15980,20.586359205189616,24.38910588831269,3.8027466831230754,3.0134463607132416,3.1950806231210716,0.18163426240782998,4.420520315697164,4.157802678327412,-0.26271763736975196,34.67889908256881,38.76923076923077,4.090331686661955,33.111111111111114,32.07476635514019,-1.036344755970923,26.873388855839778,28.70018637063447,1.8267975147946913,695,644,141,167,644,"Cape Coral-Fort Myers, FL","Cape Coral, FL",394440,3.617775881212156,1874.3477079590048,1942.1574072675985
38900,26.791822997130875,24.555655556081874,-2.236167441049002,2.657828347835041,2.7490006537278564,0.09117230589281533,3.7161097667713534,3.7253485655496137,0.009238798778260282,31.636363636363633,31.862068965517242,0.22570532915360886,30.0,30.28571428571429,0.28571428571428825,21.837585607324083,22.735931113983302,0.8983455066592185,2928,3031,766,703,2928,"Portland-Vancouver-Hillsboro, OR-WA","Portland, OR",394998,3.649004446858102,1699.9986393617655,1762.0316653086036
31180,37.54465371163521,34.97394653375623,-2.5707071778789867,3.1512404104812193,3.1146018893387315,-0.03663852114248778,4.414267211318123,4.234008097165992,-0.1802591141521308,38.4734693877551,45.0,6.526530612244898,31.058823529411768,29.5875,-1.4713235294117695,17.112501682142376,15.612313494015412,-1.5001881881269643,505,522,170,164,505,"Lubbock, TX","Lubbock, TX",394808,4.011696642444624,1284.3157157855005,1335.838566234056
39340,41.324349055818985,38.42918725686047,-2.8951617989585117,3.483976165552782,3.521360171975767,0.03738400642298512,4.5353490619212495,4.694234903263631,0.15888584134238126,28.570434782608693,30.0,1.429565217391307,26.400000000000002,26.53714285714286,0.1371428571428588,20.946131134755724,22.921218308660883,1.975087173905159,546,566,192,194,546,"Provo-Orem, UT","Provo, UT",395006,4.420635291539572,1652.6403710141728,1725.697574497456
29460,26.370058940141828,19.81353657367462,-6.556522366467206,3.1168516649848637,3.285956211443087,0.16910454645822348,4.327043390514632,4.754808273859925,0.4277648833452927,35.33877551020408,30.86,-4.4787755102040805,30.814070351758794,31.901538461538458,1.087468109779664,26.70313622216902,24.693563101875316,-2.0095731202937053,611,590,160,116,590,"Lakeland-Winter Haven, FL","Lakeland, FL",394766,4.4293072064192405,1738.181306170866,1815.1706960257243
40900,20.763833858404684,20.620040200480318,-0.14379365792436616,2.855735517701449,2.865159115724843,0.009423598023393875,3.9486332185298956,3.956086908360103,0.007453689830207555,39.14590747330961,35.992001777382804,-3.1539056959268095,33.442622950819676,32.74285714285714,-0.6997658079625353,24.01316653964416,21.46101220349728,-2.552154336146881,2660,2689,524,525,2660,"Sacramento--Roseville--Arden-Arcade, CA","Sacramento, CA",395045,4.590507433789461,2051.377017418573,2145.545631898221
