RegionID,SizeRank,RegionName,RegionType,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31
102001,0,United States,country,1136.8756600969439,1143.0915705041696,1151.628491604506,1160.334639322861,1168.9370999983341,1176.4718280325962,1182.0264471299868,1185.5555007390226,1187.4069767000278,1187.795265579227,1188.1653608020504,1188.5956803249571,1191.5493967081716,1196.2684727705807,1202.1227842772848,1209.810700500382,1217.7466582430586,1225.7261050424822,1230.15929590597,1232.1732702345482,1231.9422977207564,1230.6093787771713,1229.43790783753,1228.7761399163985,1233.1775979478182,1240.648982934441,1251.811269249739,1261.2964885311155,1270.3272249379213,1277.2315429761559,1281.8290289088043,1283.2713507391054,1283.4925217688951,1281.8767242989904,1281.7413825086935,1282.5576294674947,1287.2888168532022,1294.4747113369988,1303.7452048936366,1312.9521391617284,1320.8731546253828,1328.0810582272072,1333.161989655278,1336.079706659786,1335.2641017939993,1334.6168900740852,1335.2133603848747,1337.312787770334,1341.2487026455324,1347.0444329995414,1356.9591185247907,1366.8338193096686,1376.4426120439934,1384.1199391722,1389.5759591770725,1392.327718140562,1391.8379680306784,1390.3584622419633,1389.220988391978,1390.4077800907119,1395.231782429695,1403.0825484886448,1411.3687542513196,1412.6554491250256,1412.5151077870212,1413.4040546286233,1418.6321252299526,1420.0352058351036,1417.5932280434572,1414.757600034989,1413.2568199413336,1415.2247291693923,1422.9700944881172,1434.906270926833,1449.987891192932,1468.1930921219298,1492.2973772938838,1520.718854025569,1550.3737550127414,1577.909290371633,1600.2258350939105,1614.140878805665,1623.345391205982,1632.3198079443716,1642.6957787751353,1657.2115467129531,1672.320617572914,1692.0327391706455,1711.9986547295214,1732.6690360980294,1749.7306041831216,1759.3496543323465,1761.383371336151,1756.841182848923,1750.9889989901735,1748.2352193091697,1750.170324350456,1756.7237319614655,1769.1588812812547,1779.870258965719,1791.7187517440996,1798.5349469721843,1806.871165970474,1811.0744037264749,1811.3973421238622,1807.8574639258045,1802.7137979382678,1800.1717778434988,1803.2299832245565,1811.1236660625507,1821.9756892848004,1832.8231121245474,1843.8424865048964,1853.2695531997297,1860.4327156148743,1863.4328677310507,1863.2020863936705,1859.4845182352026,1856.1900726794834,1853.8726323162525,1858.4905782101985,1867.6482474259028,1880.7448398937074,1891.7185397298413,1900.093803173012,1905.5558736795656,1907.9709190214598,1908.4255765026335,1906.8150520696029,1903.136022039332,1897.4574758161777,1893.0798097154232,1894.8125081183855
